ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy,buy_threshold,sell_threshold
MHUA,2,0.0,-36.51,224.0,-36.51,0.38677536990914607,-23.75 # -49.28,,,,-23.75 # -49.28,-36.51,-36.51,224.0,0,2,-23.75,-49.28,2022-03-10,30,70
KRKR,5,40.0,-9.43,181.0,-9.25,0.5292660351433791,-29.41 # 23.27 # -35.25 # -9.25 # 3.51,23.27 # 3.51,13.39,13.39,-29.41 # -35.25 # -9.25,-24.64,-29.41,178.0,2,3,23.27,-35.25,2019-12-02,30,70
UPXI,4,75.0,14.24,106.0,35.51,0.9981791692718252,49.35 # 44.84 # 26.18 # -63.43,49.35 # 44.84 # 26.18,40.12,44.84,-63.43,-63.43,-63.43,71.0,3,1,49.35,-63.43,2021-07-20,30,70
VIRX,19,47.37,0.36,184.0,-7.1,0.07457000976979435,0.82 # -54.1 # -34.96 # -29.82 # -7.1 # 40.22 # 35.99 # 100.7 # 46.83 # -29.35 # 7.45 # -81.44 # 38.16 # -13.43 # 18.37 # -54.22 # 97.97 # -25.18 # -50.0,0.82 # 40.22 # 35.99 # 100.7 # 46.83 # 7.45 # 38.16 # 18.37 # 97.97,42.94,38.16,-54.1 # -34.96 # -29.82 # -7.1 # -29.35 # -81.44 # -13.43 # -54.22 # -25.18 # -50.0,-37.96,-32.39,174.0,9,10,100.7,-81.44,2006-06-06,30,70
VRAR,4,50.0,-1.48,120.0,2.03,0.8176754383824343,26.82 # -12.44 # 16.51 # -36.8,26.82 # 16.51,21.67,21.67,-12.44 # -36.8,-24.62,-24.62,113.5,2,2,26.82,-36.8,2021-07-23,30,70
SPI,12,58.33,290.2,137.0,18.34,102.54103635266162,12.5 # -51.96 # 1041.67 # -52.14 # 24.18 # -19.12 # 2456.6 # 46.07 # 50.98 # -41.87 # 40.35 # -24.83,12.5 # 1041.67 # 24.18 # 2456.6 # 46.07 # 50.98 # 40.35,524.62,46.07,-51.96 # -52.14 # -19.12 # -41.87 # -24.83,-37.98,-41.87,90.0,7,5,2456.6,-52.14,2016-02-10,30,70
GBNY,2,50.0,-5.66,386.0,-5.66,0.8751818149266346,6.52 # -17.84,6.52,6.52,6.52,-17.84,-17.84,-17.84,386.5,1,1,6.52,-17.84,2021-02-11,30,70
VHC,22,68.18,14.67,138.0,12.46,1.7171116612645765,53.85 # 80.0 # 88.89 # -33.33 # 12.41 # 35.42 # 31.3 # -2.56 # 53.36 # 0.81 # -4.5 # -61.62 # -31.88 # 74.58 # 12.5 # 55.71 # 46.3 # 29.57 # 9.23 # -65.41 # 11.11 # -73.09,53.85 # 80.0 # 88.89 # 12.41 # 35.42 # 31.3 # 53.36 # 0.81 # 74.58 # 12.5 # 55.71 # 46.3 # 29.57 # 9.23 # 11.11,39.67,35.42,-33.33 # -2.56 # -4.5 # -61.62 # -31.88 # -65.41 # -73.09,-38.91,-33.33,103.0,15,7,88.89,-73.09,2006-02-07,30,70
INSG,20,40.0,-8.53,153.0,-8.55,0.025075281483436372,2.25 # 13.36 # -45.44 # -13.01 # -17.35 # -18.19 # 23.53 # -21.96 # -4.1 # 33.55 # -57.25 # 38.52 # -40.83 # 32.93 # 59.24 # 28.56 # -3.85 # -65.25 # -48.57 # -66.67,2.25 # 13.36 # 23.53 # 33.55 # 38.52 # 32.93 # 59.24 # 28.56,28.99,30.74,-45.44 # -13.01 # -17.35 # -18.19 # -21.96 # -4.1 # -57.25 # -40.83 # -3.85 # -65.25 # -48.57 # -66.67,-33.54,-31.4,121.0,8,12,59.24,-66.67,2006-02-08,30,70
SLS,19,47.37,-8.02,168.0,-12.73,0.001261881171050014,52.19 # 33.04 # -13.06 # -27.46 # -41.91 # 51.43 # 38.71 # 51.1 # 30.42 # -31.33 # 9.26 # -95.96 # -56.99 # -84.85 # -12.73 # 21.92 # -56.13 # 50.42 # -70.39,52.19 # 33.04 # 51.43 # 38.71 # 51.1 # 30.42 # 9.26 # 21.92 # 50.42,37.61,38.71,-13.06 # -27.46 # -41.91 # -31.33 # -95.96 # -56.99 # -84.85 # -12.73 # -56.13 # -70.39,-49.08,-49.02,130.0,9,10,52.19,-95.96,2008-05-05,30,70
WHLM,18,77.78,13.99,167.0,11.87,6.416346138471501,41.18 # -23.81 # -14.29 # 37.5 # 41.67 # -38.1 # 13.33 # 21.21 # 12.72 # 10.3 # 1.07 # 10.6 # 11.03 # 20.53 # -7.96 # 79.07 # 4.28 # 31.42,41.18 # 37.5 # 41.67 # 13.33 # 21.21 # 12.72 # 10.3 # 1.07 # 10.6 # 11.03 # 20.53 # 79.07 # 4.28 # 31.42,23.99,16.93,-23.81 # -14.29 # -38.1 # -7.96,-21.04,-19.05,116.0,14,4,79.07,-38.1,2006-02-07,30,70
DUOT,7,42.86,125.8,203.0,-14.51,1.1657995069293077,-27.07 # -70.0 # 17.56 # 1022.58 # 8.55 # -56.48 # -14.51,17.56 # 1022.58 # 8.55,349.56,17.56,-27.07 # -70.0 # -56.48 # -14.51,-42.02,-41.78,181.0,3,4,1022.58,-70.0,2017-07-14,30,70
NCNC,1,0.0,-97.91,154.0,-97.91,0.020874999463558197,-97.91,,,,-97.91,-97.91,-97.91,154.0,0,1,-97.91,-97.91,2023-08-11,30,70
FSI,27,77.78,12.52,129.0,15.38,14.338532496255139,32.0 # 20.4 # 16.95 # -28.93 # 39.33 # -9.77 # 12.24 # 21.88 # 3.45 # 46.34 # 15.38 # -13.51 # 17.65 # 36.96 # 8.0 # 25.71 # -26.28 # 4.62 # 22.22 # 9.15 # 5.74 # 4.74 # 41.18 # 36.96 # 29.35 # -2.14 # -31.54,32.0 # 20.4 # 16.95 # 39.33 # 12.24 # 21.88 # 3.45 # 46.34 # 15.38 # 17.65 # 36.96 # 8.0 # 25.71 # 4.62 # 22.22 # 9.15 # 5.74 # 4.74 # 41.18 # 36.96 # 29.35,21.44,20.4,-28.93 # -9.77 # -13.51 # -26.28 # -2.14 # -31.54,-18.69,-19.9,119.0,21,6,46.34,-31.54,2006-02-10,30,70
PZG,7,71.43,22.09,242.0,21.76,2.242932411499841,12.9 # 21.76 # 26.43 # -5.79 # 45.93 # 108.33 # -54.95,12.9 # 21.76 # 26.43 # 45.93 # 108.33,43.07,26.43,-5.79 # -54.95,-30.37,-30.37,168.0,5,2,108.33,-54.95,2015-07-20,30,70
AIM,16,43.75,-9.95,203.0,-16.09,0.010069490122490385,12.75 # -17.78 # 26.67 # 7.14 # -64.29 # -15.0 # -26.32 # 57.14 # 10.71 # -33.33 # 58.33 # -33.0 # -94.92 # -32.35 # -17.19 # 2.27,12.75 # 26.67 # 7.14 # 57.14 # 10.71 # 58.33 # 2.27,25.0,12.75,-17.78 # -64.29 # -15.0 # -26.32 # -33.33 # -33.0 # -94.92 # -32.35 # -17.19,-37.13,-32.35,176.0,7,9,58.33,-94.92,2006-07-18,30,70
EVAX,4,25.0,-16.06,187.0,-26.22,0.4549512813544514,16.38 # -28.18 # -27.11 # -25.33,16.38,16.38,16.38,-28.18 # -27.11 # -25.33,-26.87,-27.11,180.5,1,3,16.38,-28.18,2021-03-01,30,70
INLX,18,66.67,5.96,122.0,13.24,0.5828402568243304,-87.14 # 25.0 # 33.33 # 0.0 # 49.12 # 6.12 # -8.89 # 13.33 # -14.29 # -21.43 # -30.77 # 23.0 # 32.89 # 0.22 # 25.6 # 16.86 # 13.14 # 31.23,25.0 # 33.33 # 0.0 # 49.12 # 6.12 # 13.33 # 23.0 # 32.89 # 0.22 # 25.6 # 16.86 # 13.14 # 31.23,20.76,23.0,-87.14 # -8.89 # -14.29 # -21.43 # -30.77,-32.5,-21.43,77.5,12,6,49.12,-87.14,2012-06-01,30,70
MXC,15,73.33,16.97,179.0,23.99,5.274168037569007,26.97 # -1.62 # 19.1 # -30.83 # 25.76 # 23.44 # 51.85 # 12.42 # -49.41 # 23.99 # 24.52 # 69.81 # 51.38 # 36.61 # -29.49,26.97 # 19.1 # 25.76 # 23.44 # 51.85 # 12.42 # 23.99 # 24.52 # 69.81 # 51.38 # 36.61,33.26,25.76,-1.62 # -30.83 # -49.41 # -29.49,-27.84,-30.16,121.0,11,4,69.81,-49.41,2006-03-08,30,70
EEIQ,2,50.0,-10.95,192.0,-10.95,0.6746975661972578,23.43 # -45.34,23.43,23.43,23.43,-45.34,-45.34,-45.34,192.0,1,1,23.43,-45.34,2021-07-20,30,70
LXEH,3,0.0,-30.46,125.0,-42.47,0.2965870584414103,-42.47 # -47.94 # -0.98,,,,-42.47 # -47.94 # -0.98,-30.46,-42.47,107.0,0,3,-0.98,-47.94,2022-01-20,30,70
CCLD,8,62.5,21.24,199.0,21.44,0.9923071204859903,-69.68 # 178.48 # 25.88 # 16.99 # 31.1 # -42.08 # 65.89 # -36.65,178.48 # 25.88 # 16.99 # 31.1 # 65.89,63.67,31.1,-69.68 # -42.08 # -36.65,-49.47,-42.08,121.5,5,3,178.48,-69.68,2014-08-13,30,70
KALA,6,16.67,-38.63,256.0,-38.58,0.02395838112509952,-58.71 # -25.31 # 7.95 # -80.49 # -51.85 # -23.4,7.95,7.95,7.95,-58.71 # -25.31 # -80.49 # -51.85 # -23.4,-47.95,-51.85,229.5,1,5,7.95,-80.49,2017-10-18,30,70
LITM,4,50.0,9.68,133.0,10.97,1.2986164725768439,40.43 # -3.32 # 25.25 # -23.64,40.43 # 25.25,32.84,32.84,-3.32 # -23.64,-13.48,-13.48,122.0,2,2,40.43,-23.64,2021-12-13,30,70
HOFV,7,42.86,-30.11,149.0,-27.62,0.03459157473097558,0.21 # 1.45 # 6.02 # -59.23 # -74.84 # -27.62 # -56.77,0.21 # 1.45 # 6.02,2.56,1.45,-59.23 # -74.84 # -27.62 # -56.77,-54.62,-58.0,121.0,3,4,6.02,-74.84,2018-05-07,30,70
JG,5,40.0,-15.31,270.0,-38.64,0.10480980630271561,77.42 # 25.29 # -59.64 # -38.64 # -80.96,77.42 # 25.29,51.36,51.36,-59.64 # -38.64 # -80.96,-59.75,-59.64,217.0,2,3,77.42,-80.96,2018-08-16,30,70
QLI,2,50.0,-32.19,384.0,-32.19,0.21204070919141071,-81.97 # 17.59,17.59,17.59,17.59,-81.97,-81.97,-81.97,384.0,1,1,17.59,-81.97,2021-02-24,30,70
OCEA,2,50.0,-44.78,198.0,-44.78,0.09591059082526131,0.94 # -90.5,0.94,0.94,0.94,-90.5,-90.5,-90.5,197.5,1,1,0.94,-90.5,2022-05-24,30,70
CTNT,1,0.0,-45.66,143.0,-45.66,0.5433790073644122,-45.66,,,,-45.66,-45.66,-45.66,143.0,0,1,-45.66,-45.66,2023-08-22,30,70
OCC,13,69.23,9.05,206.0,28.15,1.7771217064090183,28.15 # 28.24 # 4.08 # -37.63 # 43.02 # 35.71 # -38.33 # 5.36 # 31.23 # -27.27 # 35.29 # 32.6 # -22.86,28.15 # 28.24 # 4.08 # 43.02 # 35.71 # 5.36 # 31.23 # 35.29 # 32.6,27.08,31.23,-37.63 # -38.33 # -27.27 # -22.86,-31.52,-32.45,179.0,9,4,43.02,-38.33,2006-02-13,30,70
FFIE,4,25.0,-34.38,145.0,-20.35,0.011638980839352784,-20.35 # -20.36 # 1.4 # -98.19,1.4,1.4,1.4,-20.35 # -20.36 # -98.19,-46.3,-20.36,141.0,1,3,1.4,-98.19,2021-11-24,30,70
PRST,3,33.33,-49.61,128.0,-62.05,0.04985981750631344,0.09 # -62.05 # -86.88,0.09,0.09,0.09,-62.05 # -86.88,-74.46,-74.46,106.0,1,2,0.09,-86.88,2021-03-04,30,70
NXGL,1,0.0,-28.71,297.0,-28.71,0.712918694127773,-28.71,,,,-28.71,-28.71,-28.71,297.0,0,1,-28.71,-28.71,2022-02-14,30,70
CZOO,2,0.0,-53.56,418.0,-53.56,0.00029509684655668235,-7.16 # -99.97,,,,-7.16 # -99.97,-53.56,-53.56,418.5,0,2,-7.16,-99.97,2021-08-16,30,70
ICU,3,66.67,-30.21,165.0,0.98,0.06841522931851099,1.74 # 0.98 # -93.34,1.74 # 0.98,1.36,1.36,-93.34,-93.34,-93.34,114.0,2,1,1.74,-93.34,2021-05-24,30,70
JCTCF,13,61.54,2.64,226.0,5.3,1.1395573117104414,12.36 # 23.86 # -8.8 # -17.05 # 7.82 # 5.3 # -9.96 # -2.66 # 24.81 # 10.12 # 22.67 # -37.64 # 3.44,12.36 # 23.86 # 7.82 # 5.3 # 24.81 # 10.12 # 22.67 # 3.44,13.8,11.24,-8.8 # -17.05 # -9.96 # -2.66 # -37.64,-15.22,-9.96,175.0,8,5,24.81,-37.64,2006-04-13,30,70
TCJH,1,0.0,-40.0,129.0,-40.0,0.6000000103660253,-40.0,,,,-40.0,-40.0,-40.0,129.0,0,1,-40.0,-40.0,2023-06-16,30,70
RDHL,14,57.14,-4.01,156.0,17.14,0.0733146902271472,24.49 # -27.28 # -4.59 # 21.18 # -23.88 # 14.34 # 21.67 # 24.29 # 42.79 # 29.98 # 19.94 # -38.61 # -81.39 # -79.08,24.49 # 21.18 # 14.34 # 21.67 # 24.29 # 42.79 # 29.98 # 19.94,24.84,22.98,-27.28 # -4.59 # -23.88 # -38.61 # -81.39 # -79.08,-42.47,-32.95,170.0,8,6,42.79,-81.39,2013-03-15,30,70
OP,2,0.0,-61.39,222.0,-61.39,0.0024933968044462654,-23.11 # -99.68,,,,-23.11 # -99.68,-61.39,-61.39,222.5,0,2,-23.11,-99.68,2021-12-21,30,70
APRE,4,50.0,-10.92,254.0,-9.04,0.18578794985255392,41.73 # -78.7 # -59.81 # 53.1,41.73 # 53.1,47.41,47.41,-78.7 # -59.81,-69.25,-69.25,194.0,2,2,53.1,-78.7,2020-09-25,30,70
COEP,3,0.0,-33.59,116.0,-36.46,0.22801528135920637,-0.32 # -64.0 # -36.46,,,,-0.32 # -64.0 # -36.46,-33.59,-36.46,143.0,0,3,-0.32,-64.0,2022-10-24,30,70
ZENV,2,0.0,-53.6,311.0,-53.6,0.15740777011545087,-29.54 # -77.66,,,,-29.54 # -77.66,-53.6,-53.6,311.0,0,2,-29.54,-77.66,2021-10-28,30,70
RGS,16,62.5,-6.16,255.0,6.92,0.05595702982497088,8.71 # -52.4 # 34.2 # 16.04 # 5.12 # 16.04 # -1.05 # 3.56 # 11.55 # -2.26 # 8.98 # 16.66 # -54.01 # -86.3 # 26.13 # -49.56,8.71 # 34.2 # 16.04 # 5.12 # 16.04 # 3.56 # 11.55 # 8.98 # 16.66 # 26.13,14.7,13.79,-52.4 # -1.05 # -2.26 # -54.01 # -86.3 # -49.56,-40.93,-50.98,164.5,10,6,34.2,-86.3,2006-03-23,30,70
MEGL,3,33.33,13.06,100.0,-19.38,0.554109640288748,-69.92 # 128.46 # -19.38,128.46,128.46,128.46,-69.92 # -19.38,-44.65,-44.65,136.0,1,2,128.46,-69.92,2022-08-26,30,70
BMR,2,100.0,32.24,102.0,32.24,1.6789126053613548,58.66 # 5.82,58.66 # 5.82,32.24,32.24,,,,101.5,2,0,58.66,5.82,2023-03-22,30,70
XLO,2,0.0,-62.89,254.0,-62.89,0.13630719413184075,-66.61 # -59.18,,,,-66.61 # -59.18,-62.89,-62.89,253.5,0,2,-59.18,-66.61,2021-12-07,30,70
TRT,13,61.54,5.21,232.0,11.2,0.22201729325095967,58.2 # -89.91 # 27.27 # 38.06 # -65.38 # 7.57 # 25.81 # 21.94 # -6.01 # -1.7 # 11.2 # 51.82 # -11.15,58.2 # 27.27 # 38.06 # 7.57 # 25.81 # 21.94 # 11.2 # 51.82,30.23,26.54,-89.91 # -65.38 # -6.01 # -1.7 # -11.15,-34.83,-11.15,136.0,8,5,58.2,-89.91,2006-05-12,30,70
IPDN,10,50.0,2.49,217.0,-2.26,0.31228018133147145,-38.21 # -71.67 # -34.52 # 36.2 # 4.43 # -41.32 # 21.76 # 29.03 # 128.16 # -8.96,36.2 # 4.43 # 21.76 # 29.03 # 128.16,43.92,29.03,-38.21 # -71.67 # -34.52 # -41.32 # -8.96,-38.93,-38.21,133.5,5,5,128.16,-71.67,2013-04-04,30,70
SLNA,1,0.0,-95.78,421.0,-95.78,0.04222222169240316,-95.78,,,,-95.78,-95.78,-95.78,421.0,0,1,-95.78,-95.78,2022-11-17,30,70
BRFH,9,66.67,7.41,254.0,10.45,0.9289565007323004,-32.43 # 66.67 # 13.85 # 10.45 # -9.37 # 18.87 # 7.84 # 54.17 # -63.37,66.67 # 13.85 # 10.45 # 18.87 # 7.84 # 54.17,28.64,16.36,-32.43 # -9.37 # -63.37,-35.06,-32.43,309.0,6,3,66.67,-63.37,2012-06-05,30,70
FEMY,2,0.0,-48.03,324.0,-48.03,0.22739545331402655,-68.69 # -27.38,,,,-68.69 # -27.38,-48.03,-48.03,324.5,0,2,-27.38,-68.69,2021-07-12,30,70
LIQT,10,50.0,-5.12,201.0,6.93,0.08646779633484789,-32.52 # -34.73 # 29.23 # -38.03 # 22.22 # 47.41 # -8.35 # 31.11 # -90.81 # 23.21,29.23 # 22.22 # 47.41 # 31.11 # 23.21,30.64,29.23,-32.52 # -34.73 # -38.03 # -8.35 # -90.81,-40.89,-34.73,120.0,5,5,47.41,-90.81,2012-03-07,30,70
PMD,18,50.0,-3.24,209.0,0.41,0.24476794722251555,5.12 # 6.74 # -3.32 # -58.93 # 18.06 # -1.5 # 13.13 # 9.0 # -1.83 # 2.32 # 36.67 # 24.79 # -5.22 # -46.25 # -38.84 # 36.27 # -21.87 # -32.58,5.12 # 6.74 # 18.06 # 13.13 # 9.0 # 2.32 # 36.67 # 24.79 # 36.27,16.9,13.13,-3.32 # -58.93 # -1.5 # -1.83 # -5.22 # -46.25 # -38.84 # -21.87 # -32.58,-23.37,-21.87,149.5,9,9,36.67,-58.93,2006-07-27,30,70
SSKN,18,66.67,0.49,204.0,14.8,0.27963828582195277,19.29 # 24.5 # 22.49 # 7.33 # 23.83 # 30.5 # 34.88 # 12.82 # -61.19 # -60.18 # -61.15 # -25.0 # 6.27 # -21.24 # 16.78 # -21.77 # 21.67 # 39.02,19.29 # 24.5 # 22.49 # 7.33 # 23.83 # 30.5 # 34.88 # 12.82 # 6.27 # 16.78 # 21.67 # 39.02,21.62,22.08,-61.19 # -60.18 # -61.15 # -25.0 # -21.24 # -21.77,-41.76,-42.59,131.0,12,6,39.02,-61.19,2006-07-11,30,70
CISO,2,50.0,-12.25,195.0,-12.25,0.07617378806275035,71.04 # -95.55,71.04,71.04,71.04,-95.55,-95.55,-95.55,195.0,1,1,71.04,-95.55,2022-02-15,30,70
IDEX,18,55.56,25.21,176.0,15.3,0.05496637293199517,50.0 # -92.0 # 66.67 # 280.0 # -41.67 # 80.0 # -64.21 # 35.27 # 23.38 # -6.94 # 7.21 # 94.44 # -11.17 # 71.33 # -21.14 # 148.81 # -92.41 # -73.76,50.0 # 66.67 # 280.0 # 80.0 # 35.27 # 23.38 # 7.21 # 94.44 # 71.33 # 148.81,85.71,69.0,-92.0 # -41.67 # -64.21 # -6.94 # -11.17 # -21.14 # -92.41 # -73.76,-50.41,-52.94,104.0,10,8,280.0,-92.41,2007-11-13,30,70
WYY,15,53.33,-2.64,223.0,8.93,0.13741490770548323,-57.03 # -55.56 # 42.65 # -19.49 # 25.35 # -22.08 # 19.72 # -37.88 # 15.38 # -12.5 # 8.93 # 20.0 # 42.86 # 61.76 # -71.72,42.65 # 25.35 # 19.72 # 15.38 # 8.93 # 20.0 # 42.86 # 61.76,29.58,22.68,-57.03 # -55.56 # -19.49 # -22.08 # -37.88 # -12.5 # -71.72,-39.46,-37.88,162.0,8,7,61.76,-71.72,2006-06-27,30,70
ACOR,21,71.43,9.92,156.0,14.86,0.41286952119612935,87.04 # 12.58 # 30.47 # 4.82 # 58.26 # 14.86 # -3.07 # 19.24 # 15.67 # 14.42 # 27.03 # -0.26 # 26.41 # -2.77 # 2.45 # 58.31 # -89.03 # -37.86 # -80.91 # 30.0 # 20.69,87.04 # 12.58 # 30.47 # 4.82 # 58.26 # 14.86 # 19.24 # 15.67 # 14.42 # 27.03 # 26.41 # 2.45 # 58.31 # 30.0 # 20.69,28.15,20.69,-3.07 # -0.26 # -2.77 # -89.03 # -37.86 # -80.91,-35.65,-20.47,105.0,15,6,87.04,-89.03,2006-04-03,30,70
DRRX,20,60.0,8.2,183.0,16.23,0.2198896410758583,26.51 # -3.71 # 20.21 # -37.41 # -69.28 # 26.97 # 69.51 # 15.6 # -17.05 # -12.78 # 0.82 # 57.5 # -56.42 # 51.85 # 131.09 # 16.85 # -61.97 # 48.87 # 37.12 # -80.3,26.51 # 20.21 # 26.97 # 69.51 # 15.6 # 0.82 # 57.5 # 51.85 # 131.09 # 16.85 # 48.87 # 37.12,41.91,32.04,-3.71 # -37.41 # -69.28 # -17.05 # -12.78 # -56.42 # -61.97 # -80.3,-42.37,-46.92,115.0,12,8,131.09,-80.3,2006-02-08,30,70
SGMA,16,43.75,-6.7,215.0,-8.83,0.10574943036683752,5.67 # 22.68 # -27.1 # -61.9 # 29.37 # -6.36 # 7.6 # 27.59 # 54.93 # -23.82 # -12.47 # -11.29 # -64.49 # 10.65 # -39.97 # -18.27,5.67 # 22.68 # 29.37 # 7.6 # 27.59 # 54.93 # 10.65,22.64,22.68,-27.1 # -61.9 # -6.36 # -23.82 # -12.47 # -11.29 # -64.49 # -39.97 # -18.27,-29.52,-23.82,201.5,7,9,54.93,-64.49,2006-03-08,30,70
DTST,11,63.64,69.68,138.0,28.57,31.119234704507768,22.5 # -66.67 # 0.0 # 28.57 # -14.29 # 150.0 # 350.0 # 66.67 # 100.0 # 158.33 # -28.62,22.5 # 0.0 # 28.57 # 150.0 # 350.0 # 66.67 # 100.0 # 158.33,109.51,83.33,-66.67 # -14.29 # -28.62,-36.52,-28.62,66.0,7,4,350.0,-66.67,2012-04-16,30,70
CALC,1,100.0,48.76,33.0,48.76,1.4876032194782849,48.76,48.76,48.76,48.76,,,,33.0,1,0,48.76,48.76,2023-10-06,30,70
PMCB,14,50.0,5.91,158.0,2.89,0.3135585401424578,44.0 # -30.21 # -34.39 # -22.09 # -9.34 # 33.91 # 18.91 # 29.39 # 31.84 # -0.57 # 6.36 # 120.83 # -86.89 # -19.06,44.0 # 33.91 # 18.91 # 29.39 # 31.84 # 6.36 # 120.83,40.75,31.84,-30.21 # -34.39 # -22.09 # -9.34 # -0.57 # -86.89 # -19.06,-28.94,-22.09,112.0,7,7,120.83,-86.89,2013-12-23,30,70
SRZN,2,50.0,-24.32,399.0,-24.32,0.15702328246486616,-88.8 # 40.15,40.15,40.15,40.15,-88.8,-88.8,-88.8,399.0,1,1,40.15,-88.8,2021-03-25,30,70
MTEM,19,57.89,5.63,184.0,16.67,0.25334408037121553,24.14 # -20.61 # -59.75 # -25.37 # 23.45 # 165.15 # 0.18 # 23.8 # 20.0 # 25.65 # 44.32 # 16.67 # -8.96 # 55.94 # -18.54 # 19.41 # -60.27 # -71.71 # -46.51,24.14 # 23.45 # 165.15 # 0.18 # 23.8 # 20.0 # 25.65 # 44.32 # 16.67 # 55.94 # 19.41,38.06,23.8,-20.61 # -59.75 # -25.37 # -8.96 # -18.54 # -60.27 # -71.71 # -46.51,-38.96,-35.94,147.0,11,8,165.15,-71.71,2006-02-08,30,70
NSTG,11,54.55,11.18,169.0,30.08,0.10975628545220045,58.59 # -17.15 # 49.77 # 34.64 # -9.76 # -26.6 # 49.25 # 125.94 # 30.08 # -78.33 # -93.42,58.59 # 49.77 # 34.64 # 49.25 # 125.94 # 30.08,58.04,49.51,-17.15 # -9.76 # -26.6 # -78.33 # -93.42,-45.05,-26.6,179.0,6,5,125.94,-93.42,2013-08-07,30,70
SNSE,3,0.0,-52.5,284.0,-45.39,0.09364476182441298,-41.32 # -70.78 # -45.39,,,,-41.32 # -70.78 # -45.39,-52.5,-45.39,237.0,0,3,-41.32,-70.78,2021-02-26,30,70
DTCK,1,100.0,76.06,16.0,76.06,1.7605634334895675,76.06,76.06,76.06,76.06,,,,16.0,1,0,76.06,76.06,2023-10-17,30,70
ALRN,8,37.5,-3.0,147.0,-25.56,0.18989428710234713,-80.06 # -40.0 # 72.61 # 49.5 # -27.03 # -25.0 # -26.13 # 52.14,72.61 # 49.5 # 52.14,58.09,52.14,-80.06 # -40.0 # -27.03 # -25.0 # -26.13,-39.64,-27.03,112.0,3,5,72.61,-80.06,2017-12-13,30,70
UXIN,6,50.0,-8.65,196.0,-1.52,0.13283082851263456,10.47 # 26.11 # -18.24 # -13.51 # 33.17 # -89.88,10.47 # 26.11 # 33.17,23.25,26.11,-18.24 # -13.51 # -89.88,-40.54,-18.24,140.5,3,3,33.17,-89.88,2018-07-27,30,70
BFI,4,50.0,-31.84,229.0,-20.87,0.06569193694391279,1.33 # 3.38 # -88.98 # -43.07,1.33 # 3.38,2.36,2.36,-88.98 # -43.07,-66.03,-66.03,79.5,2,2,3.38,-88.98,2020-03-16,30,70
TSRI,13,92.31,20.71,127.0,21.21,10.543273487883722,14.81 # 10.0 # 24.11 # -11.75 # 11.92 # 23.77 # 32.37 # 21.21 # 16.28 # 36.27 # 11.23 # 38.67 # 40.34,14.81 # 10.0 # 24.11 # 11.92 # 23.77 # 32.37 # 21.21 # 16.28 # 36.27 # 11.23 # 38.67 # 40.34,23.41,22.49,-11.75,-11.75,-11.75,111.0,12,1,40.34,-11.75,2007-04-11,30,70
GLBZ,18,77.78,5.15,194.0,7.24,2.034962852306524,3.6 # -4.52 # 0.0 # 8.44 # 8.77 # 13.24 # 19.61 # 5.18 # 6.24 # 8.0 # -3.85 # 3.91 # 6.49 # 22.1 # 9.49 # 19.18 # 9.17 # -42.35,3.6 # 0.0 # 8.44 # 8.77 # 13.24 # 19.61 # 5.18 # 6.24 # 8.0 # 3.91 # 6.49 # 22.1 # 9.49 # 19.18 # 9.17,9.56,8.44,-4.52 # -3.85 # -42.35,-16.91,-4.52,155.5,14,4,22.1,-42.35,2006-06-09,30,70
BFX,16,50.0,-0.1,196.0,0.78,0.00873623474425836,5.34 # 21.78 # -68.25 # -70.55 # -7.25 # -3.77 # 28.81 # 25.51 # 37.52 # 17.81 # 21.14 # -22.28 # -87.14 # 240.14 # -81.67 # -58.73,5.34 # 21.78 # 28.81 # 25.51 # 37.52 # 17.81 # 21.14 # 240.14,49.75,23.64,-68.25 # -70.55 # -7.25 # -3.77 # -22.28 # -87.14 # -81.67 # -58.73,-49.96,-63.49,153.5,8,8,240.14,-87.14,2006-07-14,30,70
CNTX,2,50.0,-15.23,192.0,-15.23,0.6565740404890921,9.66 # -40.13,9.66,9.66,9.66,-40.13,-40.13,-40.13,192.5,1,1,9.66,-40.13,2022-01-20,30,70
EVTV,9,66.67,36.54,126.0,12.93,1.2843520881698747,-83.05 # -35.71 # 64.14 # 315.58 # 27.5 # 40.0 # 8.33 # 12.93 # -20.89,64.14 # 315.58 # 27.5 # 40.0 # 8.33 # 12.93,78.08,33.75,-83.05 # -35.71 # -20.89,-46.55,-35.71,114.0,6,3,315.58,-83.05,2017-07-24,30,70
PAVS,5,60.0,-19.42,218.0,0.3,0.13712806154624657,-33.14 # -82.86 # 0.3 # 13.68 # 4.94,0.3 # 13.68 # 4.94,6.3,4.94,-33.14 # -82.86,-58.0,-58.0,111.0,3,2,13.68,-82.86,2020-02-13,30,70
