ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy,buy_threshold,sell_threshold
GDYN,3,0.0,-13.22,251.0,-4.54,0.6306541396034768,-4.54 # -31.31 # -3.83,,,,-4.54 # -31.31 # -3.83,-13.22,-4.54,254.0,0,3,-3.83,-31.31,2020-03-10,30,70
AGTI,3,66.67,-2.19,145.0,15.35,0.7137280237404909,30.77 # 15.35 # -52.68,30.77 # 15.35,23.06,23.06,-52.68,-52.68,-52.68,117.0,2,1,30.77,-52.68,2021-05-14,30,70
CVII,1,100.0,1.75,415.0,1.75,1.0175438682823164,1.75,1.75,1.75,1.75,,,,415.0,1,0,1.75,1.75,2021-08-11,30,70
POWL,17,52.94,4.51,146.0,9.12,1.495839115746392,47.45 # -25.73 # 11.61 # 9.12 # 13.3 # 19.38 # -14.49 # -1.71 # -1.51 # 17.77 # -7.51 # 11.35 # -10.06 # -29.43 # 38.38 # -22.3 # 21.01,47.45 # 11.61 # 9.12 # 13.3 # 19.38 # 17.77 # 11.35 # 38.38 # 21.01,21.04,17.77,-25.73 # -14.49 # -1.71 # -1.51 # -7.51 # -10.06 # -29.43 # -22.3,-14.09,-12.27,144.0,9,8,47.45,-29.43,2006-09-11,30,70
HSAI,1,0.0,-51.81,302.0,-51.81,0.4818750023841858,-51.81,,,,-51.81,-51.81,-51.81,302.0,0,1,-51.81,-51.81,2023-03-16,30,70
AMPS,3,100.0,7.58,246.0,6.11,1.240334549161138,1.81 # 14.81 # 6.11,1.81 # 14.81 # 6.11,7.58,6.11,,,,237.0,3,0,14.81,1.81,2021-03-05,30,70
USNA,19,68.42,10.11,158.0,10.62,4.013133502937446,14.19 # -5.18 # 65.02 # -6.15 # 18.28 # 10.62 # -1.39 # 17.59 # 7.93 # 17.84 # 49.57 # 1.91 # 7.78 # -31.5 # 25.47 # 31.94 # 11.18 # -34.58 # -8.47,14.19 # 65.02 # 18.28 # 10.62 # 17.59 # 7.93 # 17.84 # 49.57 # 1.91 # 7.78 # 25.47 # 31.94 # 11.18,21.49,17.59,-5.18 # -6.15 # -1.39 # -31.5 # -34.58 # -8.47,-14.55,-7.31,108.0,13,6,65.02,-34.58,2006-04-26,30,70
FVRR,4,25.0,-15.53,220.0,-8.61,0.24181768453387611,-10.49 # 33.38 # -78.28 # -6.74,33.38,33.38,33.38,-10.49 # -78.28 # -6.74,-31.84,-10.49,184.5,1,3,33.38,-78.28,2019-07-05,30,70
TTEC,18,50.0,-0.2,162.0,2.52,0.4885485762865046,22.49 # -33.14 # -48.02 # 11.99 # 11.54 # -0.89 # 5.2 # -0.16 # 17.69 # 15.62 # 15.74 # -7.29 # -7.4 # 10.83 # 62.4 # -18.36 # -12.7 # -49.11,22.49 # 11.99 # 11.54 # 5.2 # 17.69 # 15.62 # 15.74 # 10.83 # 62.4,19.28,15.62,-33.14 # -48.02 # -0.89 # -0.16 # -7.29 # -7.4 # -18.36 # -12.7 # -49.11,-19.67,-12.7,160.5,9,9,62.4,-49.11,2006-06-14,30,70
EWCZ,3,66.67,10.95,118.0,2.39,1.2981081324231842,39.73 # -9.27 # 2.39,39.73 # 2.39,21.06,21.06,-9.27,-9.27,-9.27,99.0,2,1,39.73,-9.27,2022-01-19,30,70
NRC,9,77.78,8.04,183.0,8.07,1.826899696579405,40.4 # 14.56 # 4.24 # 8.07 # 10.01 # -9.32 # -16.17 # 20.43 # 0.13,40.4 # 14.56 # 4.24 # 8.07 # 10.01 # 20.43 # 0.13,13.98,10.01,-9.32 # -16.17,-12.75,-12.75,184.0,7,2,40.4,-16.17,2013-06-18,30,70
PWP,4,75.0,4.81,124.0,14.35,1.0410514709747718,24.68 # -37.11 # 27.65 # 4.01,24.68 # 27.65 # 4.01,18.78,24.68,-37.11,-37.11,-37.11,107.0,3,1,27.65,-37.11,2021-03-05,30,70
BXC,21,66.67,9.96,150.0,19.05,2.0745284656451966,-7.43 # -43.48 # 54.79 # -28.44 # 33.93 # 60.89 # 32.19 # -36.82 # 19.05 # 1.04 # -65.61 # -4.9 # 27.24 # 13.34 # 32.65 # -21.71 # 2.21 # 48.02 # 37.08 # 29.95 # 25.28,54.79 # 33.93 # 60.89 # 32.19 # 19.05 # 1.04 # 27.24 # 13.34 # 32.65 # 2.21 # 48.02 # 37.08 # 29.95 # 25.28,29.83,31.07,-7.43 # -43.48 # -28.44 # -36.82 # -65.61 # -4.9 # -21.71,-29.77,-28.44,123.0,14,7,60.89,-65.61,2006-06-14,30,70
SCSC,22,81.82,8.45,135.0,8.35,5.233126542444164,5.08 # 34.6 # 16.62 # 1.61 # 7.39 # 9.37 # 21.05 # 1.54 # 6.56 # 9.31 # 21.4 # 2.7 # 19.07 # 18.37 # 7.14 # 13.37 # 0.0 # -8.42 # -21.46 # 12.96 # -4.77 # 12.45,5.08 # 34.6 # 16.62 # 1.61 # 7.39 # 9.37 # 21.05 # 1.54 # 6.56 # 9.31 # 21.4 # 2.7 # 19.07 # 18.37 # 7.14 # 13.37 # 0.0 # 12.96 # 12.45,11.61,9.37,-8.42 # -21.46 # -4.77,-11.55,-8.42,103.0,18,4,34.6,-21.46,2007-01-10,30,70
GRCL,5,80.0,15.74,65.0,36.11,1.1068119906806828,37.6 # 12.03 # -67.03 # 36.11 # 60.0,37.6 # 12.03 # 36.11 # 60.0,36.43,36.85,-67.03,-67.03,-67.03,37.0,4,1,60.0,-67.03,2021-02-01,30,70
BHE,17,76.47,2.17,185.0,5.7,1.2438436824259465,16.18 # -8.28 # -31.73 # 2.08 # 9.47 # 7.49 # 12.94 # 5.49 # 8.32 # 2.88 # 7.62 # 5.7 # 7.91 # -21.32 # -7.86 # 3.19 # 16.76,16.18 # 2.08 # 9.47 # 7.49 # 12.94 # 5.49 # 8.32 # 2.88 # 7.62 # 5.7 # 7.91 # 3.19 # 16.76,8.16,7.62,-8.28 # -31.73 # -21.32 # -7.86,-17.3,-14.8,144.0,13,4,16.76,-31.73,2006-05-25,30,70
ICHR,7,100.0,32.65,133.0,27.55,6.703091187575243,13.6 # 27.55 # 55.88 # 44.96 # 20.13 # 59.75 # 6.68,13.6 # 27.55 # 55.88 # 44.96 # 20.13 # 59.75 # 6.68,32.65,27.55,,,,84.0,7,0,59.75,6.68,2018-06-26,30,70
AHCO,6,50.0,9.93,175.0,-4.19,1.1061493422971826,15.9 # 110.94 # -12.81 # 4.43 # -26.15 # -32.72,15.9 # 110.94 # 4.43,43.76,15.9,-12.81 # -26.15 # -32.72,-23.89,-26.15,175.5,3,3,110.94,-32.72,2019-11-07,30,70
TDCX,3,0.0,-14.83,197.0,-9.86,0.5953167820111454,-32.55 # -2.08 # -9.86,,,,-32.55 # -2.08 # -9.86,-14.83,-9.86,164.0,0,3,-2.08,-32.55,2021-11-26,30,70
LQDA,4,50.0,13.05,219.0,-10.74,0.7171406660491064,-55.99 # -40.29 # 129.66 # 18.81,129.66 # 18.81,74.24,74.24,-55.99 # -40.29,-48.14,-48.14,179.0,2,2,129.66,-55.99,2019-03-26,30,70
NGMS,3,66.67,-5.83,148.0,5.92,0.5499402556992922,-62.74 # 39.34 # 5.92,39.34 # 5.92,22.63,22.63,-62.74,-62.74,-62.74,39.0,2,1,39.34,-62.74,2021-07-19,30,70
SSYS,14,71.43,-0.09,242.0,9.72,0.407659315134021,17.28 # 26.98 # -43.02 # 1.76 # 34.31 # 10.89 # -72.83 # 12.07 # 4.58 # 19.51 # -27.09 # 10.53 # 8.92 # -5.08,17.28 # 26.98 # 1.76 # 34.31 # 10.89 # 12.07 # 4.58 # 19.51 # 10.53 # 8.92,14.68,11.48,-43.02 # -72.83 # -27.09 # -5.08,-37.01,-35.05,127.5,10,4,34.31,-72.83,2006-02-10,30,70
TH,7,71.43,15.16,102.0,3.27,1.179504392207801,2.6 # 3.27 # -63.18 # 89.99 # 78.2 # 22.05 # -26.84,2.6 # 3.27 # 89.99 # 78.2 # 22.05,39.22,22.05,-63.18 # -26.84,-45.01,-45.01,43.0,5,2,89.99,-63.18,2018-04-19,30,70
AXL,17,52.94,7.61,159.0,10.46,0.5614954345510487,21.53 # -11.98 # -88.68 # 66.07 # -2.11 # 35.3 # 22.87 # 10.46 # -14.95 # -6.46 # 10.81 # -5.14 # -11.38 # -21.88 # 81.89 # 24.13 # 18.82,21.53 # 66.07 # 35.3 # 22.87 # 10.46 # 10.81 # 81.89 # 24.13 # 18.82,32.43,22.87,-11.98 # -88.68 # -2.11 # -14.95 # -6.46 # -5.14 # -11.38 # -21.88,-20.32,-11.68,121.0,9,8,81.89,-88.68,2006-02-14,30,70
ARKO,6,100.0,21.21,133.0,15.11,2.902793603893243,69.79 # 3.74 # 17.59 # 5.19 # 18.28 # 12.63,69.79 # 3.74 # 17.59 # 5.19 # 18.28 # 12.63,21.21,15.11,,,,126.5,6,0,69.79,3.74,2019-09-04,30,70
MDXG,17,70.59,10.26,147.0,15.72,0.8476638850270303,-85.0 # 8.33 # 64.71 # 28.57 # 20.69 # 15.72 # 12.2 # 20.62 # 4.91 # 23.37 # -41.46 # -3.25 # 86.25 # -4.2 # 36.38 # -44.11 # 30.71,8.33 # 64.71 # 28.57 # 20.69 # 15.72 # 12.2 # 20.62 # 4.91 # 23.37 # 86.25 # 36.38 # 30.71,29.37,22.03,-85.0 # -41.46 # -3.25 # -4.2 # -44.11,-35.6,-41.46,98.0,12,5,86.25,-85.0,2008-05-20,30,70
PRLB,10,70.0,0.43,220.0,11.98,0.4764321075333642,12.96 # 13.29 # 15.23 # 10.99 # -5.34 # -14.27 # 15.96 # 27.34 # -76.87 # 4.99,12.96 # 13.29 # 15.23 # 10.99 # 15.96 # 27.34 # 4.99,14.4,13.29,-5.34 # -14.27 # -76.87,-32.16,-14.27,157.5,7,3,27.34,-76.87,2013-12-17,30,70
QCRH,9,66.67,2.16,310.0,4.38,1.0195621893917592,-37.27 # 18.54 # 18.5 # 20.89 # 18.06 # 4.38 # -12.38 # 0.34 # -11.67,18.54 # 18.5 # 20.89 # 18.06 # 4.38 # 0.34,13.45,18.28,-37.27 # -12.38 # -11.67,-20.44,-12.38,239.0,6,3,20.89,-37.27,2006-08-29,30,70
VSEC,17,52.94,3.49,141.0,5.82,1.266545572843151,-17.12 # -18.26 # -15.54 # -2.99 # 16.65 # 14.85 # 38.58 # 5.82 # -19.04 # 33.96 # 8.06 # -15.04 # 25.36 # -24.21 # -20.59 # 20.46 # 28.37,16.65 # 14.85 # 38.58 # 5.82 # 33.96 # 8.06 # 25.36 # 20.46 # 28.37,21.35,20.46,-17.12 # -18.26 # -15.54 # -2.99 # -19.04 # -15.04 # -24.21 # -20.59,-16.6,-17.69,139.0,9,8,38.58,-24.21,2006-02-24,30,70
NEXA,8,62.5,3.33,146.0,3.37,1.0517682626908809,18.6 # -20.34 # -12.4 # -31.04 # 50.37 # 14.69 # 3.62 # 3.12,18.6 # 50.37 # 14.69 # 3.62 # 3.12,18.08,14.69,-20.34 # -12.4 # -31.04,-21.26,-20.34,155.0,5,3,50.37,-31.04,2017-11-17,30,70
MNKD,24,62.5,15.41,140.0,17.81,6.172651194904753,-28.82 # -52.51 # 99.63 # 30.72 # -4.86 # -16.23 # 0.3 # 32.22 # 24.75 # 29.0 # 72.97 # -1.41 # 9.43 # -63.02 # -17.53 # -18.32 # 53.22 # 13.95 # 54.31 # 21.67 # 78.35 # 33.53 # 33.58 # -15.14,99.63 # 30.72 # 0.3 # 32.22 # 24.75 # 29.0 # 72.97 # 9.43 # 53.22 # 13.95 # 54.31 # 21.67 # 78.35 # 33.53 # 33.58,39.18,32.22,-28.82 # -52.51 # -4.86 # -16.23 # -1.41 # -63.02 # -17.53 # -18.32 # -15.14,-24.2,-17.53,113.5,15,9,99.63,-63.02,2006-08-11,30,70
GABC,9,66.67,8.44,254.0,11.32,1.9460035494457346,14.02 # 30.79 # 7.35 # 16.73 # 11.32 # -6.09 # 17.78 # -4.0 # -11.91,14.02 # 30.79 # 7.35 # 16.73 # 11.32 # 17.78,16.33,15.38,-6.09 # -4.0 # -11.91,-7.33,-6.09,186.0,6,3,30.79,-11.91,2007-07-16,30,70
BRKL,15,73.33,3.09,182.0,8.82,1.2816259852850025,-19.51 # 25.51 # 2.8 # 8.82 # 9.88 # 10.59 # 10.98 # 8.09 # 12.02 # 6.85 # -10.69 # 9.67 # -24.71 # 26.15 # -30.13,25.51 # 2.8 # 8.82 # 9.88 # 10.59 # 10.98 # 8.09 # 12.02 # 6.85 # 9.67 # 26.15,11.94,9.88,-19.51 # -10.69 # -24.71 # -30.13,-21.26,-22.11,146.0,11,4,26.15,-30.13,2006-05-19,30,70
ESTA,6,66.67,11.78,180.0,16.67,1.6246190980975743,19.95 # 13.39 # -4.08 # 49.17 # 26.02 # -33.76,19.95 # 13.39 # 49.17 # 26.02,27.13,22.99,-4.08 # -33.76,-18.92,-18.92,99.5,4,2,49.17,-33.76,2019-04-12,30,70
GOTU,4,75.0,3.18,195.0,16.53,0.08868975492240405,20.19 # 12.87 # -96.28 # 75.92,20.19 # 12.87 # 75.92,36.33,20.19,-96.28,-96.28,-96.28,79.0,3,1,75.92,-96.28,2019-06-27,30,70
LC,10,40.0,-16.27,198.0,-20.76,0.07919539285828674,-22.48 # -50.73 # 30.65 # 18.7 # -32.86 # 0.88 # -45.56 # -62.87 # 20.63 # -19.03,30.65 # 18.7 # 0.88 # 20.63,17.71,19.66,-22.48 # -50.73 # -32.86 # -45.56 # -62.87 # -19.03,-38.92,-39.21,186.0,4,6,30.65,-62.87,2015-01-26,30,70
LDI,2,50.0,-41.98,324.0,-41.98,0.11805108798410971,-88.73 # 4.76,4.76,4.76,4.76,-88.73,-88.73,-88.73,323.5,1,1,4.76,-88.73,2021-05-10,30,70
CABA,4,75.0,21.28,104.0,22.5,1.2703209782899096,22.67 # 22.33 # -57.07 # 97.16,22.67 # 22.33 # 97.16,47.39,22.67,-57.07,-57.07,-57.07,90.0,3,1,97.16,-57.07,2020-03-13,30,70
SBGI,21,80.95,11.64,151.0,14.1,1.3787415469446929,14.02 # -87.45 # 136.52 # 24.11 # -1.38 # 26.51 # 14.1 # 4.66 # 15.72 # 5.49 # 0.28 # 22.83 # 8.53 # 15.48 # -50.37 # 14.13 # 32.09 # 8.08 # -2.43 # 25.73 # 17.9,14.02 # 136.52 # 24.11 # 26.51 # 14.1 # 4.66 # 15.72 # 5.49 # 0.28 # 22.83 # 8.53 # 15.48 # 14.13 # 32.09 # 8.08 # 25.73 # 17.9,22.72,15.48,-87.45 # -1.38 # -50.37 # -2.43,-35.41,-26.4,119.0,17,4,136.52,-87.45,2006-08-28,30,70
ASTS,5,80.0,10.3,148.0,0.4,1.5453865571834489,0.4 # 44.36 # 8.11 # -1.73 # 0.36,0.4 # 44.36 # 8.11 # 0.36,13.31,4.26,-1.73,-1.73,-1.73,189.0,4,1,44.36,-1.73,2020-03-11,30,70
SBSI,14,85.71,15.66,193.0,12.29,6.378222652338869,18.74 # 12.7 # 6.07 # 87.37 # 17.45 # 23.92 # 8.99 # 3.94 # 12.11 # -1.85 # 14.12 # 12.48 # 6.13 # -2.97,18.74 # 12.7 # 6.07 # 87.37 # 17.45 # 23.92 # 8.99 # 3.94 # 12.11 # 14.12 # 12.48 # 6.13,18.67,12.59,-1.85 # -2.97,-2.41,-2.41,100.5,12,2,87.37,-2.97,2006-05-15,30,70
AVNS,9,44.44,0.29,169.0,-0.35,0.8836007219687997,19.21 # -23.93 # -22.19 # 10.4 # 32.6 # -16.26 # -0.35 # -6.37 # 9.49,19.21 # 10.4 # 32.6 # 9.49,17.92,14.8,-23.93 # -22.19 # -16.26 # -0.35 # -6.37,-13.82,-16.26,177.0,4,5,32.6,-23.93,2014-11-11,30,70
AMC,12,50.0,0.2,174.0,-5.04,0.20936661857271419,29.66 # -16.56 # -47.42 # 30.0 # 2.55 # -12.62 # -42.51 # 64.72 # 2.6 # 108.13 # -44.11 # -72.04,29.66 # 30.0 # 2.55 # 64.72 # 2.6 # 108.13,39.61,29.83,-16.56 # -47.42 # -12.62 # -42.51 # -44.11 # -72.04,-39.21,-43.31,114.5,6,6,108.13,-72.04,2014-10-13,30,70
EVBG,5,60.0,-1.8,211.0,5.79,0.41132994989183297,42.71 # 5.79 # 23.56 # -77.03 # -4.01,42.71 # 5.79 # 23.56,24.02,23.56,-77.03 # -4.01,-40.52,-40.52,133.0,3,2,42.71,-77.03,2018-10-11,30,70
LBAI,14,64.29,5.64,193.0,5.77,1.928984381873372,23.9 # -12.74 # -0.56 # 21.5 # 25.57 # 9.31 # 0.81 # -10.05 # 8.21 # -8.89 # 16.06 # 3.33 # 15.77 # -13.32,23.9 # 21.5 # 25.57 # 9.31 # 0.81 # 8.21 # 16.06 # 3.33 # 15.77,13.83,15.77,-12.74 # -0.56 # -10.05 # -8.89 # -13.32,-9.11,-10.05,201.0,9,5,25.57,-13.32,2007-07-24,30,70
BRCC,2,0.0,-13.34,256.0,-13.34,0.7453084248578438,-5.78 # -20.9,,,,-5.78 # -20.9,-13.34,-13.34,256.0,0,2,-5.78,-20.9,2022-05-25,30,70
EVRI,16,62.5,-7.33,221.0,5.11,0.06632949217704306,-75.59 # 21.32 # -46.09 # 19.41 # 6.7 # -9.82 # 3.64 # -67.69 # 38.81 # 16.28 # 20.59 # 11.9 # -34.76 # 0.26 # 6.57 # -28.88,21.32 # 19.41 # 6.7 # 3.64 # 38.81 # 16.28 # 20.59 # 11.9 # 0.26 # 6.57,14.55,14.09,-75.59 # -46.09 # -9.82 # -67.69 # -34.76 # -28.88,-43.8,-40.43,157.0,10,6,38.81,-75.59,2006-05-31,30,70
LPRO,4,50.0,-13.86,177.0,0.2,0.29390126608233774,3.19 # 19.71 # -75.52 # -2.79,3.19 # 19.71,11.45,11.45,-75.52 # -2.79,-39.16,-39.16,106.0,2,2,19.71,-75.52,2018-12-03,30,70
PRAA,18,72.22,9.06,168.0,7.21,2.449803433711967,-10.77 # 1.36 # 26.12 # 6.38 # 8.04 # 16.86 # 13.01 # -43.97 # 40.33 # 4.04 # 3.47 # -13.74 # 22.79 # 83.68 # 15.17 # 37.73 # -3.55 # -43.83,1.36 # 26.12 # 6.38 # 8.04 # 16.86 # 13.01 # 40.33 # 4.04 # 3.47 # 22.79 # 83.68 # 15.17 # 37.73,21.46,15.17,-10.77 # -43.97 # -13.74 # -3.55 # -43.83,-23.17,-13.74,163.5,13,5,83.68,-43.97,2007-07-26,30,70
NUS,18,50.0,-0.92,163.0,-0.83,0.4802515949087398,-1.8 # 17.51 # 6.11 # -13.13 # 24.87 # 11.41 # -2.3 # 31.47 # -43.62 # -23.91 # 0.15 # 21.49 # 14.04 # -8.4 # 23.16 # -8.53 # -11.47 # -53.53,17.51 # 6.11 # 24.87 # 11.41 # 31.47 # 0.15 # 21.49 # 14.04 # 23.16,16.69,17.51,-1.8 # -13.13 # -2.3 # -43.62 # -23.91 # -8.4 # -8.53 # -11.47 # -53.53,-18.52,-11.47,123.0,9,9,31.47,-53.53,2006-02-14,30,70
TMST,7,28.57,-12.5,148.0,-18.19,0.2872349474918526,-21.86 # -50.98 # 22.15 # -18.19 # -7.77 # -33.81 # 22.93,22.15 # 22.93,22.54,22.54,-21.86 # -50.98 # -18.19 # -7.77 # -33.81,-26.52,-21.86,122.0,2,5,22.93,-50.98,2014-10-10,30,70
AMSF,16,87.5,12.65,147.0,11.69,6.296637698952866,25.76 # -6.99 # 28.31 # 8.36 # 24.32 # 28.35 # 16.7 # 16.06 # 9.97 # 4.75 # 13.41 # -1.41 # 15.9 # 8.19 # 8.73 # 2.02,25.76 # 28.31 # 8.36 # 24.32 # 28.35 # 16.7 # 16.06 # 9.97 # 4.75 # 13.41 # 15.9 # 8.19 # 8.73 # 2.02,15.06,14.66,-6.99 # -1.41,-4.2,-4.2,124.0,14,2,28.35,-6.99,2006-09-25,30,70
CAPL,10,80.0,4.13,188.0,10.56,1.2788391572570883,6.56 # 21.01 # -24.47 # -32.77 # 9.19 # 10.14 # 15.81 # 11.73 # 13.07 # 10.99,6.56 # 21.01 # 9.19 # 10.14 # 15.81 # 11.73 # 13.07 # 10.99,12.31,11.36,-24.47 # -32.77,-28.62,-28.62,167.0,8,2,21.01,-32.77,2012-12-05,30,70
FNA,1,0.0,-26.57,756.0,-26.57,0.7342896002665077,-26.57,,,,-26.57,-26.57,-26.57,756.0,0,1,-26.57,-26.57,2021-12-17,30,70
MNRO,12,66.67,8.44,216.0,8.67,2.0128180247465695,9.62 # 75.63 # -7.02 # 16.54 # 17.61 # 7.73 # -12.08 # 18.11 # 6.41 # -20.54 # 11.39 # -22.14,9.62 # 75.63 # 16.54 # 17.61 # 7.73 # 18.11 # 6.41 # 11.39,20.38,13.97,-7.02 # -12.08 # -20.54 # -22.14,-15.44,-16.31,199.0,8,4,75.63,-22.14,2008-01-15,30,70
ARCT,11,63.64,7.55,149.0,17.73,1.0338819513360187,25.38 # -60.23 # 47.81 # 42.03 # 15.83 # -29.0 # 17.73 # -7.14 # 24.33 # -39.31 # 45.57,25.38 # 47.81 # 42.03 # 15.83 # 17.73 # 24.33 # 45.57,31.24,25.38,-60.23 # -29.0 # -7.14 # -39.31,-33.92,-34.15,107.0,7,4,47.81,-60.23,2014-04-09,30,70
RBCAA,15,73.33,10.66,219.0,10.39,4.038648425256727,25.02 # -15.46 # -2.05 # 24.69 # 5.69 # 47.54 # 16.28 # 4.26 # 14.7 # 15.73 # 10.39 # -0.64 # 1.43 # -1.59 # 13.88,25.02 # 24.69 # 5.69 # 47.54 # 16.28 # 4.26 # 14.7 # 15.73 # 10.39 # 1.43 # 13.88,16.33,14.7,-15.46 # -2.05 # -0.64 # -1.59,-4.93,-1.82,209.0,11,4,47.54,-15.46,2006-02-09,30,70
SXC,12,75.0,-0.22,194.0,9.74,0.3588403625641747,12.61 # 21.69 # 7.88 # -78.28 # 15.52 # 10.05 # 22.07 # -10.12 # -45.19 # 8.18 # 9.42 # 23.5,12.61 # 21.69 # 7.88 # 15.52 # 10.05 # 22.07 # 8.18 # 9.42 # 23.5,14.55,12.61,-78.28 # -10.12 # -45.19,-44.53,-45.19,140.5,9,3,23.5,-78.28,2011-08-11,30,70
WEST,1,0.0,-7.58,295.0,-7.58,0.9241877113382754,-7.58,,,,-7.58,-7.58,-7.58,295.0,0,1,-7.58,-7.58,2023-02-22,30,70
UNFI,17,64.71,-1.03,187.0,12.13,0.2522085601041263,13.33 # -6.63 # 17.37 # -10.27 # 36.75 # 13.28 # 14.94 # 1.22 # 15.92 # -37.08 # 10.68 # -10.54 # -73.61 # 32.71 # 12.13 # 13.21 # -60.89,13.33 # 17.37 # 36.75 # 13.28 # 14.94 # 1.22 # 15.92 # 10.68 # 32.71 # 12.13 # 13.21,16.5,13.33,-6.63 # -10.27 # -37.08 # -10.54 # -73.61 # -60.89,-33.17,-23.81,177.0,11,6,36.75,-73.61,2006-05-03,30,70
CNOB,14,50.0,1.95,228.0,1.02,1.0934974828649051,-24.06 # -7.99 # 22.45 # 26.36 # 11.41 # 6.08 # -9.96 # 9.4 # -18.51 # 20.5 # 21.23 # -11.6 # -4.04 # -13.95,22.45 # 26.36 # 11.41 # 6.08 # 9.4 # 20.5 # 21.23,16.77,20.5,-24.06 # -7.99 # -9.96 # -18.51 # -11.6 # -4.04 # -13.95,-12.87,-11.6,204.5,7,7,26.36,-24.06,2007-06-13,30,70
GB,5,60.0,4.75,207.0,1.15,1.1273046177938093,24.83 # 35.33 # -17.74 # 1.15 # -19.8,24.83 # 35.33 # 1.15,20.44,24.83,-17.74 # -19.8,-18.77,-18.77,178.0,3,2,35.33,-19.8,2020-03-13,30,70
