ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy,buy_threshold,sell_threshold
MYE,20,80.0,10.87,164.0,9.51,5.561255629169303,13.54 # 18.98 # 14.89 # -31.25 # 16.02 # -24.97 # 6.71 # 19.63 # 59.77 # 30.06 # 3.66 # -5.91 # 19.83 # 12.3 # 2.26 # -2.6 # 50.18 # 6.65 # 2.62 # 5.04,13.54 # 18.98 # 14.89 # 16.02 # 6.71 # 19.63 # 59.77 # 30.06 # 3.66 # 19.83 # 12.3 # 2.26 # 50.18 # 6.65 # 2.62 # 5.04,17.63,14.22,-31.25 # -24.97 # -5.91 # -2.6,-16.18,-15.44,161.5,16,4,59.77,-31.25,2006-02-14,30,70
VVI,19,57.89,2.71,138.0,10.2,0.8979036999410013,13.5 # -4.24 # -34.54 # 22.86 # 18.96 # 18.9 # -7.27 # 16.41 # 15.36 # 20.42 # 10.2 # -0.09 # -1.78 # -62.19 # 23.13 # -24.84 # -0.23 # 7.04 # 19.87,13.5 # 22.86 # 18.96 # 18.9 # 16.41 # 15.36 # 20.42 # 10.2 # 23.13 # 7.04 # 19.87,16.97,18.9,-4.24 # -34.54 # -7.27 # -0.09 # -1.78 # -62.19 # -24.84 # -0.23,-16.9,-5.75,111.0,11,8,23.13,-62.19,2007-02-06,30,70
MAX,5,60.0,2.51,149.0,1.53,0.8389264612183754,-51.76 # 1.53 # 34.68 # 31.04 # -2.95,1.53 # 34.68 # 31.04,22.42,31.04,-51.76 # -2.95,-27.35,-27.35,76.0,3,2,34.68,-51.76,2021-03-29,30,70
YEXT,5,20.0,-16.89,212.0,-13.37,0.3400215111674797,16.9 # -13.37 # -11.22 # -42.3 # -34.45,16.9,16.9,16.9,-13.37 # -11.22 # -42.3 # -34.45,-25.34,-23.91,137.0,1,4,16.9,-42.3,2018-01-10,30,70
HAYN,18,77.78,10.13,152.0,12.75,3.390122277534767,-19.13 # -26.99 # 21.71 # 53.63 # 11.8 # 17.31 # 8.03 # -29.74 # 22.54 # 26.42 # 13.17 # 12.33 # 10.39 # 4.63 # 35.16 # -41.31 # 42.11 # 20.29,21.71 # 53.63 # 11.8 # 17.31 # 8.03 # 22.54 # 26.42 # 13.17 # 12.33 # 10.39 # 4.63 # 35.16 # 42.11 # 20.29,21.39,18.8,-19.13 # -26.99 # -29.74 # -41.31,-29.29,-28.36,69.0,14,4,53.63,-41.31,2007-08-09,30,70
GNK,8,50.0,-2.37,211.0,-2.94,0.09810274432276633,-93.95 # 43.2 # 48.89 # -21.34 # -22.36 # 32.49 # -6.87 # 0.99,43.2 # 48.89 # 32.49 # 0.99,31.39,37.84,-93.95 # -21.34 # -22.36 # -6.87,-36.13,-21.85,175.0,4,4,48.89,-93.95,2014-08-13,30,70
OSBC,14,64.29,-1.74,193.0,2.67,0.38240423277158725,0.14 # 18.05 # -43.98 # -69.08 # 4.1 # 25.0 # 9.47 # 18.05 # -5.14 # -11.94 # 1.24 # 12.24 # 19.86 # -2.38,0.14 # 18.05 # 4.1 # 25.0 # 9.47 # 18.05 # 1.24 # 12.24 # 19.86,12.02,12.24,-43.98 # -69.08 # -5.14 # -11.94 # -2.38,-26.5,-11.94,198.0,9,5,25.0,-69.08,2006-05-18,30,70
KIDS,7,71.43,17.68,127.0,25.24,2.632801591501074,54.21 # 29.65 # 20.9 # 26.95 # -6.35 # 25.24 # -26.85,54.21 # 29.65 # 20.9 # 26.95 # 25.24,31.39,26.95,-6.35 # -26.85,-16.6,-16.6,153.0,5,2,54.21,-26.85,2018-11-13,30,70
GSBC,14,71.43,8.33,230.0,9.99,1.7464924636888763,-57.9 # 74.63 # 7.51 # 15.89 # 31.58 # -9.11 # 15.56 # 19.23 # -2.3 # 12.47 # 2.73 # -17.68 # 21.48 # 2.47,74.63 # 7.51 # 15.89 # 31.58 # 15.56 # 19.23 # 12.47 # 2.73 # 21.48 # 2.47,20.36,15.72,-57.9 # -9.11 # -2.3 # -17.68,-21.74,-13.39,205.0,10,4,74.63,-57.9,2007-03-06,30,70
NVRO,8,62.5,7.62,246.0,15.57,0.8957308785851791,29.67 # 39.48 # 16.93 # -18.67 # 61.57 # 14.22 # -66.53 # -15.69,29.67 # 39.48 # 16.93 # 61.57 # 14.22,32.37,29.67,-18.67 # -66.53 # -15.69,-33.63,-18.67,137.5,5,3,61.57,-66.53,2015-08-24,30,70
MED,20,65.0,5.8,140.0,4.24,1.6718497506311658,0.16 # -8.66 # -29.49 # 8.85 # 24.75 # 16.16 # 44.42 # -7.92 # 2.51 # 30.97 # 24.7 # 4.2 # 20.16 # 37.62 # -2.24 # -7.69 # 4.27 # 31.32 # -54.79 # -23.33,0.16 # 8.85 # 24.75 # 16.16 # 44.42 # 2.51 # 30.97 # 24.7 # 4.2 # 20.16 # 37.62 # 4.27 # 31.32,19.24,20.16,-8.66 # -29.49 # -7.92 # -2.24 # -7.69 # -54.79 # -23.33,-19.16,-8.66,119.0,13,7,44.42,-54.79,2006-08-16,30,70
RGNX,8,50.0,2.17,206.0,-0.28,1.091116683797503,-12.27 # 7.74 # -7.89 # -6.8 # 30.53 # 16.67 # -16.89 # 6.25,7.74 # 30.53 # 16.67 # 6.25,15.3,12.21,-12.27 # -7.89 # -6.8 # -16.89,-10.96,-10.08,196.0,4,4,30.53,-16.89,2015-10-23,30,70
EVLV,5,40.0,10.34,114.0,-0.28,1.4091713506637278,-21.3 # -0.28 # 40.19 # 44.4 # -11.29,40.19 # 44.4,42.29,42.29,-21.3 # -0.28 # -11.29,-10.96,-11.29,125.0,2,3,44.4,-21.3,2021-07-13,30,70
AMRK,10,70.0,5.29,182.0,8.54,1.5288099871083443,1.32 # 5.45 # 14.95 # -10.32 # 12.99 # -11.42 # 22.01 # 24.44 # 11.64 # -18.18,1.32 # 5.45 # 14.95 # 12.99 # 22.01 # 24.44 # 11.64,13.26,12.99,-10.32 # -11.42 # -18.18,-13.31,-11.42,159.5,7,3,24.44,-18.18,2014-04-25,30,70
IIIV,5,80.0,10.36,194.0,12.62,1.5990958270375766,21.02 # 12.62 # 21.53 # 2.08 # -5.42,21.02 # 12.62 # 21.53 # 2.08,14.31,16.82,-5.42,-5.42,-5.42,126.0,4,1,21.53,-5.42,2019-08-13,30,70
CECO,19,68.42,10.66,140.0,14.29,3.083877563383141,35.42 # 26.07 # 29.69 # -67.94 # 37.29 # 9.55 # 24.45 # -0.6 # -15.73 # 14.29 # 25.51 # -18.85 # 0.54 # 17.22 # -1.72 # -3.21 # 52.82 # 3.64 # 34.1,35.42 # 26.07 # 29.69 # 37.29 # 9.55 # 24.45 # 14.29 # 25.51 # 0.54 # 17.22 # 52.82 # 3.64 # 34.1,23.89,25.51,-67.94 # -0.6 # -15.73 # -18.85 # -1.72 # -3.21,-18.01,-9.47,124.0,13,6,52.82,-67.94,2006-05-24,30,70
MGNX,10,60.0,11.8,236.0,16.97,1.1064064907003264,40.87 # -1.4 # 14.9 # -7.22 # -3.02 # 29.58 # 66.5 # 36.79 # -78.07 # 19.03,40.87 # 14.9 # 29.58 # 66.5 # 36.79 # 19.03,34.61,33.18,-1.4 # -7.22 # -3.02 # -78.07,-22.43,-5.12,211.5,6,4,66.5,-78.07,2013-11-21,30,70
SNPO,3,66.67,3.98,134.0,7.11,1.0841202527712515,21.57 # -16.74 # 7.11,21.57 # 7.11,14.34,14.34,-16.74,-16.74,-16.74,100.0,2,1,21.57,-16.74,2021-09-21,30,70
SSP,25,68.0,5.78,133.0,12.79,0.20422766940387052,5.36 # -3.74 # 11.43 # 22.81 # -97.24 # 12.79 # 32.87 # 20.95 # 22.07 # 21.18 # 18.08 # 15.96 # 26.0 # -2.18 # -13.4 # -12.7 # 9.01 # 20.15 # -30.99 # 36.0 # 24.82 # -13.67 # 24.34 # -6.83 # 1.56,5.36 # 11.43 # 22.81 # 12.79 # 32.87 # 20.95 # 22.07 # 21.18 # 18.08 # 15.96 # 26.0 # 9.01 # 20.15 # 36.0 # 24.82 # 24.34 # 1.56,19.14,20.95,-3.74 # -97.24 # -2.18 # -13.4 # -12.7 # -30.99 # -13.67 # -6.83,-22.59,-13.05,111.0,17,8,36.0,-97.24,2006-03-21,30,70
FCBC,12,75.0,5.55,250.0,12.34,1.2041052194783675,-60.27 # 26.74 # 17.62 # 7.07 # 24.25 # 26.65 # 6.41 # 19.87 # -17.34 # 5.06 # -8.3 # 18.78,26.74 # 17.62 # 7.07 # 24.25 # 26.65 # 6.41 # 19.87 # 5.06 # 18.78,16.94,18.78,-60.27 # -17.34 # -8.3,-28.64,-17.34,116.0,9,3,26.74,-60.27,2007-03-05,30,70
THRY,5,60.0,22.49,154.0,4.8,2.018524428908381,7.5 # 119.43 # -10.24 # -9.03 # 4.8,7.5 # 119.43 # 4.8,43.91,7.5,-10.24 # -9.03,-9.64,-9.64,189.0,3,2,119.43,-10.24,2018-10-15,30,70
MERC,14,57.14,-0.24,216.0,5.25,0.22404257990430979,-18.25 # -83.45 # 93.17 # -13.18 # 5.29 # 23.33 # 7.26 # -21.93 # 13.79 # 5.21 # -29.35 # 30.62 # 8.27 # -24.09,93.17 # 5.29 # 23.33 # 7.26 # 13.79 # 5.21 # 30.62 # 8.27,23.37,11.03,-18.25 # -83.45 # -13.18 # -21.93 # -29.35 # -24.09,-31.71,-23.01,220.0,8,6,93.17,-83.45,2007-05-11,30,70
ALEC,5,60.0,14.25,155.0,34.38,1.1202886222355746,34.38 # -23.59 # -55.83 # 40.64 # 75.66,34.38 # 40.64 # 75.66,50.23,40.64,-23.59 # -55.83,-39.71,-39.71,110.0,3,2,75.66,-55.83,2019-08-16,30,70
CINT,4,75.0,11.34,114.0,10.68,1.3275287809997942,53.29 # 12.48 # -29.29 # 8.89,53.29 # 12.48 # 8.89,24.89,12.48,-29.29,-29.29,-29.29,95.5,3,1,53.29,-29.29,2021-12-02,30,70
KAMN,16,62.5,3.39,134.0,5.86,1.5492746114841787,5.33 # -4.0 # -7.27 # 10.67 # 13.11 # 8.59 # 6.39 # 10.55 # 5.29 # -6.51 # 13.75 # -24.86 # -5.72 # -3.34 # 17.66 # 14.57,5.33 # 10.67 # 13.11 # 8.59 # 6.39 # 10.55 # 5.29 # 13.75 # 17.66 # 14.57,10.59,10.61,-4.0 # -7.27 # -6.51 # -24.86 # -5.72 # -3.34,-8.62,-6.12,115.0,10,6,17.66,-24.86,2006-05-16,30,70
OTLY,2,0.0,-61.28,360.0,-61.28,0.07635207309956704,-88.41 # -34.15,,,,-88.41 # -34.15,-61.28,-61.28,360.0,0,2,-34.15,-88.41,2021-07-16,30,70
FUSN,4,25.0,-19.97,156.0,-16.66,0.3490206263616419,3.43 # -30.67 # -50.0 # -2.65,3.43,3.43,3.43,-30.67 # -50.0 # -2.65,-27.77,-30.67,126.5,1,3,3.43,-50.0,2020-07-27,30,70
FLWS,19,73.68,11.79,150.0,17.95,3.1405574647407977,23.57 # 6.93 # -66.88 # -4.2 # -2.9 # 40.08 # 33.23 # 15.19 # 16.38 # 23.06 # 28.27 # 26.4 # 7.32 # 49.91 # 17.95 # 38.13 # 30.5 # -50.81 # -8.13,23.57 # 6.93 # 40.08 # 33.23 # 15.19 # 16.38 # 23.06 # 28.27 # 26.4 # 7.32 # 49.91 # 17.95 # 38.13 # 30.5,25.49,24.99,-66.88 # -4.2 # -2.9 # -50.81 # -8.13,-26.59,-8.13,118.0,14,5,49.91,-66.88,2006-02-09,30,70
ALT,7,71.43,9.67,196.0,15.03,0.5364460757798428,-81.89 # 55.13 # 5.39 # 72.48 # 32.69 # -31.17 # 15.03,55.13 # 5.39 # 72.48 # 32.69 # 15.03,36.15,32.69,-81.89 # -31.17,-56.53,-56.53,159.0,5,2,72.48,-81.89,2017-06-19,30,70
DWAC,2,50.0,-19.6,166.0,-19.6,0.5599121983392765,-49.01 # 9.81,9.81,9.81,9.81,-49.01,-49.01,-49.01,165.5,1,1,9.81,-49.01,2022-04-05,30,70
QNST,13,46.15,-3.16,211.0,-6.32,0.39043379739177897,4.66 # -41.24 # -25.63 # 20.24 # -34.29 # 21.55 # -16.53 # 50.52 # 6.83 # 31.42 # -6.32 # -34.65 # -17.69,4.66 # 20.24 # 21.55 # 50.52 # 6.83 # 31.42,22.54,20.9,-41.24 # -25.63 # -34.29 # -16.53 # -6.32 # -34.65 # -17.69,-25.19,-25.63,191.0,6,7,50.52,-41.24,2010-06-08,30,70
BIGC,3,66.67,14.76,150.0,45.96,0.9481389299833519,45.96 # 56.92 # -58.6,45.96 # 56.92,51.44,51.44,-58.6,-58.6,-58.6,56.0,2,1,56.92,-58.6,2021-01-05,30,70
IGMS,5,60.0,21.56,109.0,26.55,1.0840122575617421,28.64 # 26.55 # 149.26 # -47.97 # -48.66,28.64 # 26.55 # 149.26,68.15,28.64,-47.97 # -48.66,-48.31,-48.31,52.0,3,2,149.26,-48.66,2019-10-09,30,70
ADPT,5,60.0,1.75,232.0,16.66,0.4804752727551708,16.66 # 42.06 # -76.18 # 38.03 # -11.82,16.66 # 42.06 # 38.03,32.25,38.03,-76.18 # -11.82,-44.0,-44.0,221.0,3,2,42.06,-76.18,2019-09-30,30,70
PRM,2,0.0,-29.55,303.0,-29.55,0.4720968802101681,-13.98 # -45.12,,,,-13.98 # -45.12,-29.55,-29.55,303.0,0,2,-13.98,-45.12,2022-01-31,30,70
OLMA,1,0.0,-89.86,538.0,-89.86,0.10135135135135136,-89.86,,,,-89.86,-89.86,-89.86,538.0,0,1,-89.86,-89.86,2020-12-17,30,70
TRIN,2,50.0,-2.81,172.0,-2.81,0.9153622908869911,-19.89 # 14.26,14.26,14.26,14.26,-19.89,-19.89,-19.89,171.5,1,1,14.26,-19.89,2022-05-03,30,70
EWTX,3,66.67,-8.44,200.0,16.28,0.5684761863419492,-58.01 # 16.42 # 16.28,16.42 # 16.28,16.35,16.35,-58.01,-58.01,-58.01,175.0,2,1,16.42,-58.01,2021-06-30,30,70
VITL,3,66.67,-9.14,266.0,15.44,0.5062988688487924,-63.71 # 20.86 # 15.44,20.86 # 15.44,18.15,18.15,-63.71,-63.71,-63.71,159.0,2,1,20.86,-63.71,2020-11-12,30,70
PL,3,33.33,-7.89,178.0,-9.49,0.7321537799492611,-9.49 # 16.19 # -30.38,16.19,16.19,16.19,-9.49 # -30.38,-19.93,-19.93,167.0,1,2,16.19,-30.38,2021-12-15,30,70
HCAT,5,80.0,9.26,178.0,23.69,0.7230212716187622,46.4 # 23.69 # -73.78 # 45.0 # 5.01,46.4 # 23.69 # 45.0 # 5.01,30.03,34.35,-73.78,-73.78,-73.78,114.0,4,1,46.4,-73.78,2019-10-07,30,70
KIND,2,0.0,-45.54,277.0,-45.54,0.22160500112007314,-72.93 # -18.15,,,,-72.93 # -18.15,-45.54,-45.54,277.0,0,2,-18.15,-72.93,2021-12-07,30,70
PRA,16,62.5,-1.32,163.0,5.31,0.6632441013793544,6.75 # 4.84 # 11.68 # 14.32 # 6.54 # -4.27 # 2.33 # 7.94 # 5.78 # 11.0 # -24.84 # -11.51 # -33.78 # 15.89 # -22.65 # -11.12,6.75 # 4.84 # 11.68 # 14.32 # 6.54 # 2.33 # 7.94 # 5.78 # 11.0 # 15.89,8.71,7.35,-4.27 # -24.84 # -11.51 # -33.78 # -22.65 # -11.12,-18.03,-17.08,121.0,10,6,15.89,-33.78,2006-04-12,30,70
HBT,3,66.67,13.14,67.0,20.31,1.3865813490031018,-12.26 # 31.36 # 20.31,31.36 # 20.31,25.84,25.84,-12.26,-12.26,-12.26,70.0,2,1,31.36,-12.26,2020-02-26,30,70
LAB,16,62.5,4.84,132.0,13.32,0.4772661181760738,17.99 # 21.29 # 9.01 # 17.62 # 21.62 # -12.54 # -65.94 # -6.13 # -7.63 # 29.9 # -49.75 # 39.07 # 76.05 # -66.85 # 48.3 # 5.39,17.99 # 21.29 # 9.01 # 17.62 # 21.62 # 29.9 # 39.07 # 76.05 # 48.3 # 5.39,28.62,21.46,-12.54 # -65.94 # -6.13 # -7.63 # -49.75 # -66.85,-34.81,-31.15,87.5,10,6,76.05,-66.85,2011-05-24,30,70
HCKT,15,80.0,6.0,164.0,10.58,1.7601246933824222,-45.05 # 32.57 # -27.98 # 14.56 # 16.29 # 24.23 # 9.18 # -2.56 # 10.58 # 16.07 # 4.8 # 17.33 # 4.92 # 14.41 # 0.58,32.57 # 14.56 # 16.29 # 24.23 # 9.18 # 10.58 # 16.07 # 4.8 # 17.33 # 4.92 # 14.41 # 0.58,13.79,14.49,-45.05 # -27.98 # -2.56,-25.2,-27.98,141.0,12,3,32.57,-45.05,2006-04-28,30,70
ASC,13,84.62,13.15,113.0,11.61,4.314871854581044,11.92 # 5.46 # -11.7 # 41.41 # -15.25 # 8.13 # 21.38 # 21.83 # 0.14 # 32.05 # 11.61 # 6.56 # 37.38,11.92 # 5.46 # 41.41 # 8.13 # 21.38 # 21.83 # 0.14 # 32.05 # 11.61 # 6.56 # 37.38,17.99,11.92,-11.7 # -15.25,-13.48,-13.48,98.0,11,2,41.41,-15.25,2013-09-19,30,70
ANTX,3,100.0,64.04,95.0,31.23,3.5018028234149274,157.11 # 31.23 # 3.79,157.11 # 31.23 # 3.79,64.04,31.23,,,,62.0,3,0,157.11,3.79,2022-06-14,30,70
TRML,2,50.0,14.68,324.0,14.68,0.2766803277157078,-87.22 # 116.58,116.58,116.58,116.58,-87.22,-87.22,-87.22,324.0,1,1,116.58,-87.22,2021-06-28,30,70
AAOI,10,50.0,-5.19,189.0,-1.08,0.23945370117773396,-35.11 # -4.09 # -12.74 # -66.24 # 22.96 # 5.12 # 1.92 # -51.86 # 31.31 # 56.82,22.96 # 5.12 # 1.92 # 31.31 # 56.82,23.62,22.96,-35.11 # -4.09 # -12.74 # -66.24 # -51.86,-34.01,-35.11,220.0,5,5,56.82,-66.24,2014-05-09,30,70
SCWX,6,50.0,-8.68,262.0,1.17,0.44776098685500304,-19.59 # 8.13 # -5.8 # 11.8 # -54.82 # 8.22,8.13 # 11.8 # 8.22,9.38,8.22,-19.59 # -5.8 # -54.82,-26.73,-19.59,252.0,3,3,11.8,-54.82,2016-05-12,30,70
ATRI,19,84.21,7.95,165.0,10.48,3.80973365952408,1.69 # -0.15 # 23.23 # 18.8 # 12.63 # 10.48 # 4.55 # 15.99 # 18.1 # 15.56 # 13.51 # 13.2 # 11.41 # 10.1 # 6.37 # 5.44 # -5.0 # 3.49 # -28.4,1.69 # 23.23 # 18.8 # 12.63 # 10.48 # 4.55 # 15.99 # 18.1 # 15.56 # 13.51 # 13.2 # 11.41 # 10.1 # 6.37 # 5.44 # 3.49,11.53,12.02,-0.15 # -5.0 # -28.4,-11.18,-5.0,101.0,16,3,23.23,-28.4,2006-05-11,30,70
LASR,7,71.43,11.14,127.0,7.4,1.6043704523526257,7.4 # 1.62 # 63.63 # 21.67 # -38.21 # 29.83 # -7.95,7.4 # 1.62 # 63.63 # 21.67 # 29.83,24.83,21.67,-38.21 # -7.95,-23.08,-23.08,99.0,5,2,63.63,-38.21,2018-09-18,30,70
SWBI,15,60.0,8.08,158.0,9.67,1.192041276069771,27.24 # -45.48 # 5.3 # 33.49 # 10.84 # 30.46 # -14.65 # -1.62 # -37.58 # 26.12 # -36.13 # 127.12 # -32.22 # 18.63 # 9.67,27.24 # 5.3 # 33.49 # 10.84 # 30.46 # 26.12 # 127.12 # 18.63 # 9.67,32.1,26.12,-45.48 # -14.65 # -1.62 # -37.58 # -36.13 # -32.22,-27.95,-34.17,145.0,9,6,127.12,-45.48,2006-12-13,30,70
AGX,16,75.0,8.27,145.0,9.16,2.6889138269410195,7.5 # 41.67 # 17.65 # -8.09 # 20.59 # -34.27 # 25.67 # 21.36 # 3.82 # 13.33 # -26.28 # 32.25 # 3.12 # 10.82 # -2.03 # 5.16,7.5 # 41.67 # 17.65 # 20.59 # 25.67 # 21.36 # 3.82 # 13.33 # 32.25 # 3.12 # 10.82 # 5.16,16.91,15.49,-8.09 # -34.27 # -26.28 # -2.03,-17.67,-17.18,159.0,12,4,41.67,-34.27,2006-02-14,30,70
VMEO,2,50.0,-42.16,324.0,-42.16,0.12463016668472858,-87.98 # 3.65,3.65,3.65,3.65,-87.98,-87.98,-87.98,324.0,1,1,3.65,-87.98,2021-08-09,30,70
ANAB,5,60.0,0.06,274.0,19.18,0.593946654146509,34.74 # 19.18 # -65.74 # 27.39 # -15.24,34.74 # 19.18 # 27.39,27.1,27.39,-65.74 # -15.24,-40.49,-40.49,174.0,3,2,34.74,-65.74,2017-06-06,30,70
CURV,3,66.67,-10.3,204.0,4.3,0.4399551735376528,-68.31 # 33.1 # 4.3,33.1 # 4.3,18.7,18.7,-68.31,-68.31,-68.31,170.0,2,1,33.1,-68.31,2021-09-09,30,70
KE,10,70.0,9.6,143.0,12.57,2.2925864998582615,-10.26 # 17.32 # -1.79 # 14.38 # 5.57 # 28.5 # 31.11 # -13.97 # 14.36 # 10.79,17.32 # 14.38 # 5.57 # 28.5 # 31.11 # 14.36 # 10.79,17.43,14.38,-10.26 # -1.79 # -13.97,-8.67,-10.26,80.5,7,3,31.11,-13.97,2015-07-09,30,70
PLPC,20,75.0,5.25,166.0,8.23,2.1677619774246257,-4.59 # 7.35 # 9.89 # 22.41 # 20.34 # -10.37 # 9.1 # 1.2 # 18.28 # 6.09 # -34.29 # 22.02 # 2.15 # 10.81 # -27.84 # 21.62 # 4.85 # 17.89 # 15.64 # -7.54,7.35 # 9.89 # 22.41 # 20.34 # 9.1 # 1.2 # 18.28 # 6.09 # 22.02 # 2.15 # 10.81 # 21.62 # 4.85 # 17.89 # 15.64,12.64,10.81,-4.59 # -10.37 # -34.29 # -27.84 # -7.54,-16.92,-10.37,138.5,15,5,22.41,-34.29,2006-03-06,30,70
VINP,3,100.0,15.74,232.0,14.82,1.5448249126055493,14.82 # 9.35 # 23.04,14.82 # 9.35 # 23.04,15.74,14.82,,,,63.0,3,0,23.04,9.35,2021-03-25,30,70
MBWM,16,87.5,5.64,146.0,9.35,1.1872991733628704,-70.35 # 9.22 # 31.14 # 30.66 # 23.08 # 5.96 # 9.35 # 17.07 # 4.27 # 13.3 # 3.89 # 13.38 # -30.69 # 9.35 # 14.09 # 6.5,9.22 # 31.14 # 30.66 # 23.08 # 5.96 # 9.35 # 17.07 # 4.27 # 13.3 # 3.89 # 13.38 # 9.35 # 14.09 # 6.5,13.66,11.33,-70.35 # -30.69,-50.52,-50.52,108.5,14,2,31.14,-70.35,2007-01-11,30,70
TITN,16,62.5,6.91,157.0,8.4,2.2813892175692625,-7.8 # 27.12 # 13.92 # 12.51 # -20.08 # 20.78 # 10.16 # -23.77 # 16.13 # 3.58 # -7.14 # 46.7 # 28.51 # 6.63 # -0.71 # -15.98,27.12 # 13.92 # 12.51 # 20.78 # 10.16 # 16.13 # 3.58 # 46.7 # 28.51 # 6.63,18.61,15.03,-7.8 # -20.08 # -23.77 # -7.14 # -0.71 # -15.98,-12.58,-11.89,151.0,10,6,46.7,-23.77,2008-10-03,30,70
EOLS,7,71.43,8.0,122.0,19.55,1.1512613008169985,25.16 # 11.08 # 19.55 # -55.5 # -15.02 # 38.56 # 32.22,25.16 # 11.08 # 19.55 # 38.56 # 32.22,25.31,25.16,-55.5 # -15.02,-35.26,-35.26,70.0,5,2,38.56,-55.5,2018-03-28,30,70
TIGR,4,50.0,-20.58,192.0,-17.75,0.26477633149523,-47.8 # 12.29 # -60.14 # 13.31,12.29 # 13.31,12.8,12.8,-47.8 # -60.14,-53.97,-53.97,223.5,2,2,13.31,-60.14,2019-05-13,30,70
GNE,14,71.43,13.92,137.0,10.96,4.976365365969318,-2.36 # -8.5 # 18.38 # 35.21 # 10.23 # 10.39 # 11.53 # -13.18 # 32.49 # 7.87 # 42.06 # 16.88 # -18.03 # 51.86,18.38 # 35.21 # 10.23 # 10.39 # 11.53 # 32.49 # 7.87 # 42.06 # 16.88 # 51.86,23.69,17.63,-2.36 # -8.5 # -13.18 # -18.03,-10.52,-10.84,86.5,10,4,51.86,-18.03,2012-05-03,30,70
AFRI,3,100.0,9.25,179.0,4.04,1.2888804242948244,0.7 # 23.02 # 4.04,0.7 # 23.02 # 4.04,9.25,4.04,,,,202.0,3,0,23.02,0.7,2021-03-05,30,70
CVLG,15,60.0,2.86,158.0,11.88,0.5384841178130535,-35.01 # -62.08 # -56.54 # 14.16 # 24.7 # 32.42 # -11.21 # 15.8 # -7.33 # -6.23 # 11.88 # 76.51 # 15.57 # 28.58 # 1.74,14.16 # 24.7 # 32.42 # 15.8 # 11.88 # 76.51 # 15.57 # 28.58 # 1.74,24.59,15.8,-35.01 # -62.08 # -56.54 # -11.21 # -7.33 # -6.23,-29.73,-23.11,120.0,9,6,76.51,-62.08,2006-08-15,30,70
BLND,2,0.0,-55.73,313.0,-55.73,0.14656388584454866,-33.5 # -77.96,,,,-33.5 # -77.96,-55.73,-55.73,313.0,0,2,-33.5,-77.96,2021-09-29,30,70
UVSP,10,60.0,2.56,245.0,4.09,1.2114375986230155,0.48 # 7.7 # -3.78 # 10.36 # 14.51 # -3.88 # 17.65 # -8.57 # 10.79 # -19.63,0.48 # 7.7 # 10.36 # 14.51 # 17.65 # 10.79,10.25,10.57,-3.78 # -3.88 # -8.57 # -19.63,-8.96,-6.23,233.0,6,4,17.65,-19.63,2007-01-19,30,70
APPS,15,53.33,-0.92,200.0,0.31,0.06847962976275841,-88.24 # 16.67 # 29.41 # 65.71 # 6.25 # 0.31 # 41.74 # 24.22 # -55.52 # -2.33 # -4.12 # -1.44 # 43.45 # -75.34 # -14.63,16.67 # 29.41 # 65.71 # 6.25 # 0.31 # 41.74 # 24.22 # 43.45,28.47,26.82,-88.24 # -55.52 # -2.33 # -4.12 # -1.44 # -75.34 # -14.63,-34.52,-14.63,133.0,8,7,65.71,-88.24,2008-05-28,30,70
CDNA,11,54.55,11.81,186.0,15.25,0.5768849216244892,-32.88 # 58.02 # -7.22 # -61.84 # 39.41 # 15.25 # 26.79 # 128.23 # 49.32 # -75.52 # -9.6,58.02 # 39.41 # 15.25 # 26.79 # 128.23 # 49.32,52.84,44.36,-32.88 # -7.22 # -61.84 # -75.52 # -9.6,-37.41,-32.88,147.0,6,5,128.23,-75.52,2014-09-19,30,70
OSUR,14,50.0,-1.83,228.0,4.26,0.2593701299859613,8.9 # -55.48 # -0.86 # 59.43 # -44.42 # -15.84 # 38.2 # 19.92 # 9.04 # -52.27 # 35.86 # -0.37 # -48.85 # 21.15,8.9 # 59.43 # 38.2 # 19.92 # 9.04 # 35.86 # 21.15,27.5,21.15,-55.48 # -0.86 # -44.42 # -15.84 # -52.27 # -0.37 # -48.85,-31.16,-44.42,163.0,7,7,59.43,-55.48,2006-05-23,30,70
WVE,8,62.5,15.0,140.0,12.84,1.2644687541259503,37.11 # 125.0 # -23.56 # 20.94 # 34.85 # 4.75 # -16.82 # -62.26,37.11 # 125.0 # 20.94 # 34.85 # 4.75,44.53,34.85,-23.56 # -16.82 # -62.26,-34.22,-23.56,74.0,5,3,125.0,-62.26,2015-12-08,30,70
ML,2,0.0,-63.05,268.0,-63.05,0.12507813246832042,-73.75 # -52.35,,,,-73.75 # -52.35,-63.05,-63.05,268.5,0,2,-52.35,-73.75,2021-09-29,30,70
