ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy,buy_threshold,sell_threshold
CATY,11,54.55,-1.48,271.0,10.41,0.6071899755752488,-45.6 # -38.04 # 10.52 # 10.41 # 18.07 # 11.27 # 23.77 # -1.46 # -16.33 # 16.95 # -5.84,10.52 # 10.41 # 18.07 # 11.27 # 23.77 # 16.95,15.16,14.11,-45.6 # -38.04 # -1.46 # -16.33 # -5.84,-21.45,-16.33,266.0,6,5,23.77,-45.6,2007-07-25,30,70
CVI,16,68.75,2.29,177.0,13.55,0.40349029372424533,24.64 # -66.99 # 5.65 # 31.26 # 13.15 # 13.95 # -15.57 # 3.08 # -56.11 # 25.46 # 16.51 # 28.38 # -56.84 # 18.41 # 55.37 # -3.64,24.64 # 5.65 # 31.26 # 13.15 # 13.95 # 3.08 # 25.46 # 16.51 # 28.38 # 18.41 # 55.37,21.44,18.41,-66.99 # -15.57 # -56.11 # -56.84 # -3.64,-39.83,-56.11,134.0,11,5,55.37,-66.99,2008-05-08,30,70
VSH,17,58.82,0.71,183.0,8.6,0.6125275226596455,11.11 # 10.48 # -6.53 # -67.11 # 8.6 # -24.23 # 12.53 # 15.7 # 13.56 # -19.08 # 29.28 # 12.66 # -1.28 # 21.41 # 5.38 # -0.65 # -9.78,11.11 # 10.48 # 8.6 # 12.53 # 15.7 # 13.56 # 29.28 # 12.66 # 21.41 # 5.38,14.07,12.6,-6.53 # -67.11 # -24.23 # -19.08 # -1.28 # -0.65 # -9.78,-18.38,-9.78,150.0,10,7,29.28,-67.11,2006-03-13,30,70
NNI,16,68.75,10.98,174.0,5.29,2.493309655543494,-27.04 # -39.15 # 141.46 # 22.19 # 13.13 # 35.0 # 1.74 # -14.56 # 7.93 # 24.96 # 0.51 # 18.84 # -13.7 # 2.64 # 11.9 # -10.21,141.46 # 22.19 # 13.13 # 35.0 # 1.74 # 7.93 # 24.96 # 0.51 # 18.84 # 2.64 # 11.9,25.48,13.13,-27.04 # -39.15 # -14.56 # -13.7 # -10.21,-20.93,-14.56,129.5,11,5,141.46,-39.15,2006-05-03,30,70
RNG,9,66.67,18.92,156.0,33.8,2.3865212814852406,32.75 # -8.12 # 34.11 # 36.42 # 33.8 # 38.26 # 78.35 # -12.29 # -63.05,32.75 # 34.11 # 36.42 # 33.8 # 38.26 # 78.35,42.28,35.27,-8.12 # -12.29 # -63.05,-27.82,-12.29,123.0,6,3,78.35,-63.05,2013-11-27,30,70
CABO,8,75.0,6.84,161.0,5.96,1.3811014531272248,5.47 # 18.49 # 58.85 # 13.0 # -20.79 # -27.66 # 6.45 # 0.94,5.47 # 18.49 # 58.85 # 13.0 # 6.45 # 0.94,17.2,9.73,-20.79 # -27.66,-24.23,-24.23,150.5,6,2,58.85,-27.66,2018-02-12,30,70
GHC,13,69.23,-0.43,220.0,8.76,0.6960769115956718,9.28 # 6.45 # -45.82 # 9.05 # 2.71 # -1.26 # 19.08 # -17.15 # 10.99 # -35.09 # 11.55 # 15.82 # 8.76,9.28 # 6.45 # 9.05 # 2.71 # 19.08 # 10.99 # 11.55 # 15.82 # 8.76,10.41,9.28,-45.82 # -1.26 # -17.15 # -35.09,-24.83,-26.12,138.0,9,4,19.08,-45.82,2006-02-07,30,70
NOMD,10,70.0,0.97,149.0,5.16,0.8784852846504442,3.69 # -27.57 # 6.09 # 15.55 # 4.22 # 9.42 # 12.84 # 29.12 # -41.0 # -2.67,3.69 # 6.09 # 15.55 # 4.22 # 9.42 # 12.84 # 29.12,11.56,9.42,-27.57 # -41.0 # -2.67,-23.75,-27.57,132.0,7,3,29.12,-41.0,2015-01-26,30,70
OLK,3,66.67,9.85,172.0,13.1,1.1648692197968504,13.1 # -29.36 # 45.81,13.1 # 45.81,29.45,29.45,-29.36,-29.36,-29.36,182.0,2,1,45.81,-29.36,2021-05-07,30,70
AMED,15,80.0,9.4,174.0,21.33,1.5169071733289554,23.19 # 39.85 # 21.25 # 26.24 # -32.32 # -51.43 # 21.33 # 30.88 # 21.94 # 12.74 # 27.82 # 41.57 # -63.92 # 16.82 # 5.11,23.19 # 39.85 # 21.25 # 26.24 # 21.33 # 30.88 # 21.94 # 12.74 # 27.82 # 41.57 # 16.82 # 5.11,24.06,22.56,-32.32 # -51.43 # -63.92,-49.22,-51.43,103.0,12,3,41.57,-63.92,2006-02-24,30,70
KAI,10,70.0,2.53,186.0,7.81,1.0412430985123016,25.5 # -45.46 # 8.86 # 13.79 # -9.27 # 10.3 # -0.02 # 13.75 # 6.75 # 1.08,25.5 # 8.86 # 13.79 # 10.3 # 13.75 # 6.75 # 1.08,11.43,10.3,-45.46 # -9.27 # -0.02,-18.25,-9.27,175.5,7,3,25.5,-45.46,2007-03-06,30,70
GFF,17,76.47,9.6,196.0,12.57,2.963357579397487,8.61 # -52.61 # 8.07 # 24.42 # 31.92 # -6.9 # 46.58 # 16.65 # 4.25 # 15.71 # 3.73 # 21.58 # -26.74 # 23.08 # 32.93 # -0.67 # 12.57,8.61 # 8.07 # 24.42 # 31.92 # 46.58 # 16.65 # 4.25 # 15.71 # 3.73 # 21.58 # 23.08 # 32.93 # 12.57,19.24,16.65,-52.61 # -6.9 # -26.74 # -0.67,-21.73,-16.82,133.0,13,4,46.58,-52.61,2006-07-17,30,70
DOCN,3,33.33,-3.7,178.0,-12.9,0.7131553835651009,45.55 # -43.74 # -12.9,45.55,45.55,45.55,-43.74 # -12.9,-28.32,-28.32,114.0,1,2,45.55,-43.74,2021-05-14,30,70
TGNA,16,62.5,-1.58,184.0,3.39,0.13153891474701743,0.62 # -92.78 # -8.81 # 7.88 # 15.8 # 8.28 # 5.27 # 5.08 # 8.02 # -6.12 # 1.69 # 27.53 # -1.3 # 13.55 # -0.05 # -9.96,0.62 # 7.88 # 15.8 # 8.28 # 5.27 # 5.08 # 8.02 # 1.69 # 27.53 # 13.55,9.37,7.95,-92.78 # -8.81 # -6.12 # -1.3 # -0.05 # -9.96,-19.83,-7.46,123.5,10,6,27.53,-92.78,2006-04-18,30,70
ADNT,7,85.71,2.23,175.0,13.36,0.6179904383030372,22.89 # 17.09 # -72.32 # 13.36 # 0.91 # 26.16 # 7.51,22.89 # 17.09 # 13.36 # 0.91 # 26.16 # 7.51,14.65,15.23,-72.32,-72.32,-72.32,77.0,6,1,26.16,-72.32,2016-11-07,30,70
AX,20,80.0,11.41,127.0,11.4,7.051171134424685,4.0 # 9.92 # 16.54 # -1.16 # 24.83 # 24.68 # 20.22 # 0.84 # 16.66 # 22.94 # -28.7 # 36.35 # 2.12 # -1.89 # 8.09 # -5.5 # 0.29 # 35.6 # 12.88 # 29.55,4.0 # 9.92 # 16.54 # 24.83 # 24.68 # 20.22 # 0.84 # 16.66 # 22.94 # 36.35 # 2.12 # 8.09 # 0.29 # 35.6 # 12.88 # 29.55,16.59,16.6,-1.16 # -28.7 # -1.89 # -5.5,-9.31,-3.7,117.0,16,4,36.35,-28.7,2006-02-07,30,70
FORM,16,62.5,9.85,194.0,15.85,2.515035608156013,-53.54 # -2.55 # 13.5 # -27.91 # -17.83 # 15.93 # 25.37 # 29.59 # -6.73 # 30.99 # 57.71 # 21.92 # 22.71 # 35.81 # 15.77 # -3.21,13.5 # 15.93 # 25.37 # 29.59 # 30.99 # 57.71 # 21.92 # 22.71 # 35.81 # 15.77,26.93,24.04,-53.54 # -2.55 # -27.91 # -17.83 # -6.73 # -3.21,-18.63,-12.28,171.0,10,6,57.71,-53.54,2007-05-25,30,70
UEC,20,65.0,16.64,141.0,13.25,7.249650667111388,2.3 # 21.59 # -51.18 # -6.46 # 19.16 # -17.19 # 5.97 # -12.5 # 42.75 # 55.08 # -51.46 # 71.17 # 29.23 # 7.35 # -5.0 # 0.0 # 56.63 # 56.25 # 74.07 # 35.06,2.3 # 21.59 # 19.16 # 5.97 # 42.75 # 55.08 # 71.17 # 29.23 # 7.35 # 0.0 # 56.63 # 56.25 # 74.07 # 35.06,34.04,32.15,-51.18 # -6.46 # -17.19 # -12.5 # -51.46 # -5.0,-23.96,-14.84,114.5,13,7,74.07,-51.46,2007-06-08,30,70
FIBK,11,81.82,5.0,273.0,10.55,1.5517028015627352,6.06 # 14.67 # 11.74 # 16.69 # 14.51 # 0.97 # 11.37 # -8.83 # 6.39 # 10.55 # -29.12,6.06 # 14.67 # 11.74 # 16.69 # 14.51 # 0.97 # 11.37 # 6.39 # 10.55,10.33,11.37,-8.83 # -29.12,-18.98,-18.98,212.0,9,2,16.69,-29.12,2010-07-27,30,70
VSAT,19,84.21,10.84,181.0,14.42,4.668924201471026,17.74 # 3.65 # 24.62 # 13.75 # 34.1 # 20.41 # 14.56 # 9.21 # 18.78 # 14.42 # 8.19 # 10.68 # 4.42 # 18.12 # 26.51 # -46.49 # -15.21 # 52.39 # -23.91,17.74 # 3.65 # 24.62 # 13.75 # 34.1 # 20.41 # 14.56 # 9.21 # 18.78 # 14.42 # 8.19 # 10.68 # 4.42 # 18.12 # 26.51 # 52.39,18.22,16.15,-46.49 # -15.21 # -23.91,-28.54,-23.91,152.0,16,3,52.39,-46.49,2006-05-18,30,70
AI,2,50.0,-37.36,400.0,-37.36,0.17546105096687478,-83.93 # 9.21,9.21,9.21,9.21,-83.93,-83.93,-83.93,399.5,1,1,9.21,-83.93,2021-03-05,30,70
BDC,19,73.68,4.82,142.0,9.87,1.8346807978563275,21.95 # -9.81 # -33.94 # 30.0 # 17.15 # 10.09 # 23.52 # 21.72 # 5.66 # -22.14 # 5.14 # 17.82 # -15.54 # 0.55 # 17.88 # -20.51 # 9.87 # 10.44 # 1.81,21.95 # 30.0 # 17.15 # 10.09 # 23.52 # 21.72 # 5.66 # 5.14 # 17.82 # 0.55 # 17.88 # 9.87 # 10.44 # 1.81,13.83,13.79,-9.81 # -33.94 # -22.14 # -15.54 # -20.51,-20.39,-20.51,119.0,14,5,30.0,-33.94,2007-08-07,30,70
NWE,18,77.78,5.13,166.0,7.46,2.2155667144711737,-12.71 # 18.25 # 22.93 # 12.52 # 11.38 # 6.82 # 10.84 # 8.94 # 7.81 # 5.71 # 1.2 # 1.07 # 15.4 # 10.72 # 7.12 # -20.86 # -3.54 # -11.32,18.25 # 22.93 # 12.52 # 11.38 # 6.82 # 10.84 # 8.94 # 7.81 # 5.71 # 1.2 # 1.07 # 15.4 # 10.72 # 7.12,10.05,9.83,-12.71 # -20.86 # -3.54 # -11.32,-12.11,-12.01,81.5,14,4,22.93,-20.86,2008-01-23,30,70
CNO,13,61.54,15.39,235.0,6.5,1.614321871854994,-20.62 # -72.37 # 183.33 # 27.04 # 38.5 # 26.94 # 8.02 # -0.18 # -4.48 # 4.85 # 6.5 # -10.86 # 13.48,183.33 # 27.04 # 38.5 # 26.94 # 8.02 # 4.85 # 6.5 # 13.48,38.58,20.21,-20.62 # -72.37 # -0.18 # -4.48 # -10.86,-21.7,-10.86,128.0,8,5,183.33,-72.37,2006-05-05,30,70
UNF,21,80.95,9.22,116.0,7.9,5.764358166882116,14.01 # 13.19 # -9.31 # 30.87 # -0.58 # 10.06 # 28.79 # 5.42 # 4.81 # 16.2 # 13.48 # 6.63 # 12.93 # -7.56 # 7.9 # 25.99 # -6.69 # 6.06 # 2.68 # 14.88 # 3.78,14.01 # 13.19 # 30.87 # 10.06 # 28.79 # 5.42 # 4.81 # 16.2 # 13.48 # 6.63 # 12.93 # 7.9 # 25.99 # 6.06 # 2.68 # 14.88 # 3.78,12.8,12.93,-9.31 # -0.58 # -7.56 # -6.69,-6.04,-7.13,80.0,17,4,30.87,-9.31,2006-04-11,30,70
DFH,3,33.33,-0.39,141.0,-2.43,0.9734992255535825,-2.43 # -11.54 # 12.8,12.8,12.8,12.8,-2.43 # -11.54,-6.99,-6.99,126.0,1,2,12.8,-11.54,2021-07-14,30,70
VIRT,10,50.0,0.11,184.0,-3.12,0.8864105510452882,17.56 # -19.12 # 9.9 # 28.62 # -9.88 # -21.33 # 15.14 # 3.26 # -13.54 # -9.51,17.56 # 9.9 # 28.62 # 15.14 # 3.26,14.9,15.14,-19.12 # -9.88 # -21.33 # -13.54 # -9.51,-14.68,-13.54,157.5,5,5,28.62,-21.33,2015-08-06,30,70
ZD,15,60.0,6.49,205.0,6.87,2.167959713279795,33.19 # 15.12 # -4.4 # 33.81 # 6.87 # -0.97 # 20.68 # 16.88 # -1.75 # 1.32 # 11.0 # -19.68 # -22.75 # -0.01 # 8.01,33.19 # 15.12 # 33.81 # 6.87 # 20.68 # 16.88 # 1.32 # 11.0 # 8.01,16.32,15.12,-4.4 # -0.97 # -1.75 # -19.68 # -22.75 # -0.01,-8.26,-3.07,185.0,9,6,33.81,-22.75,2006-02-08,30,70
AIN,16,75.0,7.51,155.0,11.79,2.3759630500700917,-2.92 # 16.86 # -46.03 # 40.01 # 13.13 # 12.12 # 6.08 # 14.88 # 3.84 # 26.03 # 15.11 # 3.99 # -13.64 # 11.46 # 20.64 # -1.44,16.86 # 40.01 # 13.13 # 12.12 # 6.08 # 14.88 # 3.84 # 26.03 # 15.11 # 3.99 # 11.46 # 20.64,15.35,14.01,-2.92 # -46.03 # -13.64 # -1.44,-16.01,-8.28,126.5,12,4,40.01,-46.03,2006-07-26,30,70
BANF,13,76.92,9.68,233.0,6.39,2.85746655470725,54.38 # 6.39 # 9.08 # 23.92 # 5.27 # -0.74 # 16.87 # -5.61 # 16.66 # -21.72 # 5.05 # 0.44 # 15.88,54.38 # 6.39 # 9.08 # 23.92 # 5.27 # 16.87 # 16.66 # 5.05 # 0.44 # 15.88,15.39,12.48,-0.74 # -5.61 # -21.72,-9.36,-5.61,192.0,10,3,54.38,-21.72,2007-03-05,30,70
CRDO,3,66.67,30.28,83.0,20.76,2.0473515320561297,20.76 # 70.86 # -0.78,20.76 # 70.86,45.81,45.81,-0.78,-0.78,-0.78,92.0,2,1,70.86,-0.78,2022-04-18,30,70
LCII,15,73.33,9.7,155.0,16.28,1.580365393358105,-11.97 # -72.42 # 79.34 # 29.14 # 5.58 # 16.58 # 20.24 # 9.3 # 16.28 # -26.76 # 36.39 # 17.54 # 21.59 # -1.19 # 5.92,79.34 # 29.14 # 5.58 # 16.58 # 20.24 # 9.3 # 16.28 # 36.39 # 17.54 # 21.59 # 5.92,23.44,17.54,-11.97 # -72.42 # -26.76 # -1.19,-28.08,-19.36,87.0,11,4,79.34,-72.42,2006-05-05,30,70
NPO,19,68.42,6.76,132.0,9.97,2.7104501665642133,9.97 # -12.21 # 18.83 # -26.91 # 37.32 # 22.21 # 3.71 # -16.57 # 3.18 # 26.63 # 0.51 # -9.63 # 10.37 # -13.27 # 21.49 # -3.02 # 11.02 # 20.42 # 24.46,9.97 # 18.83 # 37.32 # 22.21 # 3.71 # 3.18 # 26.63 # 0.51 # 10.37 # 21.49 # 11.02 # 20.42 # 24.46,16.16,18.83,-12.21 # -26.91 # -16.57 # -9.63 # -13.27 # -3.02,-13.6,-12.74,109.0,13,6,37.32,-26.91,2006-06-14,30,70
TCBI,13,76.92,10.04,168.0,8.77,2.3930520309337497,8.77 # 2.53 # 55.25 # 9.03 # 61.97 # 14.54 # 3.34 # 20.29 # -13.45 # -34.61 # 20.11 # -24.81 # 7.56,8.77 # 2.53 # 55.25 # 9.03 # 61.97 # 14.54 # 3.34 # 20.29 # 20.11 # 7.56,20.34,11.78,-13.45 # -34.61 # -24.81,-24.29,-24.81,133.0,10,3,61.97,-34.61,2006-02-07,30,70
AGL,3,33.33,-18.8,201.0,-10.54,0.37601736184588636,-10.54 # 18.74 # -64.6,18.74,18.74,18.74,-10.54 # -64.6,-37.57,-37.57,234.0,1,2,18.74,-64.6,2021-09-20,30,70
GEF,18,66.67,5.73,208.0,9.59,2.3080844156974636,22.74 # 28.67 # -23.29 # 11.37 # 0.53 # -4.92 # 15.83 # 11.75 # -15.35 # -5.51 # 22.73 # 7.81 # 12.31 # -12.54 # 2.34 # 12.59 # 19.39 # -3.32,22.74 # 28.67 # 11.37 # 0.53 # 15.83 # 11.75 # 22.73 # 7.81 # 12.31 # 2.34 # 12.59 # 19.39,14.01,12.45,-23.29 # -4.92 # -15.35 # -5.51 # -12.54 # -3.32,-10.82,-9.03,148.0,12,6,28.67,-23.29,2006-05-17,30,70
YELP,14,85.71,12.57,147.0,12.76,3.2272949377105653,59.62 # 30.79 # 4.04 # -58.67 # 27.5 # 24.95 # 12.34 # 17.95 # 21.56 # 12.51 # 11.36 # -1.94 # 13.0 # 0.92,59.62 # 30.79 # 4.04 # 27.5 # 24.95 # 12.34 # 17.95 # 21.56 # 12.51 # 11.36 # 13.0 # 0.92,19.71,15.47,-58.67 # -1.94,-30.3,-30.3,120.5,12,2,59.62,-58.67,2012-06-04,30,70
KOS,17,64.71,10.18,148.0,15.62,2.585145994779425,-12.04 # -4.43 # 4.37 # 15.62 # -4.6 # -32.14 # 43.23 # 16.36 # 17.79 # -25.77 # 25.56 # -51.92 # 50.46 # 34.67 # 57.49 # 33.12 # 5.35,4.37 # 15.62 # 43.23 # 16.36 # 17.79 # 25.56 # 50.46 # 34.67 # 57.49 # 33.12 # 5.35,27.64,25.56,-12.04 # -4.43 # -4.6 # -32.14 # -25.77 # -51.92,-21.82,-18.9,119.0,11,6,57.49,-51.92,2011-06-28,30,70
COUR,2,50.0,-8.76,389.0,-8.76,0.5748516299397091,-59.52 # 42.0,42.0,42.0,42.0,-59.52,-59.52,-59.52,389.0,1,1,42.0,-59.52,2021-05-10,30,70
JBT,12,66.67,13.47,173.0,20.29,3.569072858970028,34.98 # 49.56 # 35.96 # -8.38 # 17.5 # 23.18 # 23.07 # 29.35 # -18.27 # 3.39 # -21.17 # -7.53,34.98 # 49.56 # 35.96 # 17.5 # 23.18 # 23.07 # 29.35 # 3.39,27.12,26.27,-8.38 # -18.27 # -21.17 # -7.53,-13.84,-13.33,119.5,8,4,49.56,-21.17,2008-10-03,30,70
VAC,11,72.73,5.92,178.0,13.55,1.3294194740399368,29.17 # 19.31 # -26.67 # 26.6 # 13.55 # -27.73 # 30.17 # 7.86 # 6.47 # 26.48 # -40.11,29.17 # 19.31 # 26.6 # 13.55 # 30.17 # 7.86 # 6.47 # 26.48,19.95,22.9,-26.67 # -27.73 # -40.11,-31.51,-27.73,217.0,8,3,30.17,-40.11,2011-11-30,30,70
CEIX,1,0.0,-70.9,546.0,-70.9,0.2910036762568715,-70.9,,,,-70.9,-70.9,-70.9,546.0,0,1,-70.9,-70.9,2018-12-11,30,70
PBH,15,80.0,8.6,177.0,8.41,2.956719168033228,0.0 # -5.73 # 45.07 # 8.41 # 10.64 # 14.08 # 14.92 # 6.11 # 20.08 # 3.98 # -28.19 # 0.64 # 20.44 # 14.4 # 4.24,0.0 # 45.07 # 8.41 # 10.64 # 14.08 # 14.92 # 6.11 # 20.08 # 3.98 # 0.64 # 20.44 # 14.4 # 4.24,12.54,10.64,-5.73 # -28.19,-16.96,-16.96,130.0,12,3,45.07,-28.19,2006-02-08,30,70
SWTX,4,100.0,38.38,81.0,19.03,3.084977322016379,111.36 # 7.01 # 4.08 # 31.04,111.36 # 7.01 # 4.08 # 31.04,38.38,19.03,,,,87.5,4,0,111.36,4.08,2020-03-17,30,70
KFY,14,57.14,3.24,238.0,6.77,1.1352527999332824,-43.33 # 14.99 # 38.77 # 14.15 # -15.98 # 20.66 # 16.11 # 25.37 # -7.52 # 5.16 # -2.76 # -5.69 # -22.9 # 8.38,14.99 # 38.77 # 14.15 # 20.66 # 16.11 # 25.37 # 5.16 # 8.38,17.95,15.55,-43.33 # -15.98 # -7.52 # -2.76 # -5.69 # -22.9,-16.36,-11.75,156.5,8,6,38.77,-43.33,2007-07-30,30,70
JWN,14,64.29,-0.7,235.0,7.0,0.4466520230216089,4.57 # -59.49 # 17.2 # 17.57 # 29.61 # 22.41 # 8.41 # 14.96 # -6.02 # -26.6 # -53.27 # -6.78 # 21.99 # 5.58,4.57 # 17.2 # 17.57 # 29.61 # 22.41 # 8.41 # 14.96 # 21.99 # 5.58,15.81,17.2,-59.49 # -6.02 # -26.6 # -53.27 # -6.78,-30.43,-26.6,169.5,9,5,29.61,-59.49,2006-02-27,30,70
LBRT,5,60.0,8.55,221.0,23.03,1.1937095460091252,-39.67 # -13.26 # 29.51 # 43.16 # 23.03,29.51 # 43.16 # 23.03,31.9,29.51,-39.67 # -13.26,-26.46,-26.46,133.0,3,2,43.16,-39.67,2018-10-24,30,70
GH,4,50.0,-12.48,265.0,-2.89,0.3413160962504179,26.61 # 11.69 # -70.76 # -17.46,26.61 # 11.69,19.15,19.15,-70.76 # -17.46,-44.11,-44.11,176.0,2,2,26.61,-70.76,2019-09-19,30,70
PIPR,16,56.25,2.75,215.0,7.61,1.2740369698251917,14.99 # -8.73 # -16.04 # -31.6 # 11.46 # 3.76 # 14.65 # 22.89 # -9.46 # 16.69 # -3.49 # 15.61 # 14.95 # -7.95 # -12.3 # 18.59,14.99 # 11.46 # 3.76 # 14.65 # 22.89 # 16.69 # 15.61 # 14.95 # 18.59,14.84,14.99,-8.73 # -16.04 # -31.6 # -9.46 # -3.49 # -7.95 # -12.3,-12.79,-9.46,162.5,9,7,22.89,-31.6,2006-06-14,30,70
LGIH,10,80.0,12.3,151.0,14.17,2.8457510357375306,22.89 # 0.78 # 27.75 # 18.44 # -5.11 # 9.91 # 29.12 # -20.65 # 32.95 # 6.88,22.89 # 0.78 # 27.75 # 18.44 # 9.91 # 29.12 # 32.95 # 6.88,18.59,20.66,-5.11 # -20.65,-12.88,-12.88,122.5,8,2,32.95,-20.65,2014-04-29,30,70
IOSP,18,83.33,7.17,141.0,11.7,1.625498425780844,-72.88 # 19.55 # 42.68 # 9.39 # 20.3 # 20.97 # 0.53 # 14.01 # -4.07 # 18.37 # 5.24 # 23.99 # 3.18 # -15.4 # 0.09 # 18.41 # 19.59 # 5.06,19.55 # 42.68 # 9.39 # 20.3 # 20.97 # 0.53 # 14.01 # 18.37 # 5.24 # 23.99 # 3.18 # 0.09 # 18.41 # 19.59 # 5.06,14.76,18.37,-72.88 # -4.07 # -15.4,-30.78,-15.4,119.0,15,3,42.68,-72.88,2007-08-08,30,70
AMN,15,73.33,2.75,195.0,9.23,1.0424360724311574,9.83 # -14.64 # -49.27 # 39.8 # 9.23 # -23.36 # 4.62 # 10.27 # 1.39 # 11.95 # 18.17 # 18.65 # 18.56 # 0.49 # -14.38,9.83 # 39.8 # 9.23 # 4.62 # 10.27 # 1.39 # 11.95 # 18.17 # 18.65 # 18.56 # 0.49,13.0,10.27,-14.64 # -49.27 # -23.36 # -14.38,-25.41,-19.0,169.0,11,4,39.8,-49.27,2006-03-13,30,70
AWR,13,76.92,10.68,201.0,12.03,3.551548342280709,23.74 # 13.41 # 24.49 # 15.46 # 11.67 # 12.4 # 10.86 # 12.03 # 18.75 # 11.03 # -2.2 # -3.61 # -9.12,23.74 # 13.41 # 24.49 # 15.46 # 11.67 # 12.4 # 10.86 # 12.03 # 18.75 # 11.03,15.38,12.91,-2.2 # -3.61 # -9.12,-4.98,-3.61,183.0,10,3,24.49,-9.12,2006-06-13,30,70
FHI,11,27.27,-4.47,258.0,-4.02,0.5488862626946827,-3.88 # -19.74 # -4.02 # -20.94 # 22.11 # -11.13 # -0.14 # 0.48 # -13.2 # 14.9 # -13.67,22.11 # 0.48 # 14.9,12.5,14.9,-3.88 # -19.74 # -4.02 # -20.94 # -11.13 # -0.14 # -13.2 # -13.67,-10.84,-12.17,211.0,3,8,22.11,-20.94,2006-05-01,30,70
KSS,13,61.54,-2.92,222.0,6.13,0.494285589985963,-24.03 # 32.91 # 7.41 # 6.13 # 8.52 # 11.08 # -29.32 # 4.24 # -10.24 # -35.13 # -33.94 # 7.92 # 16.47,32.91 # 7.41 # 6.13 # 8.52 # 11.08 # 4.24 # 7.92 # 16.47,11.84,8.22,-24.03 # -29.32 # -10.24 # -35.13 # -33.94,-26.53,-29.32,249.0,8,5,32.91,-35.13,2007-07-23,30,70
SANM,22,77.27,11.86,143.0,12.27,5.967448527071693,34.95 # 13.37 # -45.94 # -53.68 # 40.91 # 27.68 # -5.01 # -0.88 # 25.59 # 39.99 # 13.1 # 9.74 # 35.29 # -1.84 # 10.1 # 17.59 # 3.32 # 28.99 # 9.45 # 35.55 # 11.45 # 11.24,34.95 # 13.37 # 40.91 # 27.68 # 25.59 # 39.99 # 13.1 # 9.74 # 35.29 # 10.1 # 17.59 # 3.32 # 28.99 # 9.45 # 35.55 # 11.45 # 11.24,21.66,17.59,-45.94 # -53.68 # -5.01 # -0.88 # -1.84,-21.47,-5.01,147.0,17,5,40.91,-53.68,2006-03-10,30,70
UP,3,0.0,-47.81,232.0,-60.6,0.10868755231529208,-67.37 # -15.47 # -60.6,,,,-67.37 # -15.47 # -60.6,-47.81,-60.6,183.0,0,3,-15.47,-67.37,2021-07-26,30,70
HELE,16,75.0,5.24,148.0,12.04,1.582845221126279,12.85 # 20.78 # -23.37 # -20.41 # 21.48 # 11.72 # 4.72 # 9.13 # -3.01 # 9.32 # 13.15 # 12.36 # 24.5 # -49.08 # 20.64 # 19.09,12.85 # 20.78 # 21.48 # 11.72 # 4.72 # 9.13 # 9.32 # 13.15 # 12.36 # 24.5 # 20.64 # 19.09,14.98,13.0,-23.37 # -20.41 # -3.01 # -49.08,-23.97,-21.89,116.0,12,4,24.5,-49.08,2006-05-24,30,70
BRC,17,64.71,6.01,137.0,6.25,2.5403013251061783,-0.41 # -7.72 # 21.4 # 14.58 # -7.63 # 10.2 # 12.51 # -1.5 # -3.66 # 0.67 # 20.08 # -0.28 # 12.06 # 2.81 # 6.99 # 6.25 # 15.8,21.4 # 14.58 # 10.2 # 12.51 # 0.67 # 20.08 # 12.06 # 2.81 # 6.99 # 6.25 # 15.8,11.21,12.06,-0.41 # -7.72 # -7.63 # -1.5 # -3.66 # -0.28,-3.53,-2.58,105.0,11,6,21.4,-7.72,2007-02-13,30,70
INTA,2,50.0,-7.06,311.0,-7.06,0.8326647922861863,-24.69 # 10.56,10.56,10.56,10.56,-24.69,-24.69,-24.69,311.0,1,1,10.56,-24.69,2021-09-30,30,70
KLIC,16,68.75,5.54,178.0,7.5,1.5932839010265962,4.62 # -28.2 # -50.53 # 29.34 # -0.64 # 20.08 # 22.26 # 15.08 # 26.7 # -8.01 # 9.55 # 25.71 # 5.44 # 19.58 # -3.05 # 0.64,4.62 # 29.34 # 20.08 # 22.26 # 15.08 # 26.7 # 9.55 # 25.71 # 5.44 # 19.58 # 0.64,16.27,19.58,-28.2 # -50.53 # -0.64 # -8.01 # -3.05,-18.08,-8.01,110.0,11,5,29.34,-50.53,2006-03-17,30,70
BE,6,50.0,8.4,185.0,1.37,0.8586071609866672,-25.73 # -56.05 # 99.57 # 29.87 # 12.69 # -9.94,99.57 # 29.87 # 12.69,47.37,29.87,-25.73 # -56.05 # -9.94,-30.57,-25.73,140.0,3,3,99.57,-56.05,2018-10-29,30,70
AMTD,6,66.67,-13.16,192.0,2.77,0.26050488862185794,0.69 # 4.85 # 6.52 # -37.09 # 13.66 # -67.6,0.69 # 4.85 # 6.52 # 13.66,6.43,5.68,-37.09 # -67.6,-52.35,-52.35,117.5,4,2,13.66,-67.6,2019-08-26,30,70
LTH,2,50.0,6.89,232.0,6.89,1.093915531032748,28.96 # -15.18,28.96,28.96,28.96,-15.18,-15.18,-15.18,232.5,1,1,28.96,-15.18,2022-03-14,30,70
