ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy,buy_threshold,sell_threshold
BCPC,18,83.33,14.66,158.0,13.59,10.08686266884736,10.6 # 56.46 # 19.64 # 26.01 # -4.41 # 31.92 # 22.81 # 10.43 # 18.28 # 14.2 # 21.94 # 4.55 # 12.98 # -9.07 # 23.37 # 5.34 # -7.31 # 6.09,10.6 # 56.46 # 19.64 # 26.01 # 31.92 # 22.81 # 10.43 # 18.28 # 14.2 # 21.94 # 4.55 # 12.98 # 23.37 # 5.34 # 6.09,18.98,18.28,-4.41 # -9.07 # -7.31,-6.93,-7.31,146.5,15,3,56.46,-9.07,2006-05-18,30,70
KEX,12,50.0,0.87,203.0,-0.27,0.8057320871430015,36.43 # -31.11 # 28.94 # -7.99 # -24.83 # -4.58 # 0.15 # 8.51 # -35.65 # 14.02 # 27.26 # -0.69,36.43 # 28.94 # 0.15 # 8.51 # 14.02 # 27.26,19.22,20.64,-31.11 # -7.99 # -24.83 # -4.58 # -35.65 # -0.69,-17.48,-16.41,179.5,6,6,36.43,-35.65,2008-01-08,30,70
FSS,15,73.33,5.44,210.0,9.52,1.9824899820637827,-14.43 # -22.08 # 9.52 # -5.99 # 4.19 # 11.09 # 13.02 # 13.61 # -0.77 # 10.62 # 1.14 # 14.92 # 30.57 # 12.92 # 3.28,9.52 # 4.19 # 11.09 # 13.02 # 13.61 # 10.62 # 1.14 # 14.92 # 30.57 # 12.92 # 3.28,11.35,11.09,-14.43 # -22.08 # -5.99 # -0.77,-10.81,-10.21,176.0,11,4,30.57,-22.08,2006-05-15,30,70
GME,19,57.89,5.27,188.0,11.09,0.7378992841222848,41.86 # -58.56 # 21.46 # -18.32 # 22.75 # -1.3 # 19.79 # 6.96 # -12.78 # 11.09 # -35.34 # 27.02 # -62.76 # 34.12 # 39.63 # 16.02 # 80.34 # -8.73 # -23.1,41.86 # 21.46 # 22.75 # 19.79 # 6.96 # 11.09 # 27.02 # 34.12 # 39.63 # 16.02 # 80.34,29.19,22.75,-58.56 # -18.32 # -1.3 # -12.78 # -35.34 # -62.76 # -8.73 # -23.1,-27.61,-20.71,109.0,11,8,80.34,-62.76,2006-06-21,30,70
RIG,19,47.37,0.99,158.0,-2.05,0.4288501921226788,27.71 # 25.8 # -28.55 # -12.72 # -18.04 # 18.16 # 0.99 # -2.05 # -52.45 # -16.14 # -11.07 # 26.97 # 28.44 # -42.46 # -41.84 # 2.34 # 72.48 # 58.96 # -17.73,27.71 # 25.8 # 18.16 # 0.99 # 26.97 # 28.44 # 2.34 # 72.48 # 58.96,29.1,26.97,-28.55 # -12.72 # -18.04 # -2.05 # -52.45 # -16.14 # -11.07 # -42.46 # -41.84 # -17.73,-24.3,-17.88,137.0,9,10,72.48,-52.45,2006-08-15,30,70
ACT,2,100.0,25.23,212.0,25.23,1.567931914750324,27.0 # 23.46,27.0 # 23.46,25.23,25.23,,,,212.5,2,0,27.0,23.46,2021-12-20,30,70
ALK,12,50.0,0.31,250.0,0.63,0.7737571028905673,-36.35 # 23.58 # 35.52 # 14.92 # -5.39 # -13.74 # 19.68 # 18.99 # -19.42 # -16.31 # 6.65 # -24.42,23.58 # 35.52 # 14.92 # 19.68 # 18.99 # 6.65,19.89,19.33,-36.35 # -5.39 # -13.74 # -19.42 # -16.31 # -24.42,-19.27,-17.87,157.0,6,6,35.52,-36.35,2007-04-30,30,70
SRCL,13,61.54,0.68,203.0,1.92,0.9060625835612082,36.92 # 1.92 # 1.05 # 2.88 # -11.82 # -1.35 # 13.13 # -28.29 # 5.17 # 3.23 # -28.88 # 16.29 # -1.43,36.92 # 1.92 # 1.05 # 2.88 # 13.13 # 5.17 # 3.23 # 16.29,10.07,4.2,-11.82 # -1.35 # -28.29 # -28.88 # -1.43,-14.35,-11.82,165.0,8,5,36.92,-28.88,2006-05-15,30,70
CC,11,63.64,13.04,138.0,27.21,1.8117248123814886,-49.07 # 81.73 # -32.81 # -36.43 # 38.36 # 53.43 # 27.21 # 29.53 # 4.78 # 31.8 # -5.15,81.73 # 38.36 # 53.43 # 27.21 # 29.53 # 4.78 # 31.8,38.12,31.8,-49.07 # -32.81 # -36.43 # -5.15,-30.86,-34.62,109.0,7,4,81.73,-49.07,2015-07-13,30,70
PRGO,18,72.22,5.71,167.0,12.34,1.7788548752958884,17.47 # 17.79 # 17.65 # 23.88 # 31.8 # 3.83 # 8.86 # -46.92 # 3.44 # 25.92 # -37.3 # 18.55 # -14.18 # 17.24 # -1.51 # -1.76 # 15.82 # 2.2,17.47 # 17.79 # 17.65 # 23.88 # 31.8 # 3.83 # 8.86 # 3.44 # 25.92 # 18.55 # 17.24 # 15.82 # 2.2,15.73,17.47,-46.92 # -37.3 # -14.18 # -1.51 # -1.76,-20.34,-14.18,117.5,13,5,31.8,-46.92,2006-05-11,30,70
DAVA,5,60.0,16.24,186.0,10.23,1.8789252431786412,36.96 # 54.4 # -11.89 # 10.23 # -8.51,36.96 # 54.4 # 10.23,33.86,36.96,-11.89 # -8.51,-10.2,-10.2,197.0,3,2,54.4,-11.89,2018-10-12,30,70
IPAR,16,68.75,8.32,156.0,9.9,3.240294272904404,22.24 # 11.68 # 3.59 # -9.32 # 15.4 # -5.28 # 22.74 # 19.41 # -0.61 # 20.26 # -0.54 # 22.38 # 8.12 # -15.73 # 1.27 # 17.49,22.24 # 11.68 # 3.59 # 15.4 # 22.74 # 19.41 # 20.26 # 22.38 # 8.12 # 1.27 # 17.49,14.96,17.49,-9.32 # -5.28 # -0.61 # -0.54 # -15.73,-6.3,-5.28,125.0,11,5,22.74,-15.73,2006-06-06,30,70
BMI,17,94.12,16.29,142.0,16.13,12.283354005606617,36.42 # 20.97 # 18.66 # 5.44 # 16.13 # 18.46 # 10.65 # 8.5 # 12.82 # 23.49 # 12.23 # 20.32 # 17.63 # 14.39 # 34.69 # -4.3 # 10.37,36.42 # 20.97 # 18.66 # 5.44 # 16.13 # 18.46 # 10.65 # 8.5 # 12.82 # 23.49 # 12.23 # 20.32 # 17.63 # 14.39 # 34.69 # 10.37,17.57,16.88,-4.3,-4.3,-4.3,94.0,16,1,36.42,-4.3,2006-06-14,30,70
WU,13,69.23,1.62,276.0,3.92,0.9889622947221066,-22.07 # 13.21 # 32.24 # 9.87 # 13.23 # 1.53 # 8.0 # 5.11 # -0.68 # 2.5 # -3.93 # -41.84 # 3.92,13.21 # 32.24 # 9.87 # 13.23 # 1.53 # 8.0 # 5.11 # 2.5 # 3.92,9.96,8.0,-22.07 # -0.68 # -3.93 # -41.84,-17.13,-13.0,242.0,9,4,32.24,-41.84,2007-08-17,30,70
BILI,5,60.0,6.21,214.0,35.85,0.6044541322346014,35.85 # 59.09 # -70.92 # 36.64 # -29.61,35.85 # 59.09 # 36.64,43.86,36.64,-70.92 # -29.61,-50.27,-50.27,220.0,3,2,59.09,-70.92,2018-05-04,30,70
HCP,2,0.0,-26.91,278.0,-26.91,0.499963857702792,-45.42 # -8.4,,,,-45.42 # -8.4,-26.91,-26.91,278.5,0,2,-8.4,-45.42,2022-01-20,30,70
BLKB,16,75.0,11.08,161.0,16.22,4.2363505486571595,15.69 # -36.08 # 13.48 # 32.14 # -15.02 # 12.0 # 20.63 # 25.7 # 23.08 # -7.92 # -3.91 # 23.7 # 19.7 # 16.75 # 23.94 # 13.47,15.69 # 13.48 # 32.14 # 12.0 # 20.63 # 25.7 # 23.08 # 23.7 # 19.7 # 16.75 # 23.94 # 13.47,20.02,20.16,-36.08 # -15.02 # -7.92 # -3.91,-15.73,-11.47,157.5,12,4,32.14,-36.08,2007-01-18,30,70
SWX,14,71.43,4.53,194.0,8.08,1.5061669837277605,-33.93 # 29.7 # 9.92 # 13.59 # 6.25 # 5.54 # 21.58 # 16.62 # 3.39 # -2.41 # 12.79 # -10.7 # 15.89 # -24.84,29.7 # 9.92 # 13.59 # 6.25 # 5.54 # 21.58 # 16.62 # 3.39 # 12.79 # 15.89,13.53,13.19,-33.93 # -2.41 # -10.7 # -24.84,-17.97,-17.77,101.5,10,4,29.7,-33.93,2007-03-05,30,70
AL,12,58.33,3.67,186.0,6.69,1.3481732168969813,-18.64 # 13.85 # 9.09 # 13.43 # -9.09 # 13.28 # 13.06 # -9.39 # -19.66 # -2.16 # 36.02 # 4.29,13.85 # 9.09 # 13.43 # 13.28 # 13.06 # 36.02 # 4.29,14.72,13.28,-18.64 # -9.09 # -9.39 # -19.66 # -2.16,-11.79,-9.39,114.0,7,5,36.02,-19.66,2011-06-07,30,70
GBCI,14,92.86,9.36,223.0,11.84,3.2280217706237884,7.57 # 9.89 # 7.87 # 5.94 # 13.34 # 12.35 # 18.84 # 13.97 # 12.2 # 19.31 # 11.49 # 7.85 # 16.41 # -26.05,7.57 # 9.89 # 7.87 # 5.94 # 13.34 # 12.35 # 18.84 # 13.97 # 12.2 # 19.31 # 11.49 # 7.85 # 16.41,12.08,12.2,-26.05,-26.05,-26.05,221.0,13,1,19.31,-26.05,2007-05-01,30,70
RDN,16,68.75,9.54,153.0,7.7,0.27682080334953024,9.56 # 8.8 # -91.88 # 194.64 # 52.31 # -10.9 # -41.58 # 17.41 # 14.57 # -22.68 # 1.54 # 6.61 # -22.2 # 12.67 # 22.09 # 1.64,9.56 # 8.8 # 194.64 # 52.31 # 17.41 # 14.57 # 1.54 # 6.61 # 12.67 # 22.09 # 1.64,31.08,12.67,-91.88 # -10.9 # -41.58 # -22.68 # -22.2,-37.85,-22.68,111.5,11,5,194.64,-91.88,2006-02-07,30,70
OLLI,6,66.67,1.3,183.0,13.06,0.946048528290942,13.62 # 13.35 # -27.81 # 12.78 # -25.87 # 21.7,13.62 # 13.35 # 12.78 # 21.7,15.36,13.49,-27.81 # -25.87,-26.84,-26.84,137.0,4,2,21.7,-27.81,2015-08-25,30,70
TR,12,66.67,3.98,246.0,8.27,1.4680585272818978,7.8 # 21.52 # 19.91 # 0.5 # -10.12 # 11.91 # 8.73 # 11.02 # -9.45 # -3.33 # 8.91 # -19.66,7.8 # 21.52 # 19.91 # 0.5 # 11.91 # 8.73 # 11.02 # 8.91,11.29,9.97,-10.12 # -9.45 # -3.33 # -19.66,-10.64,-9.79,221.5,8,4,21.52,-19.66,2007-05-16,30,70
THG,17,70.59,4.56,201.0,6.85,1.9589756984718278,-1.72 # 6.87 # -14.23 # 10.9 # -9.09 # 6.92 # 6.85 # 11.49 # 18.29 # 1.45 # 5.06 # 12.08 # 2.4 # -10.84 # 25.79 # 12.45 # -7.2,6.87 # 10.9 # 6.92 # 6.85 # 11.49 # 18.29 # 1.45 # 5.06 # 12.08 # 2.4 # 25.79 # 12.45,10.05,8.91,-1.72 # -14.23 # -9.09 # -10.84 # -7.2,-8.62,-9.09,151.0,12,5,25.79,-14.23,2006-05-15,30,70
POWI,17,82.35,12.19,176.0,10.36,6.137087171912629,-8.58 # 21.95 # 10.36 # -10.24 # 19.48 # 3.64 # 7.24 # 9.26 # 26.33 # 5.29 # 23.58 # 11.95 # 4.03 # 26.21 # 47.04 # -9.46 # 19.07,21.95 # 10.36 # 19.48 # 3.64 # 7.24 # 9.26 # 26.33 # 5.29 # 23.58 # 11.95 # 4.03 # 26.21 # 47.04 # 19.07,16.82,15.51,-8.58 # -10.24 # -9.46,-9.43,-9.46,146.0,14,3,47.04,-10.24,2006-05-04,30,70
AEL,19,73.68,10.07,143.0,9.65,4.945367894993748,-1.35 # -7.79 # -9.36 # 8.82 # 8.8 # 14.34 # 9.65 # 12.76 # 13.73 # 9.38 # -24.97 # 32.03 # 14.55 # -13.05 # 25.55 # 53.18 # 16.64 # 19.16 # 9.23,8.82 # 8.8 # 14.34 # 9.65 # 12.76 # 13.73 # 9.38 # 32.03 # 14.55 # 25.55 # 53.18 # 16.64 # 19.16 # 9.23,17.7,14.03,-1.35 # -7.79 # -9.36 # -24.97 # -13.05,-11.3,-9.36,109.0,14,5,53.18,-24.97,2006-04-13,30,70
SGRY,8,62.5,3.63,157.0,3.22,1.226091123292025,10.72 # 15.62 # -6.61 # -21.91 # 0.4 # 29.44 # 6.05 # -4.7,10.72 # 15.62 # 0.4 # 29.44 # 6.05,12.44,10.72,-6.61 # -21.91 # -4.7,-11.07,-6.61,123.5,5,3,29.44,-21.91,2016-01-29,30,70
HGV,6,66.67,3.28,132.0,6.64,1.1026039301532466,-17.38 # 9.12 # 27.51 # -22.41 # 18.67 # 4.16,9.12 # 27.51 # 18.67 # 4.16,14.87,13.9,-17.38 # -22.41,-19.9,-19.9,103.0,4,2,27.51,-22.41,2018-05-07,30,70
SATS,19,73.68,5.25,161.0,12.27,1.8746396080665941,19.66 # 20.96 # -39.54 # 16.47 # -22.13 # 17.3 # 12.44 # 3.53 # 9.32 # -26.16 # 26.07 # 16.6 # -12.83 # 25.09 # 6.26 # 12.27 # 19.65 # -13.43 # 8.18,19.66 # 20.96 # 16.47 # 17.3 # 12.44 # 3.53 # 9.32 # 26.07 # 16.6 # 25.09 # 6.26 # 12.27 # 19.65 # 8.18,15.27,16.53,-39.54 # -22.13 # -26.16 # -12.83 # -13.43,-22.82,-22.13,127.0,14,5,26.07,-39.54,2008-01-24,30,70
AWI,18,66.67,4.27,132.0,4.6,1.6856101979379543,15.82 # -13.63 # -11.18 # -35.27 # 27.42 # 17.93 # 11.48 # 19.57 # 20.62 # 3.77 # -6.82 # 17.31 # 18.74 # 3.6 # -8.51 # -13.0 # 3.6 # 5.42,15.82 # 27.42 # 17.93 # 11.48 # 19.57 # 20.62 # 3.77 # 17.31 # 18.74 # 3.6 # 3.6 # 5.42,13.77,16.57,-13.63 # -11.18 # -35.27 # -6.82 # -8.51 # -13.0,-14.73,-12.09,133.5,12,6,27.42,-35.27,2006-11-08,30,70
NSP,21,71.43,5.3,119.0,7.32,2.6061565934366753,18.6 # -12.23 # -10.73 # 5.1 # -7.42 # 16.72 # 11.15 # 7.32 # 15.14 # 3.63 # -9.64 # 0.36 # 3.05 # 10.46 # 15.47 # 22.99 # -13.1 # -9.77 # 11.31 # 14.68 # 18.25,18.6 # 5.1 # 16.72 # 11.15 # 7.32 # 15.14 # 3.63 # 0.36 # 3.05 # 10.46 # 15.47 # 22.99 # 11.31 # 14.68 # 18.25,11.62,11.31,-12.23 # -10.73 # -7.42 # -9.64 # -13.1 # -9.77,-10.48,-10.25,93.0,15,6,22.99,-13.1,2006-02-08,30,70
ESGR,15,73.33,8.4,122.0,9.55,2.994377275419813,12.85 # 9.55 # 11.11 # 40.32 # -0.36 # 10.09 # 8.07 # 4.45 # 0.56 # -6.41 # 20.06 # -12.56 # 27.47 # 11.35 # -10.53,12.85 # 9.55 # 11.11 # 40.32 # 10.09 # 8.07 # 4.45 # 0.56 # 20.06 # 27.47 # 11.35,14.17,11.11,-0.36 # -6.41 # -12.56 # -10.53,-7.46,-8.47,131.0,11,4,40.32,-12.56,2006-05-12,30,70
SM,13,46.15,-15.64,202.0,-18.41,0.034180148134138645,19.42 # 7.22 # 24.69 # -54.34 # 33.33 # -18.41 # -34.36 # -59.84 # -36.68 # -53.76 # -55.85 # 6.07 # 19.21,19.42 # 7.22 # 24.69 # 33.33 # 6.07 # 19.21,18.32,19.31,-54.34 # -18.41 # -34.36 # -59.84 # -36.68 # -53.76 # -55.85,-44.75,-53.76,163.0,6,7,33.33,-59.84,2006-02-10,30,70
SHC,4,75.0,5.72,124.0,7.68,1.236864977807182,9.66 # 5.71 # 13.42 # -5.92,9.66 # 5.71 # 13.42,9.6,9.66,-5.92,-5.92,-5.92,125.5,3,1,13.42,-5.92,2021-11-24,30,70
SQSP,3,100.0,32.75,209.0,22.16,2.2066938261829177,6.52 # 69.58 # 22.16,6.52 # 69.58 # 22.16,32.75,22.16,,,,236.0,3,0,69.58,6.52,2021-08-11,30,70
AGO,19,78.95,12.25,149.0,8.82,4.939881487860073,5.61 # -18.37 # 125.19 # 5.19 # 14.64 # 5.64 # -3.81 # 20.0 # 13.96 # 6.98 # 18.1 # 15.59 # -3.3 # 20.48 # 9.86 # -44.56 # 8.23 # 24.42 # 8.82,5.61 # 125.19 # 5.19 # 14.64 # 5.64 # 20.0 # 13.96 # 6.98 # 18.1 # 15.59 # 20.48 # 9.86 # 8.23 # 24.42 # 8.82,20.18,13.96,-18.37 # -3.81 # -3.3 # -44.56,-17.51,-11.09,114.0,15,4,125.19,-44.56,2006-10-09,30,70
GKOS,7,71.43,3.21,151.0,1.27,1.2042024430030014,1.27 # -16.35 # 1.18 # 6.09 # 17.81 # -0.38 # 12.85,1.27 # 1.18 # 6.09 # 17.81 # 12.85,7.84,6.09,-16.35 # -0.38,-8.37,-8.37,155.0,5,2,17.81,-16.35,2015-09-28,30,70
FELE,17,82.35,12.84,134.0,12.38,7.258402706143198,5.92 # 30.13 # -3.43 # 12.94 # 19.49 # 26.09 # 27.21 # -3.93 # -1.68 # 8.65 # 16.99 # 12.38 # 8.74 # 10.48 # 21.13 # 22.09 # 5.09,5.92 # 30.13 # 12.94 # 19.49 # 26.09 # 27.21 # 8.65 # 16.99 # 12.38 # 8.74 # 10.48 # 21.13 # 22.09 # 5.09,16.24,14.97,-3.43 # -3.93 # -1.68,-3.01,-3.43,117.0,14,3,30.13,-3.93,2007-03-06,30,70
PFSI,10,70.0,8.29,163.0,6.0,1.9585081770860657,-2.25 # 1.13 # -17.39 # 9.67 # 2.34 # 15.93 # 29.15 # -14.08 # 38.42 # 20.0,1.13 # 9.67 # 2.34 # 15.93 # 29.15 # 38.42 # 20.0,16.66,15.93,-2.25 # -17.39 # -14.08,-11.24,-14.08,162.0,7,3,38.42,-17.39,2013-07-29,30,70
SAM,15,80.0,2.1,131.0,7.99,0.8582665000669237,15.77 # 14.18 # 18.62 # -24.49 # 10.29 # 4.07 # 15.01 # -13.37 # 0.16 # 6.29 # 1.04 # 22.22 # 14.85 # -61.13 # 7.99,15.77 # 14.18 # 18.62 # 10.29 # 4.07 # 15.01 # 0.16 # 6.29 # 1.04 # 22.22 # 14.85 # 7.99,10.87,12.23,-24.49 # -13.37 # -61.13,-32.99,-24.49,86.0,12,3,22.22,-61.13,2007-02-26,30,70
PTEN,18,50.0,5.14,194.0,0.27,0.9200034610224807,8.55 # -3.08 # 27.53 # -45.78 # 23.0 # -26.29 # 15.68 # -19.25 # -2.79 # -17.53 # 16.25 # -18.03 # -50.81 # 61.16 # 70.11 # 65.79 # 3.34 # -15.39,8.55 # 27.53 # 23.0 # 15.68 # 16.25 # 61.16 # 70.11 # 65.79 # 3.34,32.38,23.0,-3.08 # -45.78 # -26.29 # -19.25 # -2.79 # -17.53 # -18.03 # -50.81 # -15.39,-22.11,-18.03,158.0,9,9,70.11,-50.81,2006-02-10,30,70
IAC,14,57.14,-0.18,182.0,3.88,0.6150753023157726,12.69 # 1.13 # -12.81 # -6.38 # 7.62 # 19.59 # -0.26 # 12.94 # 6.62 # -28.21 # 37.4 # 12.52 # -58.76 # -6.54,12.69 # 1.13 # 7.62 # 19.59 # 12.94 # 6.62 # 37.4 # 12.52,13.81,12.6,-12.81 # -6.38 # -0.26 # -28.21 # -58.76 # -6.54,-18.83,-9.67,129.0,8,6,37.4,-58.76,2006-02-07,30,70
OGN,5,40.0,0.12,109.0,-3.24,0.930053078796336,26.78 # 8.93 # -5.66 # -3.24 # -26.23,26.78 # 8.93,17.86,17.86,-5.66 # -3.24 # -26.23,-11.71,-5.66,112.0,2,3,26.78,-26.23,2021-06-09,30,70
POR,16,62.5,4.51,199.0,8.26,1.8334126510973612,-0.83 # 7.62 # -7.79 # -2.66 # 12.69 # 14.9 # 11.72 # 19.32 # 8.91 # 4.92 # 11.19 # -3.26 # 14.02 # -25.57 # 12.1 # -5.17,7.62 # 12.69 # 14.9 # 11.72 # 19.32 # 8.91 # 4.92 # 11.19 # 14.02 # 12.1,11.74,11.91,-0.83 # -7.79 # -2.66 # -3.26 # -25.57 # -5.17,-7.55,-4.22,179.0,10,6,19.32,-25.57,2006-05-25,30,70
MSGS,12,91.67,6.42,116.0,6.47,2.032077289666259,2.95 # 13.7 # 5.57 # 7.37 # -13.14 # 16.72 # 17.53 # 3.24 # 1.24 # 13.49 # 8.06 # 0.26,2.95 # 13.7 # 5.57 # 7.37 # 16.72 # 17.53 # 3.24 # 1.24 # 13.49 # 8.06 # 0.26,8.2,7.37,-13.14,-13.14,-13.14,109.0,11,1,17.53,-13.14,2015-12-09,30,70
IQ,7,57.14,3.16,198.0,13.95,0.5813528933790852,13.95 # -2.81 # 18.66 # 41.87 # 31.76 # -74.64 # -6.69,13.95 # 18.66 # 41.87 # 31.76,26.56,25.21,-2.81 # -74.64 # -6.69,-28.05,-6.69,115.0,4,3,41.87,-74.64,2018-10-30,30,70
AVT,14,64.29,2.79,240.0,9.0,1.1582786724244458,-8.13 # -43.25 # 20.53 # 8.76 # 9.23 # 13.76 # 13.23 # 7.23 # -7.74 # -1.15 # -20.21 # 16.07 # 18.83 # 11.89,20.53 # 8.76 # 9.23 # 13.76 # 13.23 # 7.23 # 16.07 # 18.83 # 11.89,13.28,13.23,-8.13 # -43.25 # -7.74 # -1.15 # -20.21,-16.09,-8.13,172.0,9,5,20.53,-43.25,2006-05-18,30,70
SIG,16,50.0,-3.78,178.0,0.52,0.26554214812123683,26.28 # -33.98 # 15.07 # -34.34 # 5.21 # 21.32 # 31.72 # 17.41 # 13.76 # -4.18 # -12.88 # -15.47 # -20.99 # -61.33 # -26.43 # 18.33,26.28 # 15.07 # 5.21 # 21.32 # 31.72 # 17.41 # 13.76 # 18.33,18.64,17.87,-33.98 # -34.34 # -4.18 # -12.88 # -15.47 # -20.99 # -61.33 # -26.43,-26.2,-23.71,151.0,8,8,31.72,-61.33,2006-06-01,30,70
ASGN,17,70.59,5.14,150.0,7.09,1.494086576866087,18.62 # 7.09 # -38.03 # -38.18 # 3.67 # 38.88 # 21.47 # 25.28 # 32.39 # 4.52 # 4.74 # -24.77 # 12.38 # -17.02 # 28.26 # 13.04 # -4.95,18.62 # 7.09 # 3.67 # 38.88 # 21.47 # 25.28 # 32.39 # 4.52 # 4.74 # 12.38 # 28.26 # 13.04,17.53,15.83,-38.03 # -38.18 # -24.77 # -17.02 # -4.95,-24.59,-24.77,125.0,12,5,38.88,-38.18,2006-03-02,30,70
