ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy,buy_threshold,sell_threshold
BRID,13,61.54,10.49,206.0,2.95,2.5280302223220574,-32.54 # 96.62 # -0.2 # -5.96 # 4.81 # -5.03 # 24.07 # 2.95 # 9.39 # 15.7 # -2.18 # 27.81 # 0.95,96.62 # 4.81 # 24.07 # 2.95 # 9.39 # 15.7 # 27.81 # 0.95,22.79,12.55,-32.54 # -0.2 # -5.96 # -5.03 # -2.18,-9.18,-5.03,169.0,8,5,96.62,-32.54,2008-03-20,30,70
AFBI,4,50.0,-4.19,184.0,-1.81,0.8303650338083226,3.91 # -4.65 # -17.05 # 1.03,3.91 # 1.03,2.47,2.47,-4.65 # -17.05,-10.85,-10.85,117.0,2,2,3.91,-17.05,2017-05-19,30,70
FEIM,13,61.54,1.82,225.0,10.32,0.5976374301271211,-68.31 # 13.86 # 26.38 # 24.63 # 9.91 # -1.25 # 10.32 # 29.94 # 10.34 # -7.05 # 0.0 # 19.98 # -45.07,13.86 # 26.38 # 24.63 # 9.91 # 10.32 # 29.94 # 10.34 # 0.0 # 19.98,16.15,13.86,-68.31 # -1.25 # -7.05 # -45.07,-30.42,-26.06,95.0,8,5,29.94,-68.31,2006-05-17,30,70
BZUN,10,60.0,2.58,173.0,13.69,0.647573364575723,20.12 # 35.93 # 24.06 # -14.33 # -7.47 # 36.15 # -68.29 # 13.57 # 13.81 # -27.74,20.12 # 35.93 # 24.06 # 36.15 # 13.57 # 13.81,23.94,22.09,-14.33 # -7.47 # -68.29 # -27.74,-29.46,-21.03,117.0,6,4,36.15,-68.29,2015-07-08,30,70
CJET,1,0.0,-92.17,269.0,-92.17,0.07828282813079113,-92.17,,,,-92.17,-92.17,-92.17,269.0,0,1,-92.17,-92.17,2023-04-18,30,70
FTK,18,50.0,-2.32,192.0,-9.34,0.09987787345461395,31.14 # -25.59 # -24.93 # -80.67 # 44.0 # 73.53 # 49.55 # 13.0 # -30.67 # 43.45 # 23.56 # 4.02 # -39.55 # -34.87 # -29.33 # 8.04 # -22.7 # -43.77,31.14 # 44.0 # 73.53 # 49.55 # 13.0 # 43.45 # 23.56 # 4.02 # 8.04,32.26,31.14,-25.59 # -24.93 # -80.67 # -30.67 # -39.55 # -34.87 # -29.33 # -22.7 # -43.77,-36.9,-30.67,169.0,9,9,73.53,-80.67,2006-02-15,30,70
VAXX,3,33.33,-23.58,144.0,-33.71,0.3479805668424611,-33.71 # 18.75 # -55.8,18.75,18.75,18.75,-33.71 # -55.8,-44.75,-44.75,150.0,1,2,18.75,-55.8,2021-12-03,30,70
CNGL,1,100.0,1.48,56.0,1.48,1.014801095393277,1.48,1.48,1.48,1.48,,,,56.0,1,0,1.48,1.48,2023-11-17,30,70
CSPI,15,73.33,9.38,176.0,13.48,2.4090791850561315,18.14 # -55.66 # 18.3 # 1.22 # 44.23 # 12.1 # -6.38 # 20.54 # -9.84 # -11.4 # 7.91 # 20.53 # 13.48 # 27.26 # 40.28,18.14 # 18.3 # 1.22 # 44.23 # 12.1 # 20.54 # 7.91 # 20.53 # 13.48 # 27.26 # 40.28,20.36,18.3,-55.66 # -6.38 # -9.84 # -11.4,-20.82,-10.62,97.0,11,4,44.23,-55.66,2006-02-16,30,70
SRFM,1,100.0,45.45,133.0,45.45,1.4545454446934474,45.45,45.45,45.45,45.45,,,,133.0,1,0,45.45,45.45,2023-08-18,30,70
KVHI,16,56.25,1.82,189.0,8.82,0.8932192350174698,18.55 # 35.02 # -12.51 # 21.29 # -10.07 # 20.41 # -22.47 # 17.49 # -22.27 # 11.05 # 6.59 # 17.31 # -3.94 # -12.9 # 13.6 # -48.03,18.55 # 35.02 # 21.29 # 20.41 # 17.49 # 11.05 # 6.59 # 17.31 # 13.6,17.92,17.49,-12.51 # -10.07 # -22.47 # -22.27 # -3.94 # -12.9 # -48.03,-18.88,-12.9,188.5,9,7,35.02,-48.03,2006-03-15,30,70
XNET,10,50.0,8.32,241.0,0.56,0.6999538452918902,-35.7 # -12.04 # -31.28 # 26.89 # 31.69 # -40.96 # 118.71 # 69.12 # -56.38 # 13.16,26.89 # 31.69 # 118.71 # 69.12 # 13.16,51.91,31.69,-35.7 # -12.04 # -31.28 # -40.96 # -56.38,-35.27,-35.7,229.0,5,5,118.71,-56.38,2014-07-17,30,70
RBOT,3,66.67,-27.02,292.0,0.4,0.07350852474758533,0.4 # 12.01 # -93.46,0.4 # 12.01,6.2,6.2,-93.46,-93.46,-93.46,111.0,2,1,12.01,-93.46,2021-03-04,30,70
KRMD,14,57.14,13.43,144.0,18.22,3.451255113848348,25.0 # -25.0 # 0.0 # 17.0 # 19.44 # -11.11 # -4.17 # 36.84 # 40.91 # 45.45 # 63.33 # -31.43 # 42.86 # -31.09,25.0 # 0.0 # 17.0 # 19.44 # 36.84 # 40.91 # 45.45 # 63.33 # 42.86,32.32,36.84,-25.0 # -11.11 # -4.17 # -31.43 # -31.09,-20.56,-25.0,139.5,8,6,63.33,-31.43,2006-02-07,30,70
ZEPP,7,85.71,13.34,141.0,25.22,0.8422304375361526,39.23 # 18.56 # 25.22 # 53.0 # -80.93 # 34.25 # 4.03,39.23 # 18.56 # 25.22 # 53.0 # 34.25 # 4.03,29.05,29.73,-80.93,-80.93,-80.93,98.0,6,1,53.0,-80.93,2018-03-27,30,70
SCOR,18,55.56,-4.82,173.0,5.6,0.08373901336063037,6.42 # 4.79 # 20.13 # -8.64 # -24.75 # 19.32 # 20.46 # 34.88 # -32.66 # 28.69 # 16.99 # 20.46 # -8.39 # 6.92 # -11.58 # -77.01 # -30.65 # -72.19,6.42 # 4.79 # 20.13 # 19.32 # 20.46 # 34.88 # 28.69 # 16.99 # 20.46 # 6.92,17.91,19.72,-8.64 # -24.75 # -32.66 # -8.39 # -11.58 # -77.01 # -30.65 # -72.19,-33.23,-27.7,100.5,10,8,34.88,-77.01,2008-01-16,30,70
LL,15,66.67,7.45,205.0,17.25,0.27974121166526605,44.86 # 32.0 # 12.46 # -16.94 # 17.25 # -78.75 # 40.47 # 18.58 # -18.96 # -36.92 # 12.43 # 29.02 # 95.81 # -81.71 # 42.16,44.86 # 32.0 # 12.46 # 17.25 # 40.47 # 18.58 # 12.43 # 29.02 # 95.81 # 42.16,34.5,30.51,-16.94 # -78.75 # -18.96 # -36.92 # -81.71,-46.66,-36.92,113.0,10,5,95.81,-81.71,2008-01-14,30,70
SY,4,25.0,-23.66,266.0,-17.04,0.07738215266322984,-9.96 # 30.76 # -91.34 # -24.12,30.76,30.76,30.76,-9.96 # -91.34 # -24.12,-41.81,-24.12,183.0,1,3,30.76,-91.34,2019-05-24,30,70
FCUV,9,88.89,69.69,194.0,40.0,21.460751028014574,14.29 # 100.0 # 68.97 # 40.0 # 19.38 # 328.4 # 98.35 # 27.06 # -69.21,14.29 # 100.0 # 68.97 # 40.0 # 19.38 # 328.4 # 98.35 # 27.06,87.06,54.48,-69.21,-69.21,-69.21,79.0,8,1,328.4,-69.21,2016-02-19,30,70
ASPI,1,0.0,-64.18,209.0,-64.18,0.35823530005748694,-64.18,,,,-64.18,-64.18,-64.18,209.0,0,1,-64.18,-64.18,2022-12-08,30,70
TBNK,10,50.0,-3.09,167.0,-0.07,0.6423863758199744,2.38 # 4.69 # 8.61 # -2.51 # 13.75 # 8.36 # -11.03 # -13.87 # -38.05 # -3.26,2.38 # 4.69 # 8.61 # 13.75 # 8.36,7.56,8.36,-2.51 # -11.03 # -13.87 # -38.05 # -3.26,-13.75,-11.03,164.0,5,5,13.75,-38.05,2012-11-05,30,70
MHH,13,61.54,16.31,205.0,3.56,3.489387418648092,37.75 # -8.64 # 3.49 # 39.68 # 32.38 # 32.81 # -19.79 # -3.0 # 5.61 # -3.06 # 135.03 # 3.56 # -43.72,37.75 # 3.49 # 39.68 # 32.38 # 32.81 # 5.61 # 135.03 # 3.56,36.29,32.59,-8.64 # -19.79 # -3.0 # -3.06 # -43.72,-15.64,-8.64,122.0,8,5,135.03,-43.72,2009-02-18,30,70
SUP,19,57.89,-2.05,191.0,3.81,0.3416457421991008,-10.38 # 2.11 # -30.24 # 18.03 # 29.19 # -7.29 # 15.43 # 5.43 # 7.35 # 3.81 # 20.38 # -32.96 # -60.18 # 4.23 # -27.6 # 40.62 # -18.46 # 11.48 # -9.95,2.11 # 18.03 # 29.19 # 15.43 # 5.43 # 7.35 # 3.81 # 20.38 # 4.23 # 40.62 # 11.48,14.37,11.48,-10.38 # -30.24 # -7.29 # -32.96 # -60.18 # -27.6 # -18.46 # -9.95,-24.63,-23.03,199.0,11,8,40.62,-60.18,2006-03-10,30,70
TOP,3,66.67,10.28,74.0,22.28,1.1357767612579293,22.28 # 44.1 # -35.54,22.28 # 44.1,33.19,33.19,-35.54,-35.54,-35.54,70.0,2,1,44.1,-35.54,2022-07-29,30,70
ORGN,5,60.0,-11.06,139.0,0.63,0.4285363425332245,6.75 # -26.18 # 17.48 # 0.63 # -54.0,6.75 # 17.48 # 0.63,8.29,6.75,-26.18 # -54.0,-40.09,-40.09,130.0,3,2,17.48,-54.0,2020-10-07,30,70
LICY,2,50.0,-39.86,405.0,-39.86,0.06312374542292493,14.77 # -94.5,14.77,14.77,14.77,-94.5,-94.5,-94.5,405.0,1,1,14.77,-94.5,2021-07-29,30,70
RBKB,4,50.0,-7.35,243.0,-6.99,0.7245921328712858,1.42 # -16.85 # 0.74 # -14.71,1.42 # 0.74,1.08,1.08,-16.85 # -14.71,-15.78,-15.78,239.5,2,2,1.42,-16.85,2019-05-29,30,70
FCAP,13,69.23,-0.73,225.0,5.49,0.6772251705065486,9.15 # -10.47 # 10.37 # -8.74 # 8.71 # 7.33 # 4.62 # 7.18 # 5.49 # 17.96 # -54.6 # 4.2 # -10.68,9.15 # 10.37 # 8.71 # 7.33 # 4.62 # 7.18 # 5.49 # 17.96 # 4.2,8.34,7.33,-10.47 # -8.74 # -54.6 # -10.68,-21.12,-10.57,121.0,9,4,17.96,-54.6,2006-06-05,30,70
OTLK,10,70.0,21.31,154.0,26.1,2.5881538126040176,45.61 # -32.13 # 5.26 # -23.66 # 41.38 # 32.0 # 148.0 # 32.08 # 20.19 # -55.64,45.61 # 5.26 # 41.38 # 32.0 # 148.0 # 32.08 # 20.19,46.36,32.08,-32.13 # -23.66 # -55.64,-37.14,-32.13,131.5,7,3,148.0,-55.64,2016-07-06,30,70
BNR,3,33.33,-28.6,273.0,-59.03,0.1076627197100121,56.42 # -83.2 # -59.03,56.42,56.42,56.42,-83.2 # -59.03,-71.12,-71.12,219.0,1,2,56.42,-83.2,2021-03-19,30,70
CMLS,6,50.0,-9.41,149.0,-0.21,0.29233956802853694,-3.64 # 3.23 # -58.89 # 28.2 # 32.55 # -57.93,3.23 # 28.2 # 32.55,21.32,28.2,-3.64 # -58.89 # -57.93,-40.15,-57.93,121.5,3,3,32.55,-58.89,2018-11-13,30,70
CAAS,18,44.44,-6.58,178.0,-6.84,0.1873880495159002,23.12 # -10.89 # 5.2 # -23.64 # -38.5 # -16.4 # 0.7 # 16.34 # -2.8 # -35.99 # 13.06 # 21.92 # -16.39 # 10.0 # -13.28 # -18.83 # 10.38 # -42.41,23.12 # 5.2 # 0.7 # 16.34 # 13.06 # 21.92 # 10.0 # 10.38,12.59,11.72,-10.89 # -23.64 # -38.5 # -16.4 # -2.8 # -35.99 # -16.39 # -13.28 # -18.83 # -42.41,-21.91,-17.61,167.0,8,10,23.12,-42.41,2006-06-09,30,70
MMLP,16,50.0,-5.11,228.0,0.77,0.14433501125252032,-4.79 # -35.99 # 13.88 # 11.49 # -3.65 # 3.3 # -19.84 # -36.83 # 1.54 # 0.0 # 5.87 # 22.53 # -80.44 # 9.68 # 32.98 # -1.5,13.88 # 11.49 # 3.3 # 1.54 # 0.0 # 5.87 # 22.53 # 9.68 # 32.98,11.25,9.68,-4.79 # -35.99 # -3.65 # -19.84 # -36.83 # -80.44 # -1.5,-26.15,-19.84,254.5,8,8,32.98,-80.44,2007-08-07,30,70
WGS,2,0.0,-76.84,436.0,-76.84,0.05364345143890744,-76.54 # -77.13,,,,-76.54 # -77.13,-76.84,-76.84,436.5,0,2,-76.54,-77.13,2021-05-11,30,70
AFMD,9,77.78,43.77,205.0,34.1,1.0716780769811354,34.1 # -71.25 # 42.31 # 358.62 # 53.02 # 3.98 # 43.69 # -83.51 # 12.98,34.1 # 42.31 # 358.62 # 53.02 # 3.98 # 43.69 # 12.98,78.39,42.31,-71.25 # -83.51,-77.38,-77.38,87.0,7,2,358.62,-83.51,2014-10-13,30,70
RLMD,11,63.64,8.19,128.0,22.41,0.7241262765833496,22.41 # 41.73 # -76.85 # -17.3 # 54.73 # 46.24 # 24.37 # -3.45 # 17.61 # 26.74 # -46.17,22.41 # 41.73 # 54.73 # 46.24 # 24.37 # 17.61 # 26.74,33.4,26.74,-76.85 # -17.3 # -3.45 # -46.17,-35.94,-31.73,94.0,7,4,54.73,-76.85,2014-09-09,30,70
ORMP,15,53.33,6.08,192.0,3.38,1.1425177232790493,-11.11 # 17.65 # -9.09 # 11.43 # -30.97 # 19.23 # 3.38 # -53.55 # 25.39 # 64.5 # -1.26 # 79.29 # -29.22 # 6.05 # -0.43,17.65 # 11.43 # 19.23 # 3.38 # 25.39 # 64.5 # 79.29 # 6.05,28.36,18.44,-11.11 # -9.09 # -30.97 # -53.55 # -1.26 # -29.22 # -0.43,-19.38,-11.11,168.0,8,7,79.29,-53.55,2007-06-13,30,70
TUP,18,50.0,-5.32,184.0,0.75,0.04549130956236797,-12.73 # 27.4 # 23.66 # -40.25 # 3.0 # 2.05 # 15.07 # -12.37 # 2.79 # 20.54 # 8.14 # -0.55 # -31.96 # -85.81 # -26.61 # -17.83 # -65.51 # 95.2,27.4 # 23.66 # 3.0 # 2.05 # 15.07 # 2.79 # 20.54 # 8.14 # 95.2,21.98,15.07,-12.73 # -40.25 # -12.37 # -0.55 # -31.96 # -85.81 # -26.61 # -17.83 # -65.51,-32.62,-26.61,150.0,9,9,95.2,-85.81,2006-02-07,30,70
SHOT,3,0.0,-22.5,158.0,-7.92,0.37659192698456007,-58.77 # -0.81 # -7.92,,,,-58.77 # -0.81 # -7.92,-22.5,-7.92,146.0,0,3,-0.81,-58.77,2021-07-21,30,70
PXDT,1,0.0,-3.36,36.0,-3.36,0.9664429521610068,-3.36,,,,-3.36,-3.36,-3.36,36.0,0,1,-3.36,-3.36,2023-12-07,30,70
JSPR,4,25.0,-22.83,221.0,-16.22,0.2747157962612401,-0.1 # 0.81 # -59.68 # -32.34,0.81,0.81,0.81,-0.1 # -59.68 # -32.34,-30.71,-32.34,218.0,1,3,0.81,-59.68,2020-03-10,30,70
OMEX,22,68.18,17.35,117.0,19.33,16.14672823649974,1.67 # 48.98 # 26.21 # 44.12 # -41.81 # 58.47 # 27.35 # -1.24 # -21.36 # -14.47 # -23.53 # 56.72 # 34.81 # 16.98 # 21.68 # 2.03 # 13.88 # -5.43 # 52.82 # 39.33 # -9.09 # 53.61,1.67 # 48.98 # 26.21 # 44.12 # 58.47 # 27.35 # 56.72 # 34.81 # 16.98 # 21.68 # 2.03 # 13.88 # 52.82 # 39.33 # 53.61,33.24,34.81,-41.81 # -1.24 # -21.36 # -14.47 # -23.53 # -5.43 # -9.09,-16.71,-14.47,96.5,15,7,58.47,-41.81,2006-05-02,30,70
ONDS,5,80.0,17.5,101.0,26.77,1.6223568926428755,53.51 # 35.85 # -49.03 # 26.77 # 20.39,53.51 # 35.85 # 26.77 # 20.39,34.13,31.31,-49.03,-49.03,-49.03,71.0,4,1,53.51,-49.03,2021-08-19,30,70
ZFOX,3,66.67,9.64,144.0,38.92,0.6668108129415421,38.92 # 60.0 # -70.0,38.92 # 60.0,49.46,49.46,-70.0,-70.0,-70.0,104.0,2,1,60.0,-70.0,2022-07-29,30,70
ATRA,8,50.0,1.81,158.0,-0.01,0.3304677842788297,-38.73 # 43.64 # -36.26 # 63.44 # 13.42 # -13.45 # 59.34 # -76.96,43.64 # 63.44 # 13.42 # 59.34,44.96,51.49,-38.73 # -36.26 # -13.45 # -76.96,-41.35,-37.5,143.5,4,4,63.44,-76.96,2015-08-25,30,70
SCX,19,63.16,4.49,171.0,10.59,1.2178338657615153,2.06 # 19.82 # 15.82 # -30.07 # 30.71 # 10.86 # 30.6 # 10.59 # 8.06 # 20.59 # -45.37 # -2.72 # -17.0 # -11.68 # -43.11 # 48.73 # -12.08 # 25.0 # 24.46,2.06 # 19.82 # 15.82 # 30.71 # 10.86 # 30.6 # 10.59 # 8.06 # 20.59 # 48.73 # 25.0 # 24.46,20.61,20.21,-30.07 # -45.37 # -2.72 # -17.0 # -11.68 # -43.11 # -12.08,-23.15,-17.0,134.0,12,7,48.73,-45.37,2006-02-09,30,70
PROV,15,46.67,-4.46,168.0,-0.91,0.3391136598936862,12.89 # -19.21 # -49.54 # 34.36 # -26.64 # 13.21 # 5.63 # -7.0 # 6.64 # 4.76 # -0.91 # -34.29 # 6.59 # -12.23 # -1.23,12.89 # 34.36 # 13.21 # 5.63 # 6.64 # 4.76 # 6.59,12.01,6.64,-19.21 # -49.54 # -26.64 # -7.0 # -0.91 # -34.29 # -12.23 # -1.23,-18.88,-15.72,128.0,7,8,34.36,-49.54,2006-10-11,30,70
SEZL,1,100.0,34.95,76.0,34.95,1.3495454788208008,34.95,34.95,34.95,34.95,,,,76.0,1,0,34.95,34.95,2023-10-04,30,70
MLEC,2,50.0,27.0,134.0,27.0,1.360693823157414,77.22 # -23.22,77.22,77.22,77.22,-23.22,-23.22,-23.22,134.5,1,1,77.22,-23.22,2022-12-22,30,70
PLBY,2,50.0,-44.63,404.0,-44.63,0.04559309252116501,6.45 # -95.72,6.45,6.45,6.45,-95.72,-95.72,-95.72,404.5,1,1,6.45,-95.72,2021-07-16,30,70
FTII,1,100.0,0.46,53.0,0.46,1.0046168228150598,0.46,0.46,0.46,0.46,,,,53.0,1,0,0.46,0.46,2023-11-20,30,70
SGMO,16,62.5,8.11,184.0,16.49,0.6186374389437468,52.22 # 43.91 # 47.04 # -47.16 # 10.63 # 15.06 # -0.7 # 38.14 # 21.73 # -32.2 # 23.27 # 17.92 # 37.38 # -4.76 # -6.91 # -85.75,52.22 # 43.91 # 47.04 # 10.63 # 15.06 # 38.14 # 21.73 # 23.27 # 17.92 # 37.38,30.73,30.32,-47.16 # -0.7 # -32.2 # -4.76 # -6.91 # -85.75,-29.58,-19.56,161.0,10,6,52.22,-85.75,2006-05-22,30,70
STRT,22,63.64,6.03,117.0,11.76,1.7605008503749076,12.22 # 11.3 # 14.69 # -66.69 # -15.46 # 14.33 # 18.83 # -3.91 # 19.56 # 10.06 # 5.6 # -15.55 # -0.46 # -1.97 # 25.12 # -14.81 # 17.77 # 62.5 # 12.49 # 14.87 # -7.2 # 19.35,12.22 # 11.3 # 14.69 # 14.33 # 18.83 # 19.56 # 10.06 # 5.6 # 25.12 # 17.77 # 62.5 # 12.49 # 14.87 # 19.35,18.48,14.78,-66.69 # -15.46 # -3.91 # -15.55 # -0.46 # -1.97 # -14.81 # -7.2,-15.76,-11.0,88.5,14,8,62.5,-66.69,2006-03-09,30,70
CSBR,17,70.59,16.08,185.0,19.92,3.6007182987702007,33.33 # 80.0 # 21.43 # 27.06 # -41.18 # 75.68 # -50.41 # -27.32 # -39.78 # 19.92 # 67.53 # 17.71 # 36.59 # 63.22 # 5.03 # -33.92 # 18.5,33.33 # 80.0 # 21.43 # 27.06 # 75.68 # 19.92 # 67.53 # 17.71 # 36.59 # 63.22 # 5.03 # 18.5,38.83,30.2,-41.18 # -50.41 # -27.32 # -39.78 # -33.92,-38.52,-39.78,142.0,12,5,80.0,-50.41,2008-01-28,30,70
NINE,8,62.5,-1.55,124.0,12.36,0.27902463372156927,28.06 # -73.68 # -54.32 # 18.11 # 23.3 # 71.43 # -31.9 # 6.61,28.06 # 18.11 # 23.3 # 71.43 # 6.61,29.5,23.3,-73.68 # -54.32 # -31.9,-53.3,-54.32,84.5,5,3,71.43,-73.68,2018-02-09,30,70
ELMD,9,77.78,8.44,198.0,2.5,1.4486235891279606,-47.54 # 2.5 # 64.44 # 40.58 # 2.24 # -2.49 # 10.17 # 4.12 # 1.92,2.5 # 64.44 # 40.58 # 2.24 # 10.17 # 4.12 # 1.92,17.99,4.12,-47.54 # -2.49,-25.02,-25.02,163.0,7,2,64.44,-47.54,2012-01-31,30,70
ACHV,20,40.0,-9.35,190.0,-8.62,0.005922558823270201,11.06 # -91.51 # 67.92 # -3.62 # -14.14 # 20.97 # -23.11 # -28.66 # -33.42 # 53.41 # -13.24 # 20.0 # 21.95 # -34.43 # -71.78 # -4.0 # -58.04 # -53.38 # 11.61 # 35.33,11.06 # 67.92 # 20.97 # 53.41 # 20.0 # 21.95 # 11.61 # 35.33,30.28,21.46,-91.51 # -3.62 # -14.14 # -23.11 # -28.66 # -33.42 # -13.24 # -34.43 # -71.78 # -4.0 # -58.04 # -53.38,-35.78,-31.04,113.0,8,12,67.92,-91.51,2006-06-16,30,70
TRVI,6,66.67,11.38,161.0,12.67,0.7506735578386831,5.85 # 84.47 # -73.92 # 19.5 # 50.3 # -17.92,5.85 # 84.47 # 19.5 # 50.3,40.03,34.9,-73.92 # -17.92,-45.92,-45.92,101.0,4,2,84.47,-73.92,2019-08-05,30,70
AUID,3,66.67,21.47,201.0,41.13,0.20491790304309992,116.57 # -93.3 # 41.13,116.57 # 41.13,78.85,78.85,-93.3,-93.3,-93.3,73.0,2,1,116.57,-93.3,2021-08-20,30,70
CLSD,10,70.0,13.6,106.0,27.44,0.9152401186593723,9.66 # 31.36 # 76.18 # -80.75 # 0.0 # 51.52 # -44.83 # 29.2 # 38.0 # 25.67,9.66 # 31.36 # 76.18 # 0.0 # 51.52 # 29.2 # 38.0 # 25.67,32.7,30.28,-80.75 # -44.83,-62.79,-62.79,90.0,7,3,76.18,-80.75,2016-12-09,30,70
LIFE,9,33.33,-6.61,212.0,-17.12,0.07722737888497298,-76.81 # 62.71 # 52.94 # -75.22 # -19.73 # 71.84 # -46.63 # -17.12 # -11.49,62.71 # 52.94 # 71.84,62.5,62.71,-76.81 # -75.22 # -19.73 # -46.63 # -17.12 # -11.49,-41.17,-33.18,183.0,3,6,71.84,-76.81,2015-07-07,30,70
BHG,3,33.33,-37.26,272.0,-45.74,0.049366257727265356,-92.82 # -45.74 # 26.79,26.79,26.79,26.79,-92.82 # -45.74,-69.28,-69.28,147.0,1,2,26.79,-92.82,2021-07-16,30,70
LPTX,7,42.86,-5.16,167.0,-18.71,0.28110710898758706,-74.56 # -18.71 # 41.37 # 57.14 # -24.1 # -25.64 # 8.41,41.37 # 57.14 # 8.41,35.64,41.37,-74.56 # -18.71 # -24.1 # -25.64,-35.75,-24.87,154.0,3,4,57.14,-74.56,2018-08-02,30,70
FOA,6,50.0,-9.33,143.0,-14.58,0.32017743247398367,2.53 # 11.16 # -31.69 # -60.39 # 55.74 # -33.33,2.53 # 11.16 # 55.74,23.14,11.16,-31.69 # -60.39 # -33.33,-41.8,-33.33,122.0,3,3,55.74,-60.39,2020-03-13,30,70
PRPL,8,50.0,-8.12,189.0,1.76,0.10384166220342476,3.52 # -1.34 # 16.58 # 0.0 # 58.15 # 13.98 # -79.7 # -76.17,3.52 # 16.58 # 0.0 # 58.15 # 13.98,18.45,13.98,-1.34 # -79.7 # -76.17,-52.4,-76.17,111.5,4,4,58.15,-79.7,2016-07-19,30,70
DERM,2,50.0,17.88,215.0,17.88,0.6329474664158833,-69.1 # 104.85,104.85,104.85,104.85,-69.1,-69.1,-69.1,215.0,1,1,104.85,-69.1,2021-12-06,30,70
ADES,23,69.57,9.69,114.0,15.23,2.9253284097258274,-17.04 # 26.77 # -37.1 # -22.36 # 17.39 # 58.1 # 16.0 # 27.47 # 36.07 # 49.91 # 6.21 # -24.04 # -51.79 # 83.17 # 17.87 # 27.75 # 9.01 # 10.03 # 5.22 # -38.75 # 15.23 # -7.69 # 15.35,26.77 # 17.39 # 58.1 # 16.0 # 27.47 # 36.07 # 49.91 # 6.21 # 83.17 # 17.87 # 27.75 # 9.01 # 10.03 # 5.22 # 15.23 # 15.35,26.35,17.63,-17.04 # -37.1 # -22.36 # -24.04 # -51.79 # -38.75 # -7.69,-28.4,-24.04,97.0,16,7,83.17,-51.79,2006-05-04,30,70
FTLF,12,50.0,173.67,227.0,1.2,0.5708914559669646,-88.0 # -60.0 # -24.37 # 12.28 # -67.8 # 2233.33 # 42.53 # -17.6 # -3.85 # 6.25 # 10.0 # 41.23,12.28 # 2233.33 # 42.53 # 6.25 # 10.0 # 41.23,390.94,26.76,-88.0 # -60.0 # -24.37 # -67.8 # -17.6 # -3.85,-43.6,-42.18,113.0,6,6,2233.33,-88.0,2008-02-05,30,70
TCS,12,58.33,-5.35,169.0,3.14,0.2238317044157616,-17.77 # -61.69 # 21.27 # 14.91 # 17.58 # 46.84 # 1.0 # -50.13 # 6.95 # -47.31 # -1.17 # 5.29,21.27 # 14.91 # 17.58 # 46.84 # 1.0 # 6.95 # 5.29,16.26,14.91,-17.77 # -61.69 # -50.13 # -47.31 # -1.17,-35.61,-47.31,115.0,7,5,46.84,-61.69,2014-04-30,30,70
PRPH,11,45.45,-3.13,316.0,-4.32,0.22937952573435583,-55.03 # 26.68 # -62.79 # 62.0 # 32.72 # -4.32 # 19.23 # 34.62 # -37.46 # -5.49 # -44.56,26.68 # 62.0 # 32.72 # 19.23 # 34.62,35.05,32.72,-55.03 # -62.79 # -4.32 # -37.46 # -5.49 # -44.56,-34.94,-41.01,249.0,5,6,62.0,-62.79,2006-02-27,30,70
OPOF,13,69.23,2.93,213.0,5.64,1.2940349806657911,-15.74 # 18.21 # -12.66 # 7.47 # 5.64 # 27.7 # 2.47 # 9.33 # 0.82 # -20.62 # 11.58 # -9.91 # 13.83,18.21 # 7.47 # 5.64 # 27.7 # 2.47 # 9.33 # 0.82 # 11.58 # 13.83,10.78,9.33,-15.74 # -12.66 # -20.62 # -9.91,-14.73,-14.2,221.0,9,4,27.7,-20.62,2007-01-08,30,70
PFX,8,37.5,-18.14,344.0,-5.85,0.09129655139283319,-9.28 # 5.98 # 4.98 # -40.87 # -46.95 # -75.07 # -2.41 # 18.54,5.98 # 4.98 # 18.54,9.83,5.98,-9.28 # -40.87 # -46.95 # -75.07 # -2.41,-34.92,-40.87,295.5,3,5,18.54,-75.07,2011-02-23,30,70
DCTH,4,25.0,-32.02,309.0,-45.22,0.03517789170931221,-90.12 # 52.48 # -71.01 # -19.43,52.48,52.48,52.48,-90.12 # -71.01 # -19.43,-60.19,-71.01,268.5,1,3,52.48,-90.12,2019-04-04,30,70
STIM,4,25.0,-43.55,322.0,-54.11,0.02608496799025115,-90.0 # -52.96 # 24.01 # -55.26,24.01,24.01,24.01,-90.0 # -52.96 # -55.26,-66.08,-55.26,288.5,1,3,24.01,-90.0,2018-10-08,30,70
IKNA,3,0.0,-38.73,229.0,-41.81,0.20280806732240786,-15.74 # -41.81 # -58.64,,,,-15.74 # -41.81 # -58.64,-38.73,-41.81,205.0,0,3,-15.74,-58.64,2021-04-19,30,70
USGO,1,0.0,-22.18,108.0,-22.18,0.7782027068486307,-22.18,,,,-22.18,-22.18,-22.18,108.0,0,1,-22.18,-22.18,2023-08-14,30,70
