ticker,result,buy_price,sell_price,buy_date,sell_date,days_in_trade,buy_open,buy_low,buy_high,buy_close,buy_volume,buy_ticker,buy_hl2,buy_rsi,buy_sma_50,buy_diff_sma50,buy_sma_100,buy_diff_sma100,buy_sma_200,buy_diff_sma200,buy_bb_lower,buy_bb_upper,buy_diff_upper_bb,buy_diff_lower_bb,buy_local,buy_local_text,trade_id,status,sell_open,sell_low,sell_high,sell_close,sell_volume,sell_ticker,sell_hl2,sell_rsi,sell_sma_50,sell_diff_sma50,sell_sma_100,sell_diff_sma100,sell_sma_200,sell_diff_sma200,sell_bb_lower,sell_bb_upper,sell_diff_upper_bb,sell_diff_lower_bb,sell_local,sell_local_text
EUDA,0.09791666252745539,9.600000381469727,0.9399999976158142,2022-11-08,2023-08-23,288,9.600000381469727,9.5,9.619999885559082,9.5,1900.0,EUDA,9.559999942779541,28.96102953900016,9.987200050354003,-4.878244632105211,9.948899974822998,-4.51205636762857,9.888259992599487,-3.926474353324705,9.101836692655704,10.450163734590388,10.001723522004081,-4.191192708887326,,,1,closed,0.9399999976158142,0.8999999761581421,1.159999966621399,1.1299999952316284,515400.0,EUDA,1.0299999713897705,83.33134707765898,0.7500799942016602,50.65059779848311,1.100240000486374,2.7048639144276354,1.7663450068235398,-36.026088285904336,0.49034199166649856,1.1900580222571464,5.314869670703604,-56.606903209235156,,
EUDA,2.0236530975109304,0.7609999775886536,1.5399999618530273,2023-10-20,2024-01-12,84,0.7609999775886536,0.7260000109672546,0.9549999833106995,0.847000002861023,81100.0,EUDA,0.840499997138977,29.417751140291053,1.3214600026607513,-35.90422705525753,1.0996900004148484,-22.978293651710967,1.3472700020670891,-37.132126332399004,0.5841057618631401,1.8094942728506047,113.63568674597859,-31.038281004707258,,,2,open,,,,,,,,,,,,,,,,,,,,
GRRR,1.1814717469900964,10.232999801635742,12.09000015258789,2022-12-05,2023-03-28,113,10.232999801635742,10.232999801635742,10.232999801635742,10.232999801635742,400.0,GRRR,10.232999801635742,43.3318875005489,11.114639987945557,-7.932242405206125,11.826649990081787,-13.475076964165943,11.111389994621277,-7.905313317332396,9.159862033808857,11.23333788684544,9.775609348197145,-10.487030085306415,,,1,closed,12.09000015258789,11.364999771118164,12.239999771118164,12.020000457763672,465500.0,GRRR,11.802499771118164,83.87969773061613,7.493980026245117,60.39541626302323,8.181730003356934,46.912700038157084,10.072419991493225,19.335774996627396,6.0850969828718195,13.314903017128179,10.77289941805397,-49.37523501555711,,
GRRR,1.5401233816143218,3.240000009536743,4.989999771118164,2023-04-05,2023-07-10,96,3.240000009536743,2.950000047683716,3.5899999141693115,3.0,2299100.0,GRRR,3.2699999809265137,28.355867912547865,7.448980031013488,-59.726029771732,7.915930020809173,-62.10173672438128,9.95940499663353,-69.87771858846932,-1.3259754624082634,11.9339755501463,297.7991850048767,-144.19918208027545,,,2,closed,4.989999771118164,4.659999847412109,6.980000019073486,6.010000228881836,62696700.0,GRRR,5.819999933242798,92.02466230666045,2.030599992275238,195.97164639736735,4.138770005702972,45.2122302181668,6.685789996385575,-10.107852144160667,0.12729367594536534,6.692706304981148,11.359501665548688,-97.88196886692884,,
GRRR,0.4783783885374363,1.1100000143051147,0.531000018119812,2023-09-21,2024-01-12,113,1.1100000143051147,1.0099999904632568,1.1200000047683716,1.0199999809265137,1297700.0,GRRR,1.0649999976158142,22.777618257308447,1.898399999141693,-46.270544596097906,2.0276999950408934,-49.69670151298969,4.305095003247261,-76.3071435088623,0.9420938935423182,1.6659060988282874,63.32413039018561,-7.637851847156874,,,3,open,,,,,,,,,,,,,,,,,,,,
NCSM,1.209685879852135,382.0,462.1000061035156,2017-08-23,2017-09-21,29,382.0,363.3999938964844,391.6000061035156,382.20001220703125,4200.0,NCSM,377.5,28.714806792589748,449.2759991455078,-14.929795285314707,,,,,376.1105694472229,405.8094256699646,6.177240373855497,-1.5932607444580138,minimum,💸37.5%<br>$363.4,1,closed,462.1000061035156,462.1000061035156,476.79998779296875,473.3999938964844,2610.0,NCSM,469.4499969482422,69.2074963944101,428.1239996337891,10.575439429096178,450.86799987792966,4.997470218479716,,,443.24553869962193,487.4744564175656,2.9730592950026002,-6.3697624811241855,,
NCSM,1.1927784649732336,326.79998779296875,389.79998779296875,2017-11-15,2018-01-16,62,326.79998779296875,313.44000244140625,347.79998779296875,326.6000061035156,18195.0,NCSM,330.6199951171875,24.225868289843877,433.42800048828127,-24.647229589324603,434.74400024414064,-24.875327567463668,,,288.34431372585726,475.1756813913302,45.49163273460677,-11.713316491957826,,,2,closed,389.79998779296875,374.0,410.8399963378906,376.0,5580.0,NCSM,392.4199981689453,65.76742386726919,339.9719982910156,10.597343866580577,385.59,-2.487097694442275,,,358.25780255342096,391.4222023293915,4.101649555689235,-4.718669533664643,maximum,🚀48.32%<br>$410.84
NCSM,1.1675823686376563,291.20001220703125,340.0,2018-06-04,2018-08-09,66,291.20001220703125,280.3999938964844,311.3999938964844,284.0,8240.0,NCSM,295.8999938964844,25.80519570620841,336.02799926757814,-15.48323335584556,331.721999206543,-14.38614240861048,358.95899948120115,-20.882329065307857,280.27816775427686,314.2818298043169,10.66261612828059,-1.3105043118743387,,,3,closed,340.0,334.3999938964844,352.6000061035156,334.79998779296875,4220.0,NCSM,343.5,72.0658041737065,292.8440002441406,14.327077732120141,315.59199981689454,6.0863355177630085,326.80899932861325,2.4451555742871056,305.69300018266387,343.18699249311743,2.5050791535079053,-8.69384368923689,maximum,🚀40.25%<br>$352.6
NCSM,0.25367155691492554,299.6000061035156,76.0,2018-10-12,2019-06-24,255,299.6000061035156,293.20001220703125,303.3999938964844,297.79998779296875,6550.0,NCSM,298.3000030517578,32.57619951147587,324.0639996337891,-8.104575599418684,307.85600006103516,-3.266466226441167,320.8969995117188,-7.1976402876607555,282.1926197532382,346.12737536394934,16.228136182657572,-5.240889415543171,,,4,closed,76.0,69.80000305175781,77.4000015258789,73.80000305175781,3285.0,NCSM,73.60000228881836,63.84745915672796,68.72399993896484,7.386070539114531,87.94399963378906,-16.082958065278817,144.01899990081787,-48.75675910638044,60.03179678203969,80.12820688006968,8.57480158079904,-18.65610528506636,,
NCSM,0.29999999342293576,58.0,17.399999618530273,2019-08-06,2020-06-09,308,58.0,46.599998474121094,58.380001068115234,46.599998474121094,4025.0,NCSM,52.489999771118164,33.478297424787584,60.56799987792969,-23.061685100977524,73.54399967193604,-36.63657309638629,105.52799978256226,-55.841105137840955,36.98032320765475,67.89967404576322,45.70745980489832,-20.643080646898625,,,5,closed,17.399999618530273,14.600000381469727,18.18000030517578,14.720000267028809,27425.0,NCSM,16.390000343322754,58.56934870311382,11.49399995803833,28.066820260725468,18.944599981307984,-22.299756756265378,31.307299914360048,-52.98221083486976,6.698428110861008,19.725571675515944,34.00523992991404,-54.494375072364946,,
