ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy
NCNO,6,16.67,-7.47,45.0,-7.37,0.6084342327888191,-6.41 # -18.78 # -16.43 # -8.33 # -5.88 # 11.01,11.01,11.01,11.01,-6.41 # -18.78 # -16.43 # -8.33 # -5.88,-11.17,-8.33,26.0,1,5,11.01,-18.78,2020-08-27
JXN,4,25.0,7.99,130.0,-4.21,1.2650542014798842,-4.93 # -5.5 # -3.48 # 45.89,45.89,45.89,45.89,-4.93 # -5.5 # -3.48,-4.64,-4.93,143.0,1,3,45.89,-5.5,2021-09-03
ENS,33,39.39,4.88,112.0,-2.24,2.808278662627808,-2.39 # -12.08 # 20.4 # -13.93 # -2.24 # -0.55 # 26.75 # -1.51 # 53.68 # -1.53 # 35.68 # 29.8 # 1.08 # 77.42 # -5.41 # 4.48 # -10.43 # 20.82 # -2.4 # -6.24 # -2.65 # 0.24 # -7.19 # -20.86 # -9.35 # -12.78 # 18.38 # -9.23 # -13.06 # 3.7 # 12.77 # -4.92 # -5.51,20.4 # 26.75 # 53.68 # 35.68 # 29.8 # 1.08 # 77.42 # 4.48 # 20.82 # 0.24 # 18.38 # 3.7 # 12.77,23.48,20.4,-2.39 # -12.08 # -13.93 # -2.24 # -0.55 # -1.51 # -1.53 # -5.41 # -10.43 # -2.4 # -6.24 # -2.65 # -7.19 # -20.86 # -9.35 # -12.78 # -9.23 # -13.06 # -4.92 # -5.51,-7.21,-5.87,95.0,13,20,77.42,-20.86,2006-01-19
MATX,32,34.38,4.09,102.0,-2.77,1.9918833345788804,-2.42 # 11.57 # -9.86 # -12.66 # 9.17 # -3.19 # -5.03 # -7.9 # 35.62 # -19.32 # 16.71 # -17.88 # 1.95 # 0.31 # 2.2 # 38.34 # -4.06 # -4.25 # -2.11 # -0.09 # -14.66 # -6.39 # -9.28 # -13.28 # -2.27 # -0.29 # -8.32 # 80.4 # 15.05 # -3.11 # -3.61 # 69.58,11.57 # 9.17 # 35.62 # 16.71 # 1.95 # 0.31 # 2.2 # 38.34 # 80.4 # 15.05 # 69.58,25.54,15.05,-2.42 # -9.86 # -12.66 # -3.19 # -5.03 # -7.9 # -19.32 # -17.88 # -4.06 # -4.25 # -2.11 # -0.09 # -14.66 # -6.39 # -9.28 # -13.28 # -2.27 # -0.29 # -8.32 # -3.11 # -3.61,-7.14,-5.03,72.5,11,21,80.4,-19.32,2006-10-06
NEOG,36,47.22,2.12,117.0,-2.13,0.913334457177207,7.77 # -9.22 # -5.87 # 65.53 # -10.86 # -8.35 # -4.97 # -7.76 # -14.65 # 25.27 # 52.38 # -6.39 # 4.43 # 27.35 # 13.36 # -13.79 # -8.5 # 4.4 # -3.12 # -7.51 # 5.78 # 1.99 # -1.14 # 17.68 # 18.75 # 6.16 # 2.72 # -12.38 # 10.84 # -9.45 # 16.49 # -7.83 # -64.08 # -11.76 # 15.09 # -11.92,7.77 # 65.53 # 25.27 # 52.38 # 4.43 # 27.35 # 13.36 # 4.4 # 5.78 # 1.99 # 17.68 # 18.75 # 6.16 # 2.72 # 10.84 # 16.49 # 15.09,17.41,13.36,-9.22 # -5.87 # -10.86 # -8.35 # -4.97 # -7.76 # -14.65 # -6.39 # -13.79 # -8.5 # -3.12 # -7.51 # -1.14 # -12.38 # -9.45 # -7.83 # -64.08 # -11.76 # -11.92,-11.55,-8.5,93.5,17,19,65.53,-64.08,2006-01-19
HWC,42,19.05,-0.22,74.0,-5.15,0.4938189676953988,27.78 # -4.47 # -0.44 # -12.56 # -12.86 # -0.12 # -9.62 # -12.98 # -6.14 # -2.89 # -5.69 # 1.6 # -6.97 # -6.5 # 5.98 # -6.96 # -2.3 # -4.9 # -1.56 # 2.45 # -4.96 # -5.34 # -8.2 # -7.34 # -13.7 # 71.03 # -1.53 # -2.22 # -6.04 # -5.38 # -5.8 # -7.03 # 1.44 # 94.57 # -3.19 # -1.8 # -2.21 # -10.52 # -9.35 # -20.42 # -13.04 # 10.95,27.78 # 1.6 # 5.98 # 2.45 # 71.03 # 1.44 # 94.57 # 10.95,26.97,8.46,-4.47 # -0.44 # -12.56 # -12.86 # -0.12 # -9.62 # -12.98 # -6.14 # -2.89 # -5.69 # -6.97 # -6.5 # -6.96 # -2.3 # -4.9 # -1.56 # -4.96 # -5.34 # -8.2 # -7.34 # -13.7 # -1.53 # -2.22 # -6.04 # -5.38 # -5.8 # -7.03 # -3.19 # -1.8 # -2.21 # -10.52 # -9.35 # -20.42 # -13.04,-6.62,-5.92,50.5,8,34,94.57,-20.42,2006-01-19
SKY,34,20.59,5.58,85.0,-6.99,0.9135050262213222,-2.72 # -6.71 # -1.67 # -2.53 # -9.98 # -15.65 # -17.68 # -8.69 # -1.12 # -6.93 # -16.01 # -4.13 # -24.24 # -10.92 # -8.07 # -16.48 # 7.47 # -7.05 # -26.9 # 216.27 # -15.85 # 142.46 # -17.37 # 46.94 # -5.35 # -14.25 # 36.67 # 25.08 # -17.43 # -16.69 # 14.62 # -6.92 # -12.02 # -6.53,7.47 # 216.27 # 142.46 # 46.94 # 36.67 # 25.08 # 14.62,69.93,36.67,-2.72 # -6.71 # -1.67 # -2.53 # -9.98 # -15.65 # -17.68 # -8.69 # -1.12 # -6.93 # -16.01 # -4.13 # -24.24 # -10.92 # -8.07 # -16.48 # -7.05 # -26.9 # -15.85 # -17.37 # -5.35 # -14.25 # -17.43 # -16.69 # -6.92 # -12.02 # -6.53,-11.11,-9.98,55.0,7,27,216.27,-26.9,2006-01-20
WTM,32,53.12,2.26,125.0,0.54,1.3944261466745267,1.19 # -9.01 # 8.14 # -1.74 # -6.52 # -52.45 # 48.77 # 8.33 # 1.07 # 19.95 # -3.54 # -1.07 # -3.14 # 7.32 # -4.77 # -0.44 # 3.9 # 0.01 # 2.04 # 6.89 # 6.54 # 6.4 # -2.37 # 2.46 # -1.25 # 10.76 # 19.34 # -1.3 # 16.63 # -2.04 # -6.26 # -1.58,1.19 # 8.14 # 48.77 # 8.33 # 1.07 # 19.95 # 7.32 # 3.9 # 0.01 # 2.04 # 6.89 # 6.54 # 6.4 # 2.46 # 10.76 # 19.34 # 16.63,9.98,6.89,-9.01 # -1.74 # -6.52 # -52.45 # -3.54 # -1.07 # -3.14 # -4.77 # -0.44 # -2.37 # -1.25 # -1.3 # -2.04 # -6.26 # -1.58,-6.5,-2.37,91.5,17,15,48.77,-52.45,2006-01-18
ARWR,30,36.67,19.52,78.0,-9.81,2.9931229148436,2.49 # 3.64 # 5.94 # -17.69 # -15.7 # -9.73 # -38.42 # -1.98 # -13.54 # 429.23 # -52.94 # -11.25 # -29.74 # -13.23 # -4.92 # 3.27 # 76.68 # 222.75 # 61.03 # 38.22 # -11.99 # 58.16 # -19.45 # -18.06 # -13.15 # -19.22 # -9.89 # -5.8 # -20.61 # 11.58,2.49 # 3.64 # 5.94 # 429.23 # 3.27 # 76.68 # 222.75 # 61.03 # 38.22 # 58.16 # 11.58,83.0,38.22,-17.69 # -15.7 # -9.73 # -38.42 # -1.98 # -13.54 # -52.94 # -11.25 # -29.74 # -13.23 # -4.92 # -11.99 # -19.45 # -18.06 # -13.15 # -19.22 # -9.89 # -5.8 # -20.61,-17.23,-13.54,60.5,11,19,429.23,-52.94,2006-01-19
MC,20,35.0,2.09,89.0,-5.74,1.0680068338780804,15.19 # -10.04 # -8.92 # -7.05 # -13.38 # -4.12 # -9.58 # 28.67 # 3.04 # 45.72 # -5.15 # -12.34 # -25.09 # 58.61 # 13.83 # -10.41 # -12.09 # -6.34 # -3.52 # 4.87,15.19 # 28.67 # 3.04 # 45.72 # 58.61 # 13.83 # 4.87,24.27,15.19,-10.04 # -8.92 # -7.05 # -13.38 # -4.12 # -9.58 # -5.15 # -12.34 # -25.09 # -10.41 # -12.09 # -6.34 # -3.52,-9.85,-9.58,49.5,7,13,58.61,-25.09,2014-04-29
RCM,11,45.45,19.3,134.0,-4.63,3.6888086148928987,20.0 # 118.98 # -4.63 # 20.04 # -8.2 # 102.26 # -9.83 # -10.03 # -11.0 # -20.95 # 15.71,20.0 # 118.98 # 20.04 # 102.26 # 15.71,55.4,20.04,-4.63 # -8.2 # -9.83 # -10.03 # -11.0 # -20.95,-10.77,-9.93,112.0,5,6,118.98,-20.95,2017-03-20
NVMI,38,44.74,19.73,102.0,-1.94,25.239603608364337,-4.69 # 18.42 # -18.21 # 511.84 # 0.97 # -23.9 # 80.29 # -12.26 # 7.49 # -8.14 # -10.23 # 13.82 # 0.87 # -2.05 # 12.17 # -11.3 # -3.98 # -5.15 # -1.83 # 4.88 # -3.82 # 100.87 # 6.5 # -4.64 # -4.17 # -8.02 # -5.15 # -17.36 # -1.62 # 27.13 # 26.62 # 80.91 # -3.31 # 7.54 # -11.69 # -4.21 # 8.57 # 6.6,18.42 # 511.84 # 0.97 # 80.29 # 7.49 # 13.82 # 0.87 # 12.17 # 4.88 # 100.87 # 6.5 # 27.13 # 26.62 # 80.91 # 7.54 # 8.57 # 6.6,53.85,12.17,-4.69 # -18.21 # -23.9 # -12.26 # -8.14 # -10.23 # -2.05 # -11.3 # -3.98 # -5.15 # -1.83 # -3.82 # -4.64 # -4.17 # -8.02 # -5.15 # -17.36 # -1.62 # -3.31 # -11.69 # -4.21,-7.89,-5.15,69.0,17,21,511.84,-23.9,2006-01-25
ESMT,6,16.67,-9.86,77.0,-9.28,0.49431087590816214,-36.42 # -11.15 # -9.09 # -5.33 # -9.48 # 12.32,12.32,12.32,12.32,-36.42 # -11.15 # -9.09 # -5.33 # -9.48,-14.29,-9.48,45.5,1,5,12.32,-36.42,2021-09-27
FOLD,32,25.0,5.38,85.0,-8.93,0.9816943258685294,-1.46 # -17.25 # 22.52 # -16.28 # 94.7 # -14.98 # -14.77 # -18.33 # -9.63 # -20.18 # -37.21 # -25.25 # 107.89 # 125.49 # -9.99 # -30.45 # 83.95 # -3.88 # -7.43 # -2.5 # -9.73 # -8.54 # -15.77 # -14.93 # 25.69 # 23.77 # -9.32 # -15.89 # -6.31 # 8.17 # -6.15 # -3.8,22.52 # 94.7 # 107.89 # 125.49 # 83.95 # 25.69 # 23.77 # 8.17,61.52,54.82,-1.46 # -17.25 # -16.28 # -14.98 # -14.77 # -18.33 # -9.63 # -20.18 # -37.21 # -25.25 # -9.99 # -30.45 # -3.88 # -7.43 # -2.5 # -9.73 # -8.54 # -15.77 # -14.93 # -9.32 # -15.89 # -6.31 # -6.15 # -3.8,-13.33,-12.38,70.5,8,24,125.49,-37.21,2007-09-27
UMBF,39,28.21,-0.44,83.0,-3.83,0.5906211910465536,2.64 # -2.78 # 6.37 # -4.85 # 2.63 # -1.22 # -2.68 # -2.64 # 0.49 # -12.59 # -5.19 # -4.77 # -5.41 # 1.34 # -13.33 # 25.22 # 14.89 # -4.13 # -5.89 # -12.17 # -11.28 # -4.36 # -3.83 # -0.02 # 33.41 # 0.04 # -4.76 # -3.53 # -10.68 # -5.41 # -2.76 # -10.12 # -11.15 # 65.47 # -0.22 # -7.78 # -20.72 # -13.34 # 18.03,2.64 # 6.37 # 2.63 # 0.49 # 1.34 # 25.22 # 14.89 # 33.41 # 0.04 # 65.47 # 18.03,15.5,6.37,-2.78 # -4.85 # -1.22 # -2.68 # -2.64 # -12.59 # -5.19 # -4.77 # -5.41 # -13.33 # -4.13 # -5.89 # -12.17 # -11.28 # -4.36 # -3.83 # -0.02 # -4.76 # -3.53 # -10.68 # -5.41 # -2.76 # -10.12 # -11.15 # -0.22 # -7.78 # -20.72 # -13.34,-6.7,-5.02,65.0,11,28,65.47,-20.72,2006-01-20
LNTH,13,53.85,38.75,126.0,13.26,18.588725995184888,-0.14 # -3.59 # 221.56 # 80.75 # 14.7 # -14.94 # 42.33 # -12.61 # 69.78 # -16.76 # 137.27 # 13.26 # -27.93,221.56 # 80.75 # 14.7 # 42.33 # 69.78 # 137.27 # 13.26,82.81,69.78,-0.14 # -3.59 # -14.94 # -12.61 # -16.76 # -27.93,-12.66,-13.77,126.0,7,6,221.56,-27.93,2015-07-09
ACA,13,46.15,2.8,89.0,0.0,1.266168775025576,-15.11 # 6.45 # 0.0 # 9.46 # 13.11 # 42.2 # -1.62 # -8.57 # -11.84 # -12.18 # -3.62 # 15.18 # 2.95,6.45 # 0.0 # 9.46 # 13.11 # 42.2 # 15.18 # 2.95,12.76,9.46,-15.11 # -1.62 # -8.57 # -11.84 # -12.18 # -3.62,-8.82,-10.21,57.0,6,7,42.2,-15.11,2018-11-09
AEIS,34,35.29,5.33,106.0,-3.93,2.4895095541519363,-2.61 # -12.21 # 59.33 # 2.22 # -1.57 # -15.27 # 37.69 # -9.22 # -16.03 # -7.11 # 4.54 # -7.35 # 36.37 # -0.78 # -6.28 # 21.32 # 20.53 # -5.57 # -3.06 # 128.61 # -8.03 # -4.81 # -0.04 # -5.45 # -11.11 # 1.89 # -11.12 # 37.65 # -13.54 # -15.86 # -11.71 # 0.81 # 7.33 # -8.18,59.33 # 2.22 # 37.69 # 4.54 # 36.37 # 21.32 # 20.53 # 128.61 # 1.89 # 37.65 # 0.81 # 7.33,29.86,20.93,-2.61 # -12.21 # -1.57 # -15.27 # -9.22 # -16.03 # -7.11 # -7.35 # -0.78 # -6.28 # -5.57 # -3.06 # -8.03 # -4.81 # -0.04 # -5.45 # -11.11 # -11.12 # -13.54 # -15.86 # -11.71 # -8.18,-8.04,-7.69,87.5,12,22,128.61,-16.03,2006-01-20
GPI,36,41.67,3.51,100.0,-3.57,0.9634147277669571,66.56 # -16.92 # -7.38 # -9.25 # -19.19 # -56.08 # 77.0 # -24.71 # -16.59 # -3.11 # 29.0 # -16.41 # 11.81 # 4.71 # 5.92 # 3.51 # -4.66 # -6.97 # -1.78 # -3.42 # 12.38 # 5.06 # -10.39 # -8.55 # -15.64 # 13.0 # 12.21 # -18.28 # 115.26 # -5.03 # 5.2 # -16.4 # -3.73 # -6.75 # 34.68 # 1.2,66.56 # 77.0 # 29.0 # 11.81 # 4.71 # 5.92 # 3.51 # 12.38 # 5.06 # 13.0 # 12.21 # 115.26 # 5.2 # 34.68 # 1.2,26.5,12.21,-16.92 # -7.38 # -9.25 # -19.19 # -56.08 # -24.71 # -16.59 # -3.11 # -16.41 # -4.66 # -6.97 # -1.78 # -3.42 # -10.39 # -8.55 # -15.64 # -18.28 # -5.03 # -16.4 # -3.73 # -6.75,-12.92,-9.25,72.5,15,21,115.26,-56.08,2006-01-20
LOPE,30,36.67,5.98,108.0,-3.59,3.0353729399965124,5.15 # 48.38 # -5.38 # -1.36 # -8.42 # 115.33 # -5.39 # -6.38 # -9.68 # -4.06 # -4.75 # -1.66 # -3.41 # 64.12 # 7.44 # 13.12 # -8.26 # 3.0 # -5.33 # -5.94 # -3.76 # -10.12 # -7.39 # -1.78 # -6.25 # 0.05 # 2.85 # 9.6 # -4.79 # 14.55,5.15 # 48.38 # 115.33 # 64.12 # 7.44 # 13.12 # 3.0 # 0.05 # 2.85 # 9.6 # 14.55,25.78,9.6,-5.38 # -1.36 # -8.42 # -5.39 # -6.38 # -9.68 # -4.06 # -4.75 # -1.66 # -3.41 # -8.26 # -5.33 # -5.94 # -3.76 # -10.12 # -7.39 # -1.78 # -6.25 # -4.79,-5.48,-5.38,78.5,11,19,115.33,-10.12,2008-11-24
MAN,32,43.75,3.04,107.0,-1.08,1.7753584623708514,14.3 # 18.31 # -1.41 # 3.8 # -4.79 # 17.61 # 8.33 # -7.68 # -11.03 # 13.28 # -8.65 # -3.94 # -8.69 # -3.76 # 35.26 # 32.88 # -3.31 # 14.57 # -10.5 # -8.7 # 48.58 # 4.35 # 2.75 # 1.02 # -11.05 # -13.29 # 29.66 # -11.65 # -30.5 # -0.75 # -7.34 # -0.32,14.3 # 18.31 # 3.8 # 17.61 # 8.33 # 13.28 # 35.26 # 32.88 # 14.57 # 48.58 # 4.35 # 2.75 # 1.02 # 29.66,17.48,14.43,-1.41 # -4.79 # -7.68 # -11.03 # -8.65 # -3.94 # -8.69 # -3.76 # -3.31 # -10.5 # -8.7 # -11.05 # -13.29 # -11.65 # -30.5 # -0.75 # -7.34 # -0.32,-8.19,-8.17,91.0,14,18,48.58,-30.5,2006-01-31
RARE,19,31.58,0.19,76.0,-8.12,0.5563436810304098,-31.35 # -7.13 # 73.48 # -28.45 # -8.33 # -15.11 # -9.66 # -15.56 # -13.87 # 36.17 # -8.12 # -28.69 # 34.37 # 3.15 # 43.91 # -24.9 # -4.05 # -4.53 # 12.31,73.48 # 36.17 # 34.37 # 3.15 # 43.91 # 12.31,33.9,35.27,-31.35 # -7.13 # -28.45 # -8.33 # -15.11 # -9.66 # -15.56 # -13.87 # -8.12 # -28.69 # -24.9 # -4.05 # -4.53,-15.37,-13.87,58.0,6,13,73.48,-31.35,2014-02-25
SLAB,32,40.62,2.08,109.0,-2.77,1.443037040885125,-8.2 # -5.69 # 10.84 # -3.12 # 53.23 # -3.14 # 0.26 # 7.24 # 0.36 # -8.09 # 4.56 # -5.46 # -4.69 # 4.39 # -7.9 # -1.66 # 7.8 # -11.73 # 41.14 # 14.2 # -5.8 # -2.42 # 17.68 # -6.81 # -1.66 # 24.51 # -4.27 # -14.58 # -8.93 # 8.29 # -11.07 # -12.8,10.84 # 53.23 # 0.26 # 7.24 # 0.36 # 4.56 # 4.39 # 7.8 # 41.14 # 14.2 # 17.68 # 24.51 # 8.29,14.96,8.29,-8.2 # -5.69 # -3.12 # -3.14 # -8.09 # -5.46 # -4.69 # -7.9 # -1.66 # -11.73 # -5.8 # -2.42 # -6.81 # -1.66 # -4.27 # -14.58 # -8.93 # -11.07 # -12.8,-6.74,-5.8,87.0,13,19,53.23,-14.58,2006-01-26
GT,30,26.67,2.9,94.0,-8.19,0.9710898562809047,96.64 # -9.91 # 35.15 # -16.14 # 25.25 # -16.46 # -8.28 # -2.45 # 0.31 # 68.25 # -10.74 # -11.98 # -8.12 # 9.02 # -7.12 # -6.61 # -12.93 # -4.94 # 1.67 # -11.53 # -11.18 # -8.87 # -4.53 # -14.65 # 78.48 # -8.25 # -25.22 # -11.23 # -9.82 # -6.85,96.64 # 35.15 # 25.25 # 0.31 # 68.25 # 9.02 # 1.67 # 78.48,39.35,30.2,-9.91 # -16.14 # -16.46 # -8.28 # -2.45 # -10.74 # -11.98 # -8.12 # -7.12 # -6.61 # -12.93 # -4.94 # -11.53 # -11.18 # -8.87 # -4.53 # -14.65 # -8.25 # -25.22 # -11.23 # -9.82 # -6.85,-10.35,-9.87,70.5,8,22,96.64,-25.22,2006-09-08
ACLS,33,39.39,17.39,105.0,-3.77,23.025283171070026,-2.9 # -2.06 # -12.99 # 5.81 # -5.85 # -4.55 # -14.58 # 300.0 # 53.76 # -3.77 # -6.61 # 65.65 # -10.66 # -9.32 # 18.69 # -4.23 # 7.95 # -17.65 # -9.85 # -10.05 # 93.03 # 25.32 # -16.93 # 22.88 # -3.75 # 41.22 # -6.22 # 38.61 # -6.17 # -17.47 # -12.64 # 58.91 # 20.17,5.81 # 300.0 # 53.76 # 65.65 # 18.69 # 7.95 # 93.03 # 25.32 # 22.88 # 41.22 # 38.61 # 58.91 # 20.17,57.85,38.61,-2.9 # -2.06 # -12.99 # -5.85 # -4.55 # -14.58 # -3.77 # -6.61 # -10.66 # -9.32 # -4.23 # -17.65 # -9.85 # -10.05 # -16.93 # -3.75 # -6.22 # -6.17 # -17.47 # -12.64,-8.91,-7.97,92.0,13,20,300.0,-17.65,2006-01-19
PGNY,10,30.0,5.44,82.0,-5.53,1.2029849760780302,39.23 # -5.61 # -5.35 # 87.24 # -15.54 # -12.56 # -14.01 # -16.18 # -5.45 # 2.61,39.23 # 87.24 # 2.61,43.03,39.23,-5.61 # -5.35 # -15.54 # -12.56 # -14.01 # -16.18 # -5.45,-10.67,-12.56,72.0,3,7,87.24,-16.18,2019-10-29
INST,9,0.0,-7.0,49.0,-8.13,0.516796454237331,-12.46 # -8.13 # -4.53 # -4.33 # -0.64 # -10.78 # -9.78 # -9.35 # -2.95,,,,-12.46 # -8.13 # -4.53 # -4.33 # -0.64 # -10.78 # -9.78 # -9.35 # -2.95,-7.0,-8.13,37.0,0,9,-0.64,-12.46,2021-09-01
AB,34,32.35,2.45,92.0,-3.27,1.6262642220335193,0.48 # 23.86 # -2.48 # -10.45 # 44.44 # -3.47 # -6.92 # -8.16 # 49.3 # 6.7 # -0.19 # -0.19 # -7.27 # 9.94 # -9.27 # -6.94 # -3.4 # -0.65 # 6.57 # 0.38 # -2.59 # 6.2 # -9.22 # -9.08 # -4.67 # -5.26 # -3.13 # -4.23 # -4.1 # -5.0 # 50.27 # -6.29 # -8.48 # 6.62,0.48 # 23.86 # 44.44 # 49.3 # 6.7 # 9.94 # 6.57 # 0.38 # 6.2 # 50.27 # 6.62,18.61,6.7,-2.48 # -10.45 # -3.47 # -6.92 # -8.16 # -0.19 # -0.19 # -7.27 # -9.27 # -6.94 # -3.4 # -0.65 # -2.59 # -9.22 # -9.08 # -4.67 # -5.26 # -3.13 # -4.23 # -4.1 # -5.0 # -6.29 # -8.48,-5.28,-5.0,60.5,11,23,50.27,-10.45,2006-01-30
WDFC,38,47.37,1.63,106.0,-0.64,1.463655954353143,2.05 # 1.56 # -8.92 # 12.34 # -11.53 # -4.85 # 3.2 # 4.0 # -0.65 # -3.01 # 0.52 # 5.38 # 0.35 # -4.72 # -8.25 # -15.05 # 9.07 # 32.44 # -4.37 # -5.63 # 10.06 # -1.53 # 13.48 # 7.04 # -10.49 # -4.19 # -4.96 # 37.92 # -1.19 # 5.44 # -3.49 # -13.61 # -0.64 # 9.38 # -13.04 # -11.36 # 15.67 # 23.69,2.05 # 1.56 # 12.34 # 3.2 # 4.0 # 0.52 # 5.38 # 0.35 # 9.07 # 32.44 # 10.06 # 13.48 # 7.04 # 37.92 # 5.44 # 9.38 # 15.67 # 23.69,10.75,8.06,-8.92 # -11.53 # -4.85 # -0.65 # -3.01 # -4.72 # -8.25 # -15.05 # -4.37 # -5.63 # -1.53 # -10.49 # -4.19 # -4.96 # -1.19 # -3.49 # -13.61 # -0.64 # -13.04 # -11.36,-6.57,-4.9,87.5,18,20,37.92,-15.05,2006-01-26
MAIN,38,34.21,0.43,92.0,-2.04,0.9718610194972797,-0.41 # -23.55 # -13.27 # 12.57 # 2.47 # -8.88 # -2.58 # 13.23 # -6.11 # 24.02 # 25.59 # -6.03 # 10.1 # -3.16 # -4.94 # -1.87 # -2.85 # -3.03 # 10.7 # -1.38 # 3.93 # 3.35 # 0.78 # 7.58 # -2.22 # -9.11 # -9.61 # -2.5 # 28.46 # -0.56 # -8.66 # -8.34 # -3.62 # -1.98 # -4.59 # -1.23 # -2.1 # 6.24,12.57 # 2.47 # 13.23 # 24.02 # 25.59 # 10.1 # 10.7 # 3.93 # 3.35 # 0.78 # 7.58 # 28.46 # 6.24,11.46,10.1,-0.41 # -23.55 # -13.27 # -8.88 # -2.58 # -6.11 # -6.03 # -3.16 # -4.94 # -1.87 # -2.85 # -3.03 # -1.38 # -2.22 # -9.11 # -9.61 # -2.5 # -0.56 # -8.66 # -8.34 # -3.62 # -1.98 # -4.59 # -1.23 # -2.1,-5.3,-3.16,58.0,13,25,28.46,-23.55,2007-10-11
USM,44,20.45,-3.57,57.0,-4.47,0.16900002615025644,9.09 # -0.74 # -2.2 # -4.57 # 10.88 # 17.97 # -23.45 # -9.77 # -5.5 # -5.04 # -1.68 # -1.52 # 15.49 # -3.55 # -5.09 # -0.09 # -7.97 # -7.08 # -10.4 # 4.45 # -5.32 # -6.18 # -4.67 # -1.24 # -11.0 # -3.41 # 0.43 # -3.39 # -3.2 # -7.0 # -6.8 # -9.67 # -6.72 # -4.37 # -7.79 # 6.67 # -3.59 # -16.78 # -12.95 # 4.57 # -8.73 # -3.91 # -26.29 # 15.08,9.09 # 10.88 # 17.97 # 15.49 # 4.45 # 0.43 # 6.67 # 4.57 # 15.08,9.4,9.09,-0.74 # -2.2 # -4.57 # -23.45 # -9.77 # -5.5 # -5.04 # -1.68 # -1.52 # -3.55 # -5.09 # -0.09 # -7.97 # -7.08 # -10.4 # -5.32 # -6.18 # -4.67 # -1.24 # -11.0 # -3.41 # -3.39 # -3.2 # -7.0 # -6.8 # -9.67 # -6.72 # -4.37 # -7.79 # -3.59 # -16.78 # -12.95 # -8.73 # -3.91 # -26.29,-6.91,-5.32,37.5,9,35,17.97,-26.29,2006-02-22
BCO,36,33.33,3.72,89.0,-2.43,1.881489542929229,-1.91 # 3.93 # 5.22 # -2.33 # -7.09 # -14.01 # 6.04 # -9.94 # -9.91 # -5.21 # -0.24 # 27.04 # -9.37 # -10.32 # -10.8 # 10.87 # -4.5 # 10.71 # 15.55 # -5.91 # -2.56 # 137.27 # -3.87 # -1.98 # -9.83 # -2.13 # 6.1 # -1.56 # 41.88 # -5.34 # -3.94 # -9.4 # -10.33 # -2.53 # 7.75 # 6.5,3.93 # 5.22 # 6.04 # 27.04 # 10.87 # 10.71 # 15.55 # 137.27 # 6.1 # 41.88 # 7.75 # 6.5,23.24,9.23,-1.91 # -2.33 # -7.09 # -14.01 # -9.94 # -9.91 # -5.21 # -0.24 # -9.37 # -10.32 # -10.8 # -4.5 # -5.91 # -2.56 # -3.87 # -1.98 # -9.83 # -2.13 # -1.56 # -5.34 # -3.94 # -9.4 # -10.33 # -2.53,-6.04,-5.28,61.0,12,24,137.27,-14.01,2006-01-19
AAP,31,45.16,3.75,108.0,-1.55,2.4226693512880932,1.77 # 8.71 # -21.48 # -2.86 # -0.33 # 26.75 # -5.3 # 51.08 # -4.57 # 10.63 # -11.14 # 6.95 # -2.22 # -4.45 # 23.62 # -1.55 # 11.24 # 5.72 # -3.85 # -2.44 # -8.15 # 6.91 # 27.57 # -7.84 # -7.81 # 5.21 # -6.5 # -1.95 # 19.52 # 4.54 # -1.61,1.77 # 8.71 # 26.75 # 51.08 # 10.63 # 6.95 # 23.62 # 11.24 # 5.72 # 6.91 # 27.57 # 5.21 # 19.52 # 4.54,15.02,9.67,-21.48 # -2.86 # -0.33 # -5.3 # -4.57 # -11.14 # -2.22 # -4.45 # -1.55 # -3.85 # -2.44 # -8.15 # -7.84 # -7.81 # -6.5 # -1.95 # -1.61,-5.53,-4.45,82.0,14,17,51.08,-21.48,2006-10-13
MLTX,5,40.0,87.33,149.0,-2.08,4.2381046773193605,-2.08 # 3.14 # -22.29 # 461.74 # -3.87,3.14 # 461.74,232.44,232.44,-2.08 # -22.29 # -3.87,-9.41,-3.87,101.0,2,3,461.74,-22.29,2020-10-23
VRRM,21,33.33,-1.39,73.0,-1.72,0.6524557986531628,-1.98 # -6.19 # -0.2 # -0.4 # 0.57 # -0.6 # 0.74 # 21.56 # 6.2 # -23.54 # -13.71 # -6.41 # 16.23 # -1.72 # -11.39 # -2.72 # -5.02 # -5.72 # -21.19 # 15.82 # 10.45,0.57 # 0.74 # 21.56 # 6.2 # 16.23 # 15.82 # 10.45,10.23,10.45,-1.98 # -6.19 # -0.2 # -0.4 # -0.6 # -23.54 # -13.71 # -6.41 # -1.72 # -11.39 # -2.72 # -5.02 # -5.72 # -21.19,-7.2,-5.37,50.0,7,14,21.56,-23.54,2017-04-11
