ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy
BCPC,37,43.24,1.3,107.0,-1.87,1.1286986453190102,7.47 # -12.46 # -8.32 # 0.89 # -9.49 # 2.27 # -1.51 # 1.27 # 4.38 # 5.13 # 6.8 # -3.83 # 16.31 # -1.87 # -10.07 # 2.97 # 53.64 # -13.63 # 4.71 # -7.97 # -5.68 # 2.59 # -9.75 # -8.51 # 28.88 # -3.33 # 19.27 # 1.72 # -13.92 # -8.66 # -3.54 # 50.77 # -7.35 # -12.52 # -11.58 # -5.77 # -1.12,7.47 # 0.89 # 2.27 # 1.27 # 4.38 # 5.13 # 6.8 # 16.31 # 2.97 # 53.64 # 4.71 # 2.59 # 28.88 # 19.27 # 1.72 # 50.77,13.07,4.92,-12.46 # -8.32 # -9.49 # -1.51 # -3.83 # -1.87 # -10.07 # -13.63 # -7.97 # -5.68 # -9.75 # -8.51 # -3.33 # -13.92 # -8.66 # -3.54 # -7.35 # -12.52 # -11.58 # -5.77 # -1.12,-7.66,-8.32,84.0,16,21,53.64,-13.92,2006-02-21
KEX,35,48.57,2.75,105.0,-2.54,1.7552582439672708,36.61 # -4.89 # -20.43 # -6.54 # -2.54 # 1.46 # -6.17 # 3.39 # 5.15 # 1.4 # -3.78 # 7.13 # -4.85 # 31.46 # -6.27 # -8.96 # 14.88 # 65.74 # -3.05 # 7.13 # 0.73 # 9.67 # -4.82 # 20.62 # -12.11 # 1.4 # -10.16 # 17.45 # -6.15 # 12.47 # -17.34 # -14.41 # -7.54 # -6.94 # 6.51,36.61 # 1.46 # 3.39 # 5.15 # 1.4 # 7.13 # 31.46 # 14.88 # 65.74 # 7.13 # 0.73 # 9.67 # 20.62 # 1.4 # 17.45 # 12.47 # 6.51,14.31,7.13,-4.89 # -20.43 # -6.54 # -2.54 # -6.17 # -3.78 # -4.85 # -6.27 # -8.96 # -3.05 # -4.82 # -12.11 # -10.16 # -6.15 # -17.34 # -14.41 # -7.54 # -6.94,-8.16,-6.41,100.0,17,18,65.74,-20.43,2006-01-19
FSS,44,36.36,1.23,79.0,-3.69,1.192147033051123,3.86 # -4.47 # -7.46 # -6.89 # -6.04 # -3.34 # -4.57 # -10.15 # -15.57 # -16.85 # -10.06 # -10.26 # 1.55 # -6.48 # 6.13 # 6.23 # 15.36 # 67.34 # -7.09 # -2.49 # -7.69 # -4.5 # -5.16 # -3.78 # -8.55 # -3.86 # -0.13 # 16.96 # -3.61 # 10.55 # -2.24 # 24.9 # -6.39 # -3.91 # -8.78 # 21.99 # -3.33 # 3.9 # 2.84 # 24.05 # 1.34 # 10.8 # -5.77 # 15.68,3.86 # 1.55 # 6.13 # 6.23 # 15.36 # 67.34 # 16.96 # 10.55 # 24.9 # 21.99 # 3.9 # 2.84 # 24.05 # 1.34 # 10.8 # 15.68,14.59,10.68,-4.47 # -7.46 # -6.89 # -6.04 # -3.34 # -4.57 # -10.15 # -15.57 # -16.85 # -10.06 # -10.26 # -6.48 # -7.09 # -2.49 # -7.69 # -4.5 # -5.16 # -3.78 # -8.55 # -3.86 # -0.13 # -3.61 # -2.24 # -6.39 # -3.91 # -8.78 # -3.33 # -5.77,-6.41,-5.9,66.5,16,28,67.34,-16.85,2006-01-19
GME,33,27.27,99.48,80.0,-5.42,5.77172452521323,12.82 # 15.62 # 77.2 # -9.22 # -9.61 # -12.91 # -7.72 # -3.67 # -4.32 # -3.93 # 8.49 # -10.02 # -4.94 # 2.81 # 5.07 # 77.86 # -5.37 # -16.03 # 2.84 # -21.1 # -12.35 # -5.42 # -1.2 # -29.35 # -26.46 # -27.77 # -7.11 # 3386.68 # -19.27 # -24.77 # -20.14 # -18.79 # -5.1,12.82 # 15.62 # 77.2 # 8.49 # 2.81 # 5.07 # 77.86 # 2.84 # 3386.68,398.82,12.82,-9.22 # -9.61 # -12.91 # -7.72 # -3.67 # -4.32 # -3.93 # -10.02 # -4.94 # -5.37 # -16.03 # -21.1 # -12.35 # -5.42 # -1.2 # -29.35 # -26.46 # -27.77 # -7.11 # -19.27 # -24.77 # -20.14 # -18.79 # -5.1,-12.77,-9.82,48.0,9,24,3386.68,-29.35,2006-01-19
RIG,38,23.68,-3.38,65.0,-5.94,0.15605831243421348,-10.24 # -2.73 # 2.52 # -2.71 # -6.23 # 27.13 # -11.65 # -5.21 # 3.61 # 3.88 # -6.92 # -16.09 # 12.27 # -2.2 # -6.96 # -5.65 # -2.97 # -8.33 # -13.38 # -7.92 # -17.29 # -3.26 # -2.88 # 11.46 # -8.0 # -12.81 # -6.81 # -20.47 # -14.57 # -24.22 # -43.86 # 57.65 # -1.93 # -10.29 # -0.55 # -23.24 # 39.71 # 12.77,2.52 # 27.13 # 3.61 # 3.88 # 12.27 # 11.46 # 57.65 # 39.71 # 12.77,19.0,12.27,-10.24 # -2.73 # -2.71 # -6.23 # -11.65 # -5.21 # -6.92 # -16.09 # -2.2 # -6.96 # -5.65 # -2.97 # -8.33 # -13.38 # -7.92 # -17.29 # -3.26 # -2.88 # -8.0 # -12.81 # -6.81 # -20.47 # -14.57 # -24.22 # -43.86 # -1.93 # -10.29 # -0.55 # -23.24,-10.32,-7.92,51.5,9,29,57.65,-43.86,2006-01-25
ACT,12,16.67,-2.04,43.0,-2.3,0.7613781581555586,9.6 # -4.47 # -1.13 # -9.12 # -7.44 # -10.51 # -7.41 # -3.02 # -0.53 # 11.15 # 0.0 # -1.57,9.6 # 11.15 # 0.0,6.92,9.6,-4.47 # -1.13 # -9.12 # -7.44 # -10.51 # -7.41 # -3.02 # -0.53 # -1.57,-5.02,-4.47,29.0,2,10,11.15,-10.51,2021-09-20
ALK,37,35.14,4.32,98.0,-3.99,1.946268501957075,-1.94 # 9.28 # 8.24 # -6.76 # -12.38 # -20.23 # -22.66 # 1.47 # 103.49 # -7.89 # 16.42 # 3.49 # 2.06 # -3.81 # 50.36 # -7.26 # 46.94 # 21.96 # -4.71 # -7.6 # 19.12 # -2.82 # -9.36 # -12.64 # 25.41 # -17.63 # -4.78 # -6.65 # -6.16 # -3.99 # -0.38 # 70.92 # -23.22 # -12.33 # -6.33 # -15.35 # -2.41,9.28 # 8.24 # 1.47 # 103.49 # 16.42 # 3.49 # 2.06 # 50.36 # 46.94 # 21.96 # 19.12 # 25.41 # 70.92,29.16,19.12,-1.94 # -6.76 # -12.38 # -20.23 # -22.66 # -7.89 # -3.81 # -7.26 # -4.71 # -7.6 # -2.82 # -9.36 # -12.64 # -17.63 # -4.78 # -6.65 # -6.16 # -3.99 # -0.38 # -23.22 # -12.33 # -6.33 # -15.35 # -2.41,-9.14,-7.01,62.0,13,24,103.49,-23.22,2006-01-20
SRCL,35,37.14,0.8,101.0,-2.1,0.8476118991659349,8.86 # -5.75 # -6.54 # 73.23 # -5.7 # -11.56 # -13.85 # 0.04 # -3.71 # 0.58 # 53.56 # -12.43 # -0.84 # 4.34 # -2.1 # 23.45 # -4.4 # -0.03 # 7.65 # -2.08 # -1.88 # -15.59 # -25.07 # -7.06 # -11.5 # -7.54 # -2.21 # 9.02 # 5.45 # 5.02 # -17.01 # -5.1 # -6.18 # 1.67 # 3.35,8.86 # 73.23 # 0.04 # 0.58 # 53.56 # 4.34 # 23.45 # 7.65 # 9.02 # 5.45 # 5.02 # 1.67 # 3.35,15.09,5.45,-5.75 # -6.54 # -5.7 # -11.56 # -13.85 # -3.71 # -12.43 # -0.84 # -2.1 # -4.4 # -0.03 # -2.08 # -1.88 # -15.59 # -25.07 # -7.06 # -11.5 # -7.54 # -2.21 # -17.01 # -5.1 # -6.18,-7.64,-5.97,60.0,13,22,73.23,-25.07,2006-01-20
CC,17,23.53,12.56,86.0,-6.62,1.6449729617347022,-15.8 # 279.6 # 14.81 # -11.84 # -8.27 # -5.9 # -14.86 # -21.35 # 40.35 # 10.94 # -5.47 # -11.84 # -1.39 # -6.62 # -15.21 # -7.13 # -6.5,279.6 # 14.81 # 40.35 # 10.94,86.43,27.58,-15.8 # -11.84 # -8.27 # -5.9 # -14.86 # -21.35 # -5.47 # -11.84 # -1.39 # -6.62 # -15.21 # -7.13 # -6.5,-10.17,-8.27,63.0,4,13,279.6,-21.35,2016-03-22
PRGO,41,31.71,2.51,84.0,-3.54,1.3038786539734817,-2.22 # -10.68 # 2.2 # -5.05 # -4.12 # -4.26 # 81.2 # -2.86 # 0.23 # 10.86 # -10.9 # 117.22 # -2.2 # 3.17 # 24.86 # -3.75 # -2.86 # -1.59 # 2.67 # -6.75 # 3.32 # -1.31 # 19.5 # -6.2 # 0.24 # 8.58 # -3.54 # 15.3 # -8.42 # -13.03 # -7.87 # -14.6 # -8.22 # -10.13 # -12.48 # -7.29 # -8.34 # -8.46 # -9.97 # -6.39 # -2.74,2.2 # 81.2 # 0.23 # 10.86 # 117.22 # 3.17 # 24.86 # 2.67 # 3.32 # 19.5 # 0.24 # 8.58 # 15.3,22.26,8.58,-2.22 # -10.68 # -5.05 # -4.12 # -4.26 # -2.86 # -10.9 # -2.2 # -3.75 # -2.86 # -1.59 # -6.75 # -1.31 # -6.2 # -3.54 # -8.42 # -13.03 # -7.87 # -14.6 # -8.22 # -10.13 # -12.48 # -7.29 # -8.34 # -8.46 # -9.97 # -6.39 # -2.74,-6.65,-6.57,62.0,13,28,117.22,-14.6,2006-01-30
DAVA,10,40.0,11.79,114.0,-5.07,2.1335579431118488,-10.72 # 21.2 # -15.45 # 68.19 # 62.28 # -19.38 # -9.48 # -11.99 # -0.67 # 33.93,21.2 # 68.19 # 62.28 # 33.93,46.4,48.1,-10.72 # -15.45 # -19.38 # -9.48 # -11.99 # -0.67,-11.28,-11.36,63.0,4,6,68.19,-19.38,2018-08-09
IPAR,38,39.47,4.51,95.0,-1.47,3.210923578166971,-5.67 # -5.19 # -1.05 # -4.52 # 14.29 # -11.52 # 4.38 # -15.17 # 66.67 # 2.67 # 6.02 # -16.04 # -5.83 # -1.68 # -2.76 # 49.18 # 6.41 # -13.57 # 3.04 # 6.79 # -3.97 # -1.26 # -3.47 # -2.6 # -3.97 # -0.43 # 15.11 # 15.79 # 12.28 # -0.31 # -5.47 # 31.78 # -4.72 # 15.35 # -12.76 # 59.33 # -13.06 # -2.58,14.29 # 4.38 # 66.67 # 2.67 # 6.02 # 49.18 # 6.41 # 3.04 # 6.79 # 15.11 # 15.79 # 12.28 # 31.78 # 15.35 # 59.33,20.61,14.29,-5.67 # -5.19 # -1.05 # -4.52 # -11.52 # -15.17 # -16.04 # -5.83 # -1.68 # -2.76 # -13.57 # -3.97 # -1.26 # -3.47 # -2.6 # -3.97 # -0.43 # -0.31 # -5.47 # -4.72 # -12.76 # -13.06 # -2.58,-5.98,-4.52,74.0,15,23,66.67,-16.04,2006-01-27
BMI,38,55.26,4.08,102.0,0.6,3.366698957426533,23.54 # 0.78 # 35.27 # -5.64 # 13.12 # 22.23 # -12.1 # -6.27 # 0.83 # -3.69 # -7.97 # -6.96 # 2.25 # 1.9 # 13.53 # -6.17 # 3.68 # -4.46 # -5.51 # -3.84 # 4.32 # -2.37 # -2.59 # 3.28 # 6.48 # -1.52 # 8.85 # 0.11 # 8.2 # -8.8 # 3.49 # -8.7 # -6.69 # 0.42 # 44.04 # 0.78 # 51.57 # -0.54,23.54 # 0.78 # 35.27 # 13.12 # 22.23 # 0.83 # 2.25 # 1.9 # 13.53 # 3.68 # 4.32 # 3.28 # 6.48 # 8.85 # 0.11 # 8.2 # 3.49 # 0.42 # 44.04 # 0.78 # 51.57,11.84,4.32,-5.64 # -12.1 # -6.27 # -3.69 # -7.97 # -6.96 # -6.17 # -4.46 # -5.51 # -3.84 # -2.37 # -2.59 # -1.52 # -8.8 # -8.7 # -6.69 # -0.54,-5.52,-5.64,87.0,21,17,51.57,-12.1,2006-01-19
WU,33,36.36,-1.35,96.0,-3.13,0.5218604690969395,6.3 # -2.31 # 0.27 # -6.88 # -5.27 # -17.47 # 8.61 # 6.73 # -2.91 # -4.38 # 19.84 # 1.61 # -4.76 # -26.14 # 16.79 # 1.37 # -5.63 # 3.6 # -2.34 # 1.64 # -8.18 # -2.32 # -8.05 # -3.47 # -3.44 # 35.12 # -3.13 # -4.01 # 6.56 # -9.2 # -22.13 # -5.55 # -5.43,6.3 # 0.27 # 8.61 # 6.73 # 19.84 # 1.61 # 16.79 # 1.37 # 3.6 # 1.64 # 35.12 # 6.56,9.04,6.43,-2.31 # -6.88 # -5.27 # -17.47 # -2.91 # -4.38 # -4.76 # -26.14 # -5.63 # -2.34 # -8.18 # -2.32 # -8.05 # -3.47 # -3.44 # -3.13 # -4.01 # -9.2 # -22.13 # -5.55 # -5.43,-7.29,-5.27,75.0,12,21,35.12,-26.14,2006-10-04
BILI,9,55.56,23.83,101.0,24.68,4.179664233385031,-5.79 # 24.68 # 32.08 # 35.02 # 62.2 # 117.6 # -24.81 # -15.56 # -10.95,24.68 # 32.08 # 35.02 # 62.2 # 117.6,54.31,35.02,-5.79 # -24.81 # -15.56 # -10.95,-14.28,-13.25,74.0,5,4,117.6,-24.81,2018-04-02
HCP,3,0.0,-13.89,36.0,-13.9,0.6371552435039247,-9.81 # -13.9 # -17.94,,,,-9.81 # -13.9 # -17.94,-13.89,-13.9,35.0,0,3,-9.81,-17.94,2021-12-13
BLKB,33,48.48,4.7,109.0,-0.53,2.940349382621107,1.75 # -17.83 # 14.91 # -5.47 # 3.38 # 61.8 # -6.66 # -8.94 # 5.97 # -3.2 # -9.81 # -5.81 # -7.4 # 8.15 # 39.09 # -9.04 # 64.08 # -6.41 # -4.11 # 3.28 # 27.43 # 8.26 # 0.81 # -10.2 # -0.53 # 4.33 # -14.4 # 12.68 # -1.6 # -1.9 # -3.97 # 6.66 # 9.72,1.75 # 14.91 # 3.38 # 61.8 # 5.97 # 8.15 # 39.09 # 64.08 # 3.28 # 27.43 # 8.26 # 0.81 # 4.33 # 12.68 # 6.66 # 9.72,17.02,8.2,-17.83 # -5.47 # -6.66 # -8.94 # -3.2 # -9.81 # -5.81 # -7.4 # -9.04 # -6.41 # -4.11 # -10.2 # -0.53 # -14.4 # -1.6 # -1.9 # -3.97,-6.9,-6.41,92.0,16,17,64.08,-17.83,2006-02-14
SWX,40,37.5,0.87,88.0,-1.63,1.2197347203522848,-2.25 # -0.18 # 27.64 # 0.13 # -2.56 # 1.14 # -11.44 # 18.68 # 2.26 # 19.66 # -5.44 # 8.89 # -1.49 # -0.35 # -1.65 # 8.87 # -4.75 # 3.38 # -1.79 # -1.62 # -3.27 # 3.51 # -2.37 # -4.78 # 21.06 # 6.63 # -2.83 # -0.59 # 1.22 # -9.27 # 5.78 # -9.34 # -9.21 # -12.96 # -3.56 # -5.14 # -6.2 # 16.17 # -4.21 # -2.84,27.64 # 0.13 # 1.14 # 18.68 # 2.26 # 19.66 # 8.89 # 8.87 # 3.38 # 3.51 # 21.06 # 6.63 # 1.22 # 5.78 # 16.17,9.67,6.63,-2.25 # -0.18 # -2.56 # -11.44 # -5.44 # -1.49 # -0.35 # -1.65 # -4.75 # -1.79 # -1.62 # -3.27 # -2.37 # -4.78 # -2.83 # -0.59 # -9.27 # -9.34 # -9.21 # -12.96 # -3.56 # -5.14 # -6.2 # -4.21 # -2.84,-4.4,-3.27,64.5,15,25,27.64,-12.96,2006-01-18
AL,28,35.71,0.29,82.0,-3.22,0.8971483581796993,-5.89 # -13.02 # 2.78 # -8.39 # 27.74 # -3.99 # 30.19 # 0.83 # -1.32 # -5.49 # 19.69 # -4.79 # -2.29 # 21.09 # -5.61 # -7.18 # 0.1 # -2.79 # 1.03 # -8.17 # 22.37 # -15.91 # -8.69 # -3.57 # -15.27 # 1.8 # -4.24 # -2.87,2.78 # 27.74 # 30.19 # 0.83 # 19.69 # 21.09 # 0.1 # 1.03 # 22.37 # 1.8,12.76,11.24,-5.89 # -13.02 # -8.39 # -3.99 # -1.32 # -5.49 # -4.79 # -2.29 # -5.61 # -7.18 # -2.79 # -8.17 # -15.91 # -8.69 # -3.57 # -15.27 # -4.24 # -2.87,-6.64,-5.55,58.5,10,18,30.19,-15.91,2011-04-21
GBCI,36,36.11,1.09,87.0,-2.62,0.9623407420798775,-6.18 # 10.21 # -2.66 # -2.05 # -7.42 # -7.67 # -19.14 # -7.93 # -8.25 # 3.12 # -10.65 # -7.69 # 19.32 # -1.2 # 73.34 # -7.83 # -4.46 # 0.6 # -9.85 # -7.65 # 4.18 # -7.48 # 7.26 # 4.99 # -6.96 # 2.5 # 3.98 # -12.35 # -5.52 # -2.58 # 4.0 # -18.41 # 55.15 # -2.08 # -0.78 # 17.39,10.21 # 3.12 # 19.32 # 73.34 # 0.6 # 4.18 # 7.26 # 4.99 # 2.5 # 3.98 # 4.0 # 55.15 # 17.39,15.85,4.99,-6.18 # -2.66 # -2.05 # -7.42 # -7.67 # -19.14 # -7.93 # -8.25 # -10.65 # -7.69 # -1.2 # -7.83 # -4.46 # -9.85 # -7.65 # -7.48 # -6.96 # -12.35 # -5.52 # -2.58 # -18.41 # -2.08 # -0.78,-7.25,-7.48,55.5,13,23,73.34,-19.14,2006-01-27
RDN,40,37.5,5.96,79.0,-3.68,0.885147363775254,-3.4 # -3.31 # -6.52 # -6.18 # -2.04 # -65.51 # -31.61 # -37.03 # 80.58 # -19.32 # 26.5 # -4.32 # -14.92 # -19.51 # 1.03 # 279.81 # 6.37 # 0.7 # -4.83 # 7.09 # -6.75 # 4.39 # -5.73 # -3.96 # 41.96 # -13.86 # -2.1 # -5.81 # 20.58 # -2.21 # 11.28 # 3.54 # 25.59 # -7.66 # -4.58 # -7.53 # -5.59 # 16.77 # -5.2 # 1.69,80.58 # 26.5 # 1.03 # 279.81 # 6.37 # 0.7 # 7.09 # 4.39 # 41.96 # 20.58 # 11.28 # 3.54 # 25.59 # 16.77 # 1.69,35.19,11.28,-3.4 # -3.31 # -6.52 # -6.18 # -2.04 # -65.51 # -31.61 # -37.03 # -19.32 # -4.32 # -14.92 # -19.51 # -4.83 # -6.75 # -5.73 # -3.96 # -13.86 # -2.1 # -5.81 # -2.21 # -7.66 # -4.58 # -7.53 # -5.59 # -5.2,-11.58,-5.81,46.5,15,25,279.81,-65.51,2006-03-23
OLLI,15,46.67,8.48,114.0,-0.26,2.412582910318236,35.16 # 0.99 # 55.82 # 56.81 # -0.26 # 34.54 # -6.13 # -12.07 # -11.52 # 6.17 # -22.19 # -9.22 # -3.51 # -6.52 # 9.12,35.16 # 0.99 # 55.82 # 56.81 # 34.54 # 6.17 # 9.12,28.37,34.54,-0.26 # -6.13 # -12.07 # -11.52 # -22.19 # -9.22 # -3.51 # -6.52,-8.93,-7.87,74.0,7,8,56.81,-22.19,2016-01-15
