ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy
SBEV,8,25.0,5.31,66.0,-22.67,0.5189473586852024,96.4 # -18.5 # 121.11 # -33.05 # -45.79 # -25.49 # -32.34 # -19.85,96.4 # 121.11,108.76,108.76,-18.5 # -33.05 # -45.79 # -25.49 # -32.34 # -19.85,-29.17,-28.92,51.0,2,6,121.11,-45.79,2019-02-07
PLUR,29,20.69,1.45,61.0,-6.72,0.16516320499418774,233.33 # -59.24 # -26.47 # -7.86 # 0.0 # -12.75 # -20.69 # -11.29 # -17.65 # 101.54 # -12.41 # -5.99 # -21.02 # -1.65 # 41.6 # 1.24 # -3.69 # -22.55 # -2.6 # -2.56 # -9.59 # -3.73 # -4.43 # -12.75 # -6.72 # -36.36 # 7.24 # -41.88 # 1.05,233.33 # 0.0 # 101.54 # 41.6 # 1.24 # 7.24 # 1.05,55.14,7.24,-59.24 # -26.47 # -7.86 # -12.75 # -20.69 # -11.29 # -17.65 # -12.41 # -5.99 # -21.02 # -1.65 # -3.69 # -22.55 # -2.6 # -2.56 # -9.59 # -3.73 # -4.43 # -12.75 # -6.72 # -36.36 # -41.88,-15.63,-11.85,42.0,6,23,233.33,-59.24,2007-02-09
MHUA,1,100.0,38.62,164.0,38.62,1.386172091902364,38.62,38.62,38.62,38.62,,,,164.0,1,0,38.62,38.62,2022-10-14
KRKR,3,66.67,1.94,79.0,3.09,1.0556574729076857,7.23 # 3.09 # -4.5,7.23 # 3.09,5.16,5.16,-4.5,-4.5,-4.5,69.0,2,1,7.23,-4.5,2021-01-15
UPXI,8,0.0,-26.16,33.0,-25.5,0.08440057430090603,-42.46 # -27.0 # -19.52 # -14.43 # -24.42 # -30.44 # -26.58 # -24.41,,,,-42.46 # -27.0 # -19.52 # -14.43 # -24.42 # -30.44 # -26.58 # -24.41,-26.16,-25.5,26.5,0,8,-14.43,-42.46,2021-06-28
VIRX,30,26.67,-9.37,62.0,-13.05,0.005026012647689728,0.63 # 20.77 # -18.71 # -49.12 # 2.56 # -40.0 # -15.96 # -33.91 # -24.9 # 172.05 # -13.65 # 4.27 # -8.0 # -10.56 # 20.42 # -14.66 # -77.41 # -13.06 # -54.72 # -2.24 # -4.4 # 20.22 # -30.89 # -13.04 # -43.66 # 0.6 # -24.41 # -9.09 # -3.87 # -16.34,0.63 # 20.77 # 2.56 # 172.05 # 4.27 # 20.42 # 20.22 # 0.6,30.19,12.24,-18.71 # -49.12 # -40.0 # -15.96 # -33.91 # -24.9 # -13.65 # -8.0 # -10.56 # -14.66 # -77.41 # -13.06 # -54.72 # -2.24 # -4.4 # -30.89 # -13.04 # -43.66 # -24.41 # -9.09 # -3.87 # -16.34,-23.75,-16.15,52.0,8,22,172.05,-77.41,2006-01-19
VRAR,4,0.0,-27.11,36.0,-26.66,0.2812992343408308,-23.87 # -28.93 # -24.39 # -31.25,,,,-23.87 # -28.93 # -24.39 # -31.25,-27.11,-26.66,32.0,0,4,-23.87,-31.25,2021-11-05
SPI,9,0.0,-27.04,64.0,-17.74,0.038668066980376704,-12.8 # -37.82 # -15.24 # -9.66 # -29.77 # -17.74 # -71.37 # -33.14 # -15.79,,,,-12.8 # -37.82 # -15.24 # -9.66 # -29.77 # -17.74 # -71.37 # -33.14 # -15.79,-27.04,-17.74,58.0,0,9,-9.66,-71.37,2016-01-22
GBNY,6,33.33,-0.76,78.0,-1.48,0.9214307646607537,19.48 # 0.0 # -2.97 # -14.45 # -11.03 # 4.42,19.48 # 0.0 # 4.42,7.97,4.42,-2.97 # -14.45 # -11.03,-9.48,-11.03,20.0,2,4,19.48,-14.45,2021-05-13
VHC,33,15.15,15.78,79.0,-12.72,0.07546282663166458,-30.0 # -50.0 # -40.0 # 33.33 # 723.53 # -2.08 # -3.51 # -18.12 # -37.5 # 289.6 # -13.62 # -3.9 # -12.4 # -4.13 # -7.28 # -19.77 # -39.44 # -11.0 # -15.41 # -18.67 # -51.3 # -14.71 # 0.0 # 3.66 # -20.24 # -19.53 # 2.96 # -10.7 # -7.52 # -12.72 # -38.58 # -8.75 # -21.38,33.33 # 723.53 # 289.6 # 0.0 # 3.66 # 2.96,175.51,18.5,-30.0 # -50.0 # -40.0 # -2.08 # -3.51 # -18.12 # -37.5 # -13.62 # -3.9 # -12.4 # -4.13 # -7.28 # -19.77 # -39.44 # -11.0 # -15.41 # -18.67 # -51.3 # -14.71 # -20.24 # -19.53 # -10.7 # -7.52 # -12.72 # -38.58 # -8.75 # -21.38,-19.71,-15.41,55.0,5,28,723.53,-51.3,2006-02-14
INSG,28,39.29,7.15,90.0,-5.08,1.7144776953997969,-20.96 # -11.01 # -4.16 # -19.35 # 89.45 # -12.67 # 39.06 # 15.96 # -16.99 # 52.76 # -7.75 # 32.21 # 54.15 # -20.9 # 1.32 # -5.26 # 70.2 # -22.7 # 15.03 # -14.15 # -4.9 # 100.84 # -16.48 # -17.31 # 4.57 # -4.25 # -36.78 # -39.81,89.45 # 39.06 # 15.96 # 52.76 # 32.21 # 54.15 # 1.32 # 70.2 # 15.03 # 100.84 # 4.57,43.23,39.06,-20.96 # -11.01 # -4.16 # -19.35 # -12.67 # -16.99 # -7.75 # -20.9 # -5.26 # -22.7 # -14.15 # -4.9 # -16.48 # -17.31 # -4.25 # -36.78 # -39.81,-16.2,-16.48,56.5,11,17,100.84,-39.81,2006-01-20
SLS,21,23.81,-8.91,74.0,-16.85,0.023288619994623328,-40.14 # -17.25 # -20.84 # 0.63 # -22.26 # 13.64 # -2.92 # -28.07 # 0.99 # -16.03 # 59.6 # -15.38 # -27.48 # -16.85 # -55.77 # -28.57 # 160.73 # -14.58 # -10.25 # -52.32 # -53.98,0.63 # 13.64 # 0.99 # 59.6 # 160.73,47.12,13.64,-40.14 # -17.25 # -20.84 # -22.26 # -2.92 # -28.07 # -16.03 # -15.38 # -27.48 # -16.85 # -55.77 # -28.57 # -14.58 # -10.25 # -52.32 # -53.98,-26.42,-21.55,57.0,5,16,160.73,-55.77,2008-03-14
WHLM,41,29.27,-2.75,68.0,-6.15,0.14774844441840743,5.0 # 0.0 # 4.17 # -4.0 # -15.79 # -40.0 # 25.0 # -7.14 # -27.78 # -18.75 # -15.38 # -9.09 # -23.08 # 64.29 # -4.55 # 0.0 # 16.67 # 13.33 # 36.84 # -14.81 # 1.72 # -6.61 # 12.46 # -1.43 # 29.57 # 7.95 # -7.89 # -11.08 # -12.25 # -6.15 # -13.28 # -10.23 # -18.74 # -41.56 # 25.0 # -7.22 # -12.87 # -2.09 # -12.56 # -5.95 # -4.33,5.0 # 0.0 # 4.17 # 25.0 # 64.29 # 0.0 # 16.67 # 13.33 # 36.84 # 1.72 # 12.46 # 29.57 # 7.95 # 25.0,17.29,12.9,-4.0 # -15.79 # -40.0 # -7.14 # -27.78 # -18.75 # -15.38 # -9.09 # -23.08 # -4.55 # -14.81 # -6.61 # -1.43 # -7.89 # -11.08 # -12.25 # -6.15 # -13.28 # -10.23 # -18.74 # -41.56 # -7.22 # -12.87 # -2.09 # -12.56 # -5.95 # -4.33,-13.13,-11.08,44.0,12,29,64.29,-41.56,2006-01-27
DUOT,12,41.67,-2.11,76.0,-6.74,0.4658588692294424,-9.8 # 4.35 # 3.23 # 27.27 # -39.51 # -17.27 # -9.7 # 73.04 # -22.82 # -3.77 # -41.74 # 11.36,4.35 # 3.23 # 27.27 # 73.04 # 11.36,23.85,11.36,-9.8 # -39.51 # -17.27 # -9.7 # -22.82 # -3.77 # -41.74,-20.66,-17.27,44.5,5,7,73.04,-41.74,2017-06-01
NCNC,2,50.0,-9.97,194.0,-9.97,0.8004841304486142,0.05 # -19.99,0.05,0.05,0.05,-19.99,-19.99,-19.99,194.0,1,1,0.05,-19.99,2022-07-08
FSI,34,35.29,2.52,76.0,-4.17,0.9109952836458444,-1.72 # -19.44 # -7.69 # 8.75 # -1.37 # -12.86 # -9.64 # 0.06 # 1.16 # 85.61 # -11.51 # -23.23 # -8.64 # -27.97 # 25.15 # -25.17 # -7.75 # 60.0 # 2.76 # -12.32 # -10.42 # -1.67 # -3.39 # -6.06 # 95.0 # 6.77 # -15.97 # 29.57 # -18.07 # 2.13 # 0.0 # -8.07 # 6.48 # -4.95,8.75 # 0.06 # 1.16 # 85.61 # 25.15 # 60.0 # 2.76 # 95.0 # 6.77 # 29.57 # 2.13 # 0.0 # 6.48,24.88,6.77,-1.72 # -19.44 # -7.69 # -1.37 # -12.86 # -9.64 # -11.51 # -23.23 # -8.64 # -27.97 # -25.17 # -7.75 # -12.32 # -10.42 # -1.67 # -3.39 # -6.06 # -15.97 # -18.07 # -8.07 # -4.95,-11.33,-9.64,58.0,12,22,95.0,-27.97,2006-01-19
PZG,16,18.75,-5.84,47.0,-8.25,0.32436240654495146,34.17 # -19.91 # -21.26 # -20.35 # -2.16 # -17.89 # -7.59 # -2.53 # -16.84 # 9.62 # -9.45 # -7.21 # -5.95 # -8.9 # -10.81 # 13.64,34.17 # 9.62 # 13.64,19.14,13.64,-19.91 # -21.26 # -20.35 # -2.16 # -17.89 # -7.59 # -2.53 # -16.84 # -9.45 # -7.21 # -5.95 # -8.9 # -10.81,-11.6,-9.45,29.5,3,13,34.17,-21.26,2016-03-08
AIM,22,22.73,2.19,66.0,-13.82,0.23842731006236104,2.96 # -13.14 # -18.18 # -40.52 # -33.96 # 216.67 # -25.0 # -13.64 # 4.17 # -4.0 # -4.0 # 25.0 # -25.64 # -11.54 # -20.0 # -29.17 # -14.0 # -25.0 # 117.59 # -15.38 # -18.33 # -6.78,2.96 # 216.67 # 4.17 # 25.0 # 117.59,73.28,25.0,-13.14 # -18.18 # -40.52 # -33.96 # -25.0 # -13.64 # -4.0 # -4.0 # -25.64 # -11.54 # -20.0 # -29.17 # -14.0 # -25.0 # -15.38 # -18.33 # -6.78,-18.72,-18.18,45.5,5,17,216.67,-40.52,2006-01-19
EVAX,5,0.0,-25.86,58.0,-25.67,0.2188621311148475,-25.27 # -33.15 # -32.44 # -25.67 # -12.75,,,,-25.27 # -33.15 # -32.44 # -25.67 # -12.75,-25.86,-25.67,36.0,0,5,-12.75,-33.15,2021-02-09
INLX,23,30.43,-4.46,79.0,-9.09,0.13800377666179164,19.23 # -6.25 # 0.0 # -30.64 # -22.22 # -33.33 # 67.65 # 20.0 # -9.09 # -12.09 # 0.0 # -30.77 # -38.46 # 50.0 # -31.18 # -39.78 # 10.93 # 40.19 # -26.47 # -18.11 # -20.47 # -1.4 # 9.8,19.23 # 0.0 # 67.65 # 20.0 # 0.0 # 50.0 # 10.93 # 40.19 # 9.8,24.2,19.23,-6.25 # -30.64 # -22.22 # -33.33 # -9.09 # -12.09 # -30.77 # -38.46 # -31.18 # -39.78 # -26.47 # -18.11 # -20.47 # -1.4,-22.88,-24.35,57.0,7,16,67.65,-39.78,2012-02-24
MXC,31,29.03,16.73,72.0,-5.83,3.2629745861308046,-5.61 # -20.93 # 508.2 # -28.8 # 35.86 # -7.61 # -1.73 # -12.86 # -25.73 # -5.83 # -10.42 # -16.73 # -7.14 # -16.17 # -9.51 # 7.92 # 70.81 # 5.76 # 18.74 # -2.39 # -10.49 # -16.7 # 13.25 # 45.88 # -2.0 # -10.3 # -1.93 # 64.91 # -21.92 # -4.76 # -13.13,508.2 # 35.86 # 7.92 # 70.81 # 5.76 # 18.74 # 13.25 # 45.88 # 64.91,85.7,35.86,-5.61 # -20.93 # -28.8 # -7.61 # -1.73 # -12.86 # -25.73 # -5.83 # -10.42 # -16.73 # -7.14 # -16.17 # -9.51 # -2.39 # -10.49 # -16.7 # -2.0 # -10.3 # -1.93 # -21.92 # -4.76 # -13.13,-11.49,-10.36,57.0,9,22,508.2,-28.8,2007-08-07
EEIQ,5,20.0,-32.82,38.0,-47.31,0.07576707846106981,-73.08 # -48.32 # -9.09 # -47.31 # 13.69,13.69,13.69,13.69,-73.08 # -48.32 # -9.09 # -47.31,-44.45,-47.81,35.0,1,4,13.69,-73.08,2021-03-29
LXEH,9,11.11,13.95,33.0,-12.63,0.9454036566223444,-3.86 # -2.52 # -6.81 # -22.18 # -12.63 # -22.6 # -29.23 # -14.45 # 239.81,239.81,239.81,239.81,-3.86 # -2.52 # -6.81 # -22.18 # -12.63 # -22.6 # -29.23 # -14.45,-14.29,-13.54,36.0,1,8,239.81,-29.23,2020-11-03
CCLD,14,28.57,2.42,68.0,-8.33,0.6513176456474488,-6.36 # -8.7 # -27.82 # -35.45 # 113.91 # -8.36 # 20.05 # 7.05 # -5.86 # -8.3 # 58.51 # -15.75 # -16.67 # -32.44,113.91 # 20.05 # 7.05 # 58.51,49.88,39.28,-6.36 # -8.7 # -27.82 # -35.45 # -8.36 # -5.86 # -8.3 # -15.75 # -16.67 # -32.44,-16.57,-12.22,51.0,4,10,113.91,-35.45,2015-08-17
KALA,10,10.0,-8.95,49.0,-14.92,0.1545733703939339,-11.07 # -11.65 # -16.87 # 93.41 # -21.15 # -73.8 # -16.1 # -2.35 # -13.73 # -16.2,93.41,93.41,93.41,-11.07 # -11.65 # -16.87 # -21.15 # -73.8 # -16.1 # -2.35 # -13.73 # -16.2,-20.32,-16.1,30.0,1,9,93.41,-73.8,2017-07-24
LITM,2,0.0,-29.33,44.0,-29.33,0.49850018522146594,-32.48 # -26.17,,,,-32.48 # -26.17,-29.33,-29.33,44.0,0,2,-26.17,-32.48,2022-11-17
HOFV,8,25.0,-11.52,127.0,-14.9,0.31115670328108674,-0.1 # 8.02 # -35.1 # -17.34 # 22.86 # -12.47 # -35.51 # -22.5,8.02 # 22.86,15.44,15.44,-0.1 # -35.1 # -17.34 # -12.47 # -35.51 # -22.5,-20.5,-19.92,52.5,2,6,22.86,-35.51,2018-03-15
JG,4,25.0,23.4,63.0,-10.0,1.559719306593744,-15.87 # -14.5 # 129.47 # -5.5,129.47,129.47,129.47,-15.87 # -14.5 # -5.5,-11.96,-14.5,47.5,1,3,129.47,-15.87,2019-02-04
QLI,2,0.0,-16.65,37.0,-16.65,0.6719760197289016,-1.6 # -31.71,,,,-1.6 # -31.71,-16.65,-16.65,37.0,0,2,-1.6,-31.71,2022-07-22
OCEA,2,0.0,-47.01,392.0,-47.01,0.06258612736810079,-0.3 # -93.72,,,,-0.3 # -93.72,-47.01,-47.01,392.5,0,2,-0.3,-93.72,2021-11-10
CTNT,1,0.0,-67.13,162.0,-67.13,0.3287293079670008,-67.13,,,,-67.13,-67.13,-67.13,162.0,0,1,-67.13,-67.13,2023-08-03
OCC,34,35.29,-0.58,70.0,-3.58,0.5488222824289319,-2.34 # -2.7 # -6.17 # -3.99 # 1.5 # 11.81 # -11.24 # -5.65 # -1.87 # -12.03 # 46.58 # -13.0 # -7.51 # 2.5 # -6.97 # -2.59 # 0.47 # -3.23 # -3.93 # 7.98 # 3.16 # 14.0 # -5.77 # 67.78 # -20.86 # -9.3 # -14.42 # -15.5 # 7.1 # -10.48 # 3.57 # -23.75 # -7.77 # 4.95,1.5 # 11.81 # 46.58 # 2.5 # 0.47 # 7.98 # 3.16 # 14.0 # 67.78 # 7.1 # 3.57 # 4.95,14.28,6.02,-2.34 # -2.7 # -6.17 # -3.99 # -11.24 # -5.65 # -1.87 # -12.03 # -13.0 # -7.51 # -6.97 # -2.59 # -3.23 # -3.93 # -5.77 # -20.86 # -9.3 # -14.42 # -15.5 # -10.48 # -23.75 # -7.77,-8.69,-7.24,58.5,12,22,67.78,-23.75,2006-08-29
FFIE,3,33.33,-15.17,56.0,-0.08,0.3879812551592718,22.98 # -0.08 # -68.43,22.98,22.98,22.98,-0.08 # -68.43,-34.25,-34.25,48.0,1,2,22.98,-68.43,2020-12-10
PRST,5,20.0,-2.24,86.0,-1.26,0.8911686174904397,-1.26 # 1.51 # -0.59 # -4.17 # -6.67,1.51,1.51,1.51,-1.26 # -0.59 # -4.17 # -6.67,-3.17,-2.72,20.0,1,4,1.51,-6.67,2021-02-12
NXGL,6,33.33,-6.84,38.0,-14.41,0.6045023010594925,-15.76 # -15.28 # -13.55 # 11.38 # -24.8 # 16.97,11.38 # 16.97,14.18,14.18,-15.76 # -15.28 # -13.55 # -24.8,-17.35,-15.52,22.0,2,4,16.97,-24.8,2022-08-12
CZOO,1,0.0,-16.49,76.0,-16.49,0.8350680544435548,-16.49,,,,-16.49,-16.49,-16.49,76.0,0,1,-16.49,-16.49,2020-12-22
ICU,5,20.0,-11.88,110.0,-0.71,0.45521740228669516,0.56 # -0.71 # -0.3 # -9.5 # -49.47,0.56,0.56,0.56,-0.71 # -0.3 # -9.5 # -49.47,-15.0,-5.11,42.0,1,4,0.56,-49.47,2021-03-22
JCTCF,43,32.56,0.88,70.0,-3.26,0.9760325846313723,11.21 # -27.47 # -15.72 # 12.11 # 5.28 # -9.19 # -3.92 # 24.55 # -10.94 # -11.1 # -4.65 # -6.94 # 29.86 # -8.41 # -0.91 # 8.33 # 66.26 # -5.93 # -3.26 # -0.5 # -0.68 # -5.48 # -12.41 # 2.96 # -10.46 # -5.35 # -0.79 # -4.37 # -1.23 # 15.79 # -6.8 # 0.61 # -5.66 # -4.69 # -1.73 # 5.22 # -3.5 # 20.71 # 1.94 # -2.92 # -5.66 # -7.41 # 21.26,11.21 # 12.11 # 5.28 # 24.55 # 29.86 # 8.33 # 66.26 # 2.96 # 15.79 # 0.61 # 5.22 # 20.71 # 1.94 # 21.26,16.15,11.66,-27.47 # -15.72 # -9.19 # -3.92 # -10.94 # -11.1 # -4.65 # -6.94 # -8.41 # -0.91 # -5.93 # -3.26 # -0.5 # -0.68 # -5.48 # -12.41 # -10.46 # -5.35 # -0.79 # -4.37 # -1.23 # -6.8 # -5.66 # -4.69 # -1.73 # -3.5 # -2.92 # -5.66 # -7.41,-6.48,-5.48,47.0,14,29,66.26,-27.47,2006-01-20
TCJH,2,0.0,-57.2,34.0,-57.2,0.1825496557830678,-59.76 # -54.64,,,,-59.76 # -54.64,-57.2,-57.2,34.5,0,2,-54.64,-59.76,2023-04-20
RDHL,19,21.05,-6.33,64.0,-6.56,0.196353519819615,8.62 # -25.86 # -5.23 # -1.05 # -0.11 # 36.4 # -1.2 # -10.06 # 7.87 # -4.76 # -6.56 # -16.17 # -12.17 # -10.83 # 29.25 # -15.06 # -28.12 # -47.46 # -17.83,8.62 # 36.4 # 7.87 # 29.25,20.54,18.94,-25.86 # -5.23 # -1.05 # -0.11 # -1.2 # -10.06 # -4.76 # -6.56 # -16.17 # -12.17 # -10.83 # -15.06 # -28.12 # -47.46 # -17.83,-13.5,-10.83,35.0,4,15,36.4,-47.46,2013-01-22
OP,1,0.0,-99.97,671.0,-99.97,0.0002828096065415472,-99.97,,,,-99.97,-99.97,-99.97,671.0,0,1,-99.97,-99.97,2021-12-02
APRE,6,33.33,5.34,67.0,-10.93,0.9979232952764193,90.4 # -6.59 # -22.01 # -17.82 # -15.26 # 3.31,90.4 # 3.31,46.86,46.86,-6.59 # -22.01 # -17.82 # -15.26,-15.42,-16.54,42.0,2,4,90.4,-22.01,2019-10-07
COEP,3,33.33,-6.32,146.0,-9.95,0.817989410232009,-9.95 # 1.52 # -10.52,1.52,1.52,1.52,-9.95 # -10.52,-10.23,-10.23,125.0,1,2,1.52,-10.52,2020-12-29
ZENV,3,66.67,9.53,67.0,7.65,1.2828097606712179,27.45 # 7.65 # -6.5,27.45 # 7.65,17.55,17.55,-6.5,-6.5,-6.5,88.0,2,1,27.45,-6.5,2021-07-26
RGS,32,18.75,-5.75,76.0,-5.62,0.11697934652314741,-4.9 # 9.84 # -5.36 # -3.26 # -11.13 # -6.33 # -5.67 # -20.77 # -2.58 # 7.16 # 1.79 # -10.86 # -2.95 # -0.4 # -7.59 # -9.54 # -4.03 # -5.57 # 17.83 # -2.45 # -19.73 # -11.13 # -13.41 # 20.48 # 20.55 # -0.76 # -16.45 # -8.67 # -31.29 # -23.24 # -22.5 # -11.2,9.84 # 7.16 # 1.79 # 17.83 # 20.48 # 20.55,12.94,13.83,-4.9 # -5.36 # -3.26 # -11.13 # -6.33 # -5.67 # -20.77 # -2.58 # -10.86 # -2.95 # -0.4 # -7.59 # -9.54 # -4.03 # -5.57 # -2.45 # -19.73 # -11.13 # -13.41 # -0.76 # -16.45 # -8.67 # -31.29 # -23.24 # -22.5 # -11.2,-10.07,-8.13,61.0,6,26,20.55,-31.29,2006-01-20
MEGL,1,0.0,-97.33,268.0,-97.33,0.026729189798578624,-97.33,,,,-97.33,-97.33,-97.33,268.0,0,1,-97.33,-97.33,2022-08-09
BMR,1,0.0,-25.61,50.0,-25.61,0.743859633859321,-25.61,,,,-25.61,-25.61,-25.61,50.0,0,1,-25.61,-25.61,2023-06-21
XLO,3,0.0,-22.34,48.0,-15.8,0.4366920483421495,-44.23 # -7.0 # -15.8,,,,-44.23 # -7.0 # -15.8,-22.34,-15.8,51.0,0,3,-7.0,-44.23,2021-10-26
TRT,31,51.61,3.09,88.0,0.28,1.8034184687949864,6.78 # -4.41 # 16.06 # 28.33 # 23.5 # 12.98 # -16.97 # -9.46 # -26.29 # 8.24 # -15.09 # 57.14 # 2.79 # 0.0 # -3.85 # -4.1 # -4.36 # 14.95 # -12.82 # 11.85 # 9.52 # 7.55 # 0.28 # -11.84 # 18.16 # -7.68 # -2.71 # 0.4 # -8.03 # -12.99 # 17.77,6.78 # 16.06 # 28.33 # 23.5 # 12.98 # 8.24 # 57.14 # 2.79 # 0.0 # 14.95 # 11.85 # 9.52 # 7.55 # 0.28 # 18.16 # 0.4 # 17.77,13.9,11.85,-4.41 # -16.97 # -9.46 # -26.29 # -15.09 # -3.85 # -4.1 # -4.36 # -12.82 # -11.84 # -7.68 # -2.71 # -8.03 # -12.99,-10.04,-8.75,73.0,16,15,57.14,-26.29,2006-01-18
IPDN,18,22.22,-1.89,58.0,-9.79,0.3067349310728665,-3.47 # 22.67 # -0.4 # -5.25 # -16.24 # -12.0 # -22.03 # 103.86 # -15.58 # -22.68 # -3.52 # 41.29 # -31.82 # 21.72 # -51.67 # -12.53 # -7.59 # -18.78,22.67 # 103.86 # 41.29 # 21.72,47.38,31.98,-3.47 # -0.4 # -5.25 # -16.24 # -12.0 # -22.03 # -15.58 # -22.68 # -3.52 # -31.82 # -51.67 # -12.53 # -7.59 # -18.78,-15.97,-14.06,45.5,4,14,103.86,-51.67,2013-10-24
BRFH,21,28.57,-8.36,89.0,-10.11,0.060479818840381144,-73.83 # -46.0 # -16.67 # 7.5 # 7.14 # -10.67 # 24.53 # 0.0 # -10.11 # -6.67 # -6.49 # -4.48 # -11.11 # -22.73 # -13.89 # 13.33 # -20.51 # 48.57 # -19.54 # -22.77 # 8.75,7.5 # 7.14 # 24.53 # 0.0 # 13.33 # 48.57 # 8.75,15.69,8.75,-73.83 # -46.0 # -16.67 # -10.67 # -10.11 # -6.67 # -6.49 # -4.48 # -11.11 # -22.73 # -13.89 # -20.51 # -19.54 # -22.77,-20.39,-15.28,78.0,6,15,48.57,-73.83,2012-05-18
FEMY,3,33.33,-27.04,19.0,-5.58,0.2255157538839321,0.74 # -5.58 # -76.29,0.74,0.74,0.74,-5.58 # -76.29,-40.94,-40.94,4.0,1,2,0.74,-76.29,2022-08-17
LIQT,21,19.05,2.79,75.0,-8.9,0.6551568775473766,0.0 # -2.94 # 76.47 # -4.92 # -17.01 # -6.06 # -14.77 # -28.89 # -6.82 # -21.57 # 154.0 # -16.45 # 10.53 # -12.16 # 16.53 # -8.9 # -2.7 # -17.26 # -15.79 # -12.5 # -10.21,0.0 # 76.47 # 154.0 # 10.53 # 16.53,51.51,16.53,-2.94 # -4.92 # -17.01 # -6.06 # -14.77 # -28.89 # -6.82 # -21.57 # -16.45 # -12.16 # -8.9 # -2.7 # -17.26 # -15.79 # -12.5 # -10.21,-12.43,-12.33,72.0,4,17,154.0,-28.89,2011-09-02
PMD,34,26.47,0.66,83.0,-3.74,0.899296207551346,18.75 # -4.29 # -5.98 # -1.97 # -2.43 # -9.2 # -1.2 # -6.82 # -7.88 # 0.0 # -4.36 # -5.84 # 5.27 # 5.57 # 11.61 # -2.86 # -3.09 # 35.89 # -1.18 # 12.92 # 59.29 # -6.18 # 0.64 # -5.71 # -8.03 # -18.12 # -8.58 # -3.19 # 29.16 # -9.09 # -6.58 # -10.5 # -4.34 # -19.28,18.75 # 0.0 # 5.27 # 5.57 # 11.61 # 35.89 # 12.92 # 59.29 # 0.64 # 29.16,17.91,12.27,-4.29 # -5.98 # -1.97 # -2.43 # -9.2 # -1.2 # -6.82 # -7.88 # -4.36 # -5.84 # -2.86 # -3.09 # -1.18 # -6.18 # -5.71 # -8.03 # -18.12 # -8.58 # -3.19 # -9.09 # -6.58 # -10.5 # -4.34 # -19.28,-6.53,-5.91,69.5,9,25,59.29,-19.28,2006-01-18
SSKN,25,24.0,-4.65,67.0,-8.77,0.2219934400720773,-5.36 # -4.0 # -13.99 # -16.14 # -1.0 # 8.37 # -27.72 # 8.82 # 10.12 # -9.33 # -18.52 # 31.82 # -8.77 # -10.39 # -5.0 # -11.15 # 43.0 # -3.06 # -27.88 # -17.42 # -15.43 # -4.2 # 5.16 # -9.5 # -14.78,8.37 # 8.82 # 10.12 # 31.82 # 43.0 # 5.16,17.88,9.47,-5.36 # -4.0 # -13.99 # -16.14 # -1.0 # -27.72 # -9.33 # -18.52 # -8.77 # -10.39 # -5.0 # -11.15 # -3.06 # -27.88 # -17.42 # -15.43 # -4.2 # -9.5 # -14.78,-11.77,-10.39,66.0,6,19,43.0,-27.88,2006-01-23
CISO,2,0.0,-47.25,23.0,-47.25,0.26615698789085945,-36.24 # -58.26,,,,-36.24 # -58.26,-47.25,-47.25,23.0,0,2,-36.24,-58.26,2022-03-30
IDEX,26,23.08,-9.78,76.0,-13.29,0.00513171788708774,12.5 # -84.44 # -58.33 # -15.0 # -16.67 # -13.33 # -33.33 # 0.0 # 28.57 # -22.22 # -5.14 # 102.38 # -6.82 # -13.25 # -13.55 # -8.33 # -20.11 # -9.04 # 29.67 # 29.82 # -23.33 # -12.5 # -15.24 # 11.97 # -21.27 # -77.2,12.5 # 0.0 # 28.57 # 102.38 # 29.67 # 29.82 # 11.97,30.7,28.57,-84.44 # -58.33 # -15.0 # -16.67 # -13.33 # -33.33 # -22.22 # -5.14 # -6.82 # -13.25 # -13.55 # -8.33 # -20.11 # -9.04 # -23.33 # -12.5 # -15.24 # -21.27 # -77.2,-24.69,-15.24,55.5,6,20,102.38,-84.44,2007-07-12
WYY,35,31.43,-0.17,66.0,-3.51,0.6241651787716673,0.73 # -9.3 # -4.45 # -1.72 # -2.14 # -4.84 # 20.19 # -4.17 # 48.72 # 15.15 # 0.0 # 11.65 # -3.68 # -11.49 # -4.76 # -26.15 # 14.71 # 34.91 # 1.99 # -1.89 # -6.59 # -18.24 # -5.77 # -17.5 # -1.39 # 12.5 # -9.84 # -3.51 # -4.26 # -24.56 # -23.26 # -1.82 # 29.38 # -10.84 # 6.22,0.73 # 20.19 # 48.72 # 15.15 # 0.0 # 11.65 # 14.71 # 34.91 # 1.99 # 12.5 # 29.38 # 6.22,16.34,13.6,-9.3 # -4.45 # -1.72 # -2.14 # -4.84 # -4.17 # -3.68 # -11.49 # -4.76 # -26.15 # -1.89 # -6.59 # -18.24 # -5.77 # -17.5 # -1.39 # -9.84 # -3.51 # -4.26 # -24.56 # -23.26 # -1.82 # -10.84,-8.79,-4.84,64.0,11,24,48.72,-26.15,2006-03-23
