ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy
HSTM,30,46.67,9.69,105.0,-1.68,5.760556097831437,26.55 # -5.87 # -4.58 # -20.16 # -11.71 # -2.64 # 73.39 # 165.06 # 58.75 # 7.2 # 29.91 # -8.19 # -3.85 # 0.63 # -10.7 # -5.9 # 6.89 # -14.52 # -13.57 # 0.93 # 11.5 # -2.24 # -8.07 # -4.92 # 2.37 # 18.74 # 0.23 # -1.19 # -2.18 # 8.86,26.55 # 73.39 # 165.06 # 58.75 # 7.2 # 29.91 # 0.63 # 6.89 # 0.93 # 11.5 # 2.37 # 18.74 # 0.23 # 8.86,29.36,10.18,-5.87 # -4.58 # -20.16 # -11.71 # -2.64 # -8.19 # -3.85 # -10.7 # -5.9 # -14.52 # -13.57 # -2.24 # -8.07 # -4.92 # -1.19 # -2.18,-7.52,-5.88,79.0,14,16,165.06,-20.16,2006-01-19
KRNT,14,57.14,10.44,111.0,3.1,2.806051563551226,4.97 # -12.33 # -17.47 # -2.4 # 9.55 # 44.1 # -13.71 # 12.77 # -16.52 # 24.0 # 1.23 # 84.16 # 28.15 # -0.36,4.97 # 9.55 # 44.1 # 12.77 # 24.0 # 1.23 # 84.16 # 28.15,26.12,18.39,-12.33 # -17.47 # -2.4 # -13.71 # -16.52 # -0.36,-10.47,-13.02,72.0,8,6,84.16,-17.47,2015-04-07
HUYA,9,44.44,0.68,73.0,-5.98,0.9320687561715248,40.37 # -5.98 # -12.33 # -11.04 # -17.04 # 21.28 # -15.2 # 5.21 # 0.88,40.37 # 21.28 # 5.21 # 0.88,16.93,13.24,-5.98 # -12.33 # -11.04 # -17.04 # -15.2,-12.32,-12.33,70.0,4,5,40.37,-17.04,2018-05-15
EGBN,31,41.94,2.7,101.0,-3.32,1.6445221686660358,2.79 # -13.57 # 2.63 # 28.23 # 6.04 # -5.43 # -8.3 # 11.41 # 23.91 # 53.33 # -6.59 # -9.05 # 15.57 # 6.22 # -7.43 # 0.4 # 4.89 # -4.5 # -2.14 # -9.4 # -4.88 # -11.0 # -12.06 # -3.32 # -3.32 # 50.04 # -6.65 # -5.85 # -5.12 # -8.97 # 5.91,2.79 # 2.63 # 28.23 # 6.04 # 11.41 # 23.91 # 53.33 # 15.57 # 6.22 # 0.4 # 4.89 # 50.04 # 5.91,16.26,6.22,-13.57 # -5.43 # -8.3 # -6.59 # -9.05 # -7.43 # -4.5 # -2.14 # -9.4 # -4.88 # -11.0 # -12.06 # -3.32 # -3.32 # -6.65 # -5.85 # -5.12 # -8.97,-7.09,-6.62,63.0,13,18,53.33,-13.57,2006-04-11
GCT,3,66.67,5.75,64.0,31.18,0.5271653879782338,-75.06 # 31.18 # 61.14,31.18 # 61.14,46.16,46.16,-75.06,-75.06,-75.06,38.0,2,1,61.14,-75.06,2022-08-22
MPLN,4,25.0,-9.77,108.0,-12.82,0.6521515941191922,3.59 # -16.44 # -9.19 # -17.03,3.59,3.59,3.59,-16.44 # -9.19 # -17.03,-14.22,-16.44,100.5,1,3,3.59,-17.03,2020-04-07
EVGO,6,16.67,-19.21,49.0,-25.26,0.2222526687463438,29.81 # -27.54 # -47.28 # -19.75 # -26.35 # -24.17,29.81,29.81,29.81,-27.54 # -47.28 # -19.75 # -26.35 # -24.17,-29.02,-26.35,43.5,1,5,29.81,-47.28,2020-11-24
NKLA,6,16.67,19.0,140.0,-11.59,0.953778776055825,0.0 # -0.1 # 209.49 # -23.07 # -27.94 # -44.35,0.0 # 209.49,104.74,104.74,-0.1 # -23.07 # -27.94 # -44.35,-23.87,-25.51,48.5,1,5,209.49,-44.35,2018-07-03
WLKP,21,28.57,-4.49,71.0,-3.91,0.3350857074530185,6.3 # -12.38 # -26.97 # -17.83 # 16.29 # -8.26 # 2.11 # -6.09 # -8.76 # 2.44 # -7.51 # -1.67 # -12.28 # -18.26 # 18.96 # -2.9 # -2.57 # -2.06 # -11.19 # -3.91 # 2.22,6.3 # 16.29 # 2.11 # 2.44 # 18.96 # 2.22,8.05,4.37,-12.38 # -26.97 # -17.83 # -8.26 # -6.09 # -8.76 # -7.51 # -1.67 # -12.28 # -18.26 # -2.9 # -2.57 # -2.06 # -11.19 # -3.91,-9.51,-8.26,43.0,6,15,18.96,-26.97,2014-08-01
CFFN,45,24.44,-1.38,60.0,-1.42,0.5043578736733588,-3.36 # 1.69 # 8.34 # -0.62 # 6.83 # -9.27 # -4.24 # -3.77 # -13.53 # 2.19 # -3.24 # -1.28 # -0.9 # 3.35 # -1.19 # -2.43 # -2.19 # -3.55 # -1.09 # -1.25 # -0.34 # -0.42 # 4.53 # -3.08 # -4.38 # -3.51 # 0.49 # -1.42 # 0.72 # -3.81 # 9.0 # 9.05 # -11.25 # -1.42 # 0.0 # -1.73 # -7.23 # -4.32 # -4.67 # -0.59 # -5.72 # -1.71 # 12.89 # -8.71 # -4.91,1.69 # 8.34 # 6.83 # 2.19 # 3.35 # 4.53 # 0.49 # 0.72 # 9.0 # 9.05 # 0.0 # 12.89,4.92,3.94,-3.36 # -0.62 # -9.27 # -4.24 # -3.77 # -13.53 # -3.24 # -1.28 # -0.9 # -1.19 # -2.43 # -2.19 # -3.55 # -1.09 # -1.25 # -0.34 # -0.42 # -3.08 # -4.38 # -3.51 # -1.42 # -3.81 # -11.25 # -1.42 # -1.73 # -7.23 # -4.32 # -4.67 # -0.59 # -5.72 # -1.71 # -8.71 # -4.91,-3.67,-3.24,43.0,11,34,12.89,-13.53,2006-05-04
MD,30,46.67,2.85,106.0,-1.11,1.7037140642359558,7.53 # -4.24 # 14.34 # -7.04 # 10.51 # -6.33 # -16.22 # -10.36 # 51.31 # -2.95 # -9.48 # 11.18 # -4.98 # 0.13 # 0.98 # -0.64 # 43.61 # 5.88 # 11.94 # 6.35 # -7.69 # 0.55 # 3.86 # -5.08 # -7.79 # -1.58 # 36.2 # -10.26 # -13.61 # -10.57,7.53 # 14.34 # 10.51 # 51.31 # 11.18 # 0.13 # 0.98 # 43.61 # 5.88 # 11.94 # 6.35 # 0.55 # 3.86 # 36.2,14.6,9.02,-4.24 # -7.04 # -6.33 # -16.22 # -10.36 # -2.95 # -9.48 # -4.98 # -0.64 # -7.69 # -5.08 # -7.79 # -1.58 # -10.26 # -13.61 # -10.57,-7.43,-7.37,95.0,14,16,51.31,-16.22,2006-01-19
PFC,38,42.11,2.5,102.0,-1.01,1.464963399288644,-0.7 # 0.22 # -11.0 # -1.28 # -3.34 # -33.34 # 45.65 # -23.84 # 24.88 # 14.26 # -1.51 # -4.21 # 25.83 # 7.24 # -8.16 # -4.48 # 2.51 # 10.84 # -0.75 # 12.52 # -4.57 # -2.42 # 2.2 # 1.07 # 11.9 # -3.77 # 20.75 # -1.73 # -0.45 # -16.88 # 77.8 # 2.27 # -8.01 # -7.71 # -11.08 # -7.11 # -18.78 # 10.07,0.22 # 45.65 # 24.88 # 14.26 # 25.83 # 7.24 # 2.51 # 10.84 # 12.52 # 2.2 # 1.07 # 11.9 # 20.75 # 77.8 # 2.27 # 10.07,16.88,11.37,-0.7 # -11.0 # -1.28 # -3.34 # -33.34 # -23.84 # -1.51 # -4.21 # -8.16 # -4.48 # -0.75 # -4.57 # -2.42 # -3.77 # -1.73 # -0.45 # -16.88 # -8.01 # -7.71 # -11.08 # -7.11 # -18.78,-7.96,-4.52,75.0,16,22,77.8,-33.34,2006-01-19
CCO,35,34.29,-0.32,86.0,-4.74,0.356446546857009,12.75 # 24.51 # -1.96 # -11.95 # 51.67 # -4.03 # 19.98 # -4.2 # -7.47 # -29.72 # 10.02 # -8.63 # 18.87 # -5.67 # 26.16 # 6.46 # -15.25 # -14.0 # -10.1 # -7.45 # -1.5 # -6.42 # -4.0 # -50.89 # -16.83 # -17.09 # 83.85 # -7.58 # -4.74 # 17.53 # -10.66 # -36.21 # 0.73 # -20.26 # 12.84,12.75 # 24.51 # 51.67 # 19.98 # 10.02 # 18.87 # 26.16 # 6.46 # 83.85 # 17.53 # 0.73 # 12.84,23.78,18.2,-1.96 # -11.95 # -4.03 # -4.2 # -7.47 # -29.72 # -8.63 # -5.67 # -15.25 # -14.0 # -10.1 # -7.45 # -1.5 # -6.42 # -4.0 # -50.89 # -16.83 # -17.09 # -7.58 # -4.74 # -10.66 # -36.21 # -20.26,-12.9,-8.63,56.0,12,23,83.85,-50.89,2006-01-19
ULH,38,28.95,0.65,82.0,-3.49,0.6441584823282835,-4.13 # 24.58 # -14.68 # -19.02 # -19.03 # 4.55 # -13.4 # -2.15 # -8.16 # -17.22 # -8.93 # -1.36 # -0.13 # -6.2 # -0.88 # -16.06 # -2.85 # 5.62 # 62.02 # -1.72 # -13.38 # -1.67 # -20.97 # -15.3 # 3.85 # 53.51 # 25.55 # -13.21 # -6.78 # -14.94 # 35.77 # 7.23 # -16.3 # 56.87 # -2.13 # -13.47 # -10.14 # 9.5,24.58 # 4.55 # 5.62 # 62.02 # 3.85 # 53.51 # 25.55 # 35.77 # 7.23 # 56.87 # 9.5,26.28,24.58,-4.13 # -14.68 # -19.02 # -19.03 # -13.4 # -2.15 # -8.16 # -17.22 # -8.93 # -1.36 # -0.13 # -6.2 # -0.88 # -16.06 # -2.85 # -1.72 # -13.38 # -1.67 # -20.97 # -15.3 # -13.21 # -6.78 # -14.94 # -16.3 # -2.13 # -13.47 # -10.14,-9.79,-10.14,55.0,11,27,62.02,-20.97,2006-01-19
FDMT,7,14.29,-14.98,43.0,-7.89,0.2958622435421701,-7.16 # -28.33 # -31.56 # -27.76 # 3.82 # -7.89 # -5.95,3.82,3.82,3.82,-7.16 # -28.33 # -31.56 # -27.76 # -7.89 # -5.95,-18.11,-17.83,32.0,1,6,3.82,-31.56,2020-12-22
EYPT,30,33.33,-1.15,85.0,-8.69,0.12023454875793352,-8.92 # -20.98 # 142.31 # -11.78 # -8.25 # 16.55 # -10.02 # -14.02 # -30.52 # 47.19 # 7.47 # 0.0 # -7.45 # -16.52 # -8.47 # -24.19 # -16.18 # -1.85 # -11.82 # 75.65 # 0.86 # -31.39 # -31.58 # -70.53 # 9.41 # 23.56 # -26.6 # -20.19 # 0.84 # 12.9,142.31 # 16.55 # 47.19 # 7.47 # 0.0 # 75.65 # 0.86 # 9.41 # 23.56 # 0.84 # 12.9,30.61,12.9,-8.92 # -20.98 # -11.78 # -8.25 # -10.02 # -14.02 # -30.52 # -7.45 # -16.52 # -8.47 # -24.19 # -16.18 # -1.85 # -11.82 # -31.39 # -31.58 # -70.53 # -26.6 # -20.19,-19.54,-16.18,56.0,10,20,142.31,-70.53,2006-01-19
BELFA,33,39.39,4.72,89.0,-4.03,2.377328313369806,-0.7 # -4.16 # -1.51 # -4.03 # -4.12 # -6.51 # 20.91 # -7.52 # 7.02 # -2.79 # -7.38 # -8.29 # -10.76 # 21.75 # 15.18 # -14.2 # -17.92 # -11.73 # 56.88 # -11.49 # 2.12 # -10.69 # 1.99 # -10.08 # -4.48 # 1.43 # -7.06 # 35.3 # -6.0 # 110.67 # 1.11 # 14.76 # 17.97,20.91 # 7.02 # 21.75 # 15.18 # 56.88 # 2.12 # 1.99 # 1.43 # 35.3 # 110.67 # 1.11 # 14.76 # 17.97,23.62,15.18,-0.7 # -4.16 # -1.51 # -4.03 # -4.12 # -6.51 # -7.52 # -2.79 # -7.38 # -8.29 # -10.76 # -14.2 # -17.92 # -11.73 # -11.49 # -10.69 # -10.08 # -4.48 # -7.06 # -6.0,-7.57,-7.22,70.0,13,20,110.67,-17.92,2006-01-19
BSIG,15,26.67,8.92,107.0,-5.9,1.5868148025823143,27.58 # -6.86 # -14.79 # -1.23 # -7.85 # 6.3 # -5.29 # -13.7 # -7.8 # -10.1 # -17.3 # 181.43 # 10.98 # -5.9 # -1.63,27.58 # 6.3 # 181.43 # 10.98,56.57,19.28,-6.86 # -14.79 # -1.23 # -7.85 # -5.29 # -13.7 # -7.8 # -10.1 # -17.3 # -5.9 # -1.63,-8.4,-7.8,72.0,4,11,181.43,-17.3,2014-10-14
FUBO,15,20.0,-1.55,49.0,-13.16,0.35054826318361393,-19.32 # 23.04 # -38.33 # -6.19 # 141.08 # -23.78 # -16.67 # -9.35 # -23.2 # -16.17 # -11.35 # 12.26 # -14.6 # -13.16 # -7.46,23.04 # 141.08 # 12.26,58.79,23.04,-19.32 # -38.33 # -6.19 # -23.78 # -16.67 # -9.35 # -23.2 # -16.17 # -11.35 # -14.6 # -13.16 # -7.46,-16.63,-15.38,41.0,3,12,141.08,-38.33,2019-03-29
UTL,40,42.5,0.64,89.0,-1.08,1.1707009179030048,-2.56 # 11.02 # 2.46 # -6.18 # -6.45 # -10.33 # -2.96 # -6.81 # -1.7 # -1.65 # -0.93 # 9.37 # 1.53 # -4.37 # 2.93 # -3.48 # -3.28 # 5.28 # -7.29 # -0.07 # 6.91 # 0.86 # -1.09 # 10.66 # -3.43 # 3.33 # 9.25 # 0.14 # -5.49 # 4.12 # -6.59 # 12.59 # -3.74 # -8.2 # 21.73 # 18.78 # -5.42 # -2.88 # 0.56 # -1.08,11.02 # 2.46 # 9.37 # 1.53 # 2.93 # 5.28 # 6.91 # 0.86 # 10.66 # 3.33 # 9.25 # 0.14 # 4.12 # 12.59 # 21.73 # 18.78 # 0.56,7.15,5.28,-2.56 # -6.18 # -6.45 # -10.33 # -2.96 # -6.81 # -1.7 # -1.65 # -0.93 # -4.37 # -3.48 # -3.28 # -7.29 # -0.07 # -1.09 # -3.43 # -5.49 # -6.59 # -3.74 # -8.2 # -5.42 # -2.88 # -1.08,-4.17,-3.48,67.0,17,23,21.73,-10.33,2006-04-10
APLD,5,40.0,-4.76,73.0,-18.97,0.5289806181667058,-49.78 # -24.79 # -18.97 # 65.0 # 4.76,65.0 # 4.76,34.88,34.88,-49.78 # -24.79 # -18.97,-31.18,-24.79,50.0,2,3,65.0,-49.78,2022-04-18
AMCX,17,41.18,5.6,98.0,-6.88,1.5452190760690439,-7.35 # 16.21 # -9.82 # 52.4 # -8.75 # -10.36 # 0.33 # 15.63 # -7.47 # -0.7 # -6.88 # 7.48 # -10.84 # 84.57 # -22.91 # -28.84 # 32.53,16.21 # 52.4 # 0.33 # 15.63 # 7.48 # 84.57 # 32.53,29.88,16.21,-7.35 # -9.82 # -8.75 # -10.36 # -7.47 # -0.7 # -6.88 # -10.84 # -22.91 # -28.84,-11.39,-9.28,54.0,7,10,84.57,-28.84,2011-06-20
CHPT,6,33.33,25.3,94.0,-8.7,1.5016515564794748,0.1 # -1.13 # 218.17 # -23.8 # -25.26 # -16.27,0.1 # 218.17,109.14,109.14,-1.13 # -23.8 # -25.26 # -16.27,-16.61,-20.03,46.0,2,4,218.17,-25.26,2019-09-18
INNV,4,25.0,-9.56,77.0,-12.37,0.6570128983741759,-11.14 # 5.06 # -13.59 # -18.55,5.06,5.06,5.06,-11.14 # -13.59 # -18.55,-14.43,-13.59,65.5,1,3,5.06,-18.55,2021-03-08
IMAX,40,25.0,5.08,85.0,-5.76,1.0785973660021728,11.36 # -40.22 # -11.37 # -5.94 # 38.89 # -9.02 # -25.14 # -6.61 # 253.04 # 80.86 # -5.36 # 8.11 # -10.14 # -5.16 # -4.6 # 18.71 # -0.6 # -1.29 # -12.68 # -3.47 # 35.09 # -7.57 # -10.36 # -8.6 # -0.46 # -13.15 # -9.01 # -3.75 # -0.66 # 2.13 # -8.26 # -5.58 # -16.5 # 35.2 # -21.9 # -11.23 # -10.14 # -10.13 # 6.02 # -7.52,11.36 # 38.89 # 253.04 # 80.86 # 8.11 # 18.71 # 35.09 # 2.13 # 35.2 # 6.02,48.94,26.9,-40.22 # -11.37 # -5.94 # -9.02 # -25.14 # -6.61 # -5.36 # -10.14 # -5.16 # -4.6 # -0.6 # -1.29 # -12.68 # -3.47 # -7.57 # -10.36 # -8.6 # -0.46 # -13.15 # -9.01 # -3.75 # -0.66 # -8.26 # -5.58 # -16.5 # -21.9 # -11.23 # -10.14 # -10.13 # -7.52,-9.55,-8.43,52.0,10,30,253.04,-40.22,2006-01-30
WRLD,35,34.29,3.34,107.0,-3.66,1.183856137219152,-1.41 # 42.02 # 11.67 # -15.02 # -55.33 # -8.02 # -9.29 # 68.24 # -3.46 # 42.75 # -9.72 # -6.05 # -0.85 # 5.76 # 4.16 # -17.89 # -14.25 # -2.34 # -5.54 # -14.96 # 7.68 # -12.89 # -12.78 # -2.16 # 27.78 # -5.48 # -10.2 # 10.52 # 70.39 # -3.66 # 37.3 # -4.58 # -20.45 # 32.25 # -7.18,42.02 # 11.67 # 68.24 # 42.75 # 5.76 # 4.16 # 7.68 # 27.78 # 10.52 # 70.39 # 37.3 # 32.25,30.04,30.02,-1.41 # -15.02 # -55.33 # -8.02 # -9.29 # -3.46 # -9.72 # -6.05 # -0.85 # -17.89 # -14.25 # -2.34 # -5.54 # -14.96 # -12.89 # -12.78 # -2.16 # -5.48 # -10.2 # -3.66 # -4.58 # -20.45 # -7.18,-10.59,-8.02,86.0,12,23,70.39,-55.33,2006-01-19
MKTW,5,20.0,-10.47,61.0,-2.06,0.525743890595254,-0.2 # -2.06 # -36.88 # -20.78 # 7.56,7.56,7.56,7.56,-0.2 # -2.06 # -36.88 # -20.78,-14.98,-11.42,71.0,1,4,7.56,-36.88,2020-09-16
BGS,30,33.33,3.53,85.0,-3.81,1.9152488301581152,-0.88 # -5.35 # 49.61 # 26.77 # 48.07 # 10.56 # -0.57 # 21.67 # -7.23 # -4.19 # 4.83 # -2.12 # -9.19 # -2.12 # 3.09 # -8.16 # 9.57 # -7.33 # -10.04 # -8.09 # -5.33 # -8.44 # 55.56 # -6.53 # 0.54 # -6.51 # -11.51 # -3.61 # -13.02 # -4.0,49.61 # 26.77 # 48.07 # 10.56 # 21.67 # 4.83 # 3.09 # 9.57 # 55.56 # 0.54,23.03,16.11,-0.88 # -5.35 # -0.57 # -7.23 # -4.19 # -2.12 # -9.19 # -2.12 # -8.16 # -7.33 # -10.04 # -8.09 # -5.33 # -8.44 # -6.53 # -6.51 # -11.51 # -3.61 # -13.02 # -4.0,-6.21,-6.52,56.0,10,20,55.56,-13.02,2007-05-25
BLBD,21,38.1,4.89,91.0,-1.14,1.5853401642410834,-1.14 # -0.41 # 0.31 # 0.72 # -1.98 # -25.0 # 9.56 # -4.56 # 53.95 # -0.85 # 2.22 # -1.2 # -13.73 # -5.0 # -12.21 # 1.06 # 61.3 # -23.65 # -14.19 # 80.74 # -3.15,0.31 # 0.72 # 9.56 # 53.95 # 2.22 # 1.06 # 61.3 # 80.74,26.23,5.89,-1.14 # -0.41 # -1.98 # -25.0 # -4.56 # -0.85 # -1.2 # -13.73 # -5.0 # -12.21 # -23.65 # -14.19 # -3.15,-8.24,-4.56,51.0,8,13,80.74,-25.0,2014-04-11
CCRN,30,26.67,2.64,95.0,-6.77,0.7188043920672389,-4.18 # 3.71 # -15.82 # -13.27 # -12.81 # -4.55 # -4.77 # -8.0 # -14.29 # -29.96 # -13.57 # -14.11 # 7.79 # 49.46 # 29.96 # -3.11 # 28.91 # -10.99 # -7.11 # -3.46 # -12.8 # -6.44 # -8.43 # -4.29 # -9.5 # -21.44 # 18.41 # 172.8 # 10.83 # -19.75,3.71 # 7.79 # 49.46 # 29.96 # 28.91 # 18.41 # 172.8 # 10.83,40.23,23.66,-4.18 # -15.82 # -13.27 # -12.81 # -4.55 # -4.77 # -8.0 # -14.29 # -29.96 # -13.57 # -14.11 # -3.11 # -10.99 # -7.11 # -3.46 # -12.8 # -6.44 # -8.43 # -4.29 # -9.5 # -21.44 # -19.75,-11.03,-10.25,70.0,8,22,172.8,-29.96,2006-01-26
SPTN,37,35.14,0.62,91.0,-4.43,0.6846293135559439,12.45 # -15.53 # 72.95 # -1.14 # -6.19 # -14.21 # -3.36 # -13.79 # 0.14 # 5.05 # 3.52 # -5.25 # 2.51 # -2.96 # -4.43 # -3.95 # -5.69 # 4.37 # 24.67 # -6.26 # 31.78 # -9.22 # 2.33 # -7.89 # -29.44 # -8.01 # -28.17 # -14.03 # -10.85 # 36.9 # -9.15 # 0.05 # 50.97 # -8.28 # -11.6 # -5.12 # -0.39,12.45 # 72.95 # 0.14 # 5.05 # 3.52 # 2.51 # 4.37 # 24.67 # 31.78 # 2.33 # 36.9 # 0.05 # 50.97,19.05,5.05,-15.53 # -1.14 # -6.19 # -14.21 # -3.36 # -13.79 # -5.25 # -2.96 # -4.43 # -3.95 # -5.69 # -6.26 # -9.22 # -7.89 # -29.44 # -8.01 # -28.17 # -14.03 # -10.85 # -9.15 # -8.28 # -11.6 # -5.12 # -0.39,-9.37,-7.95,51.0,13,24,72.95,-29.44,2006-01-20
REX,39,30.77,3.44,83.0,-3.85,1.7652378114708247,-2.17 # -6.57 # -2.88 # -7.98 # 11.3 # -6.47 # -7.82 # -13.9 # -14.3 # 36.86 # -11.91 # -3.85 # -2.69 # -6.83 # 65.08 # -1.22 # 14.24 # 105.07 # -2.6 # -12.38 # -13.58 # -8.65 # 49.97 # 4.02 # -6.96 # -5.41 # 3.64 # 7.14 # -1.34 # 19.74 # -7.83 # 1.18 # -14.52 # -9.09 # -7.91 # -5.62 # -3.56 # 12.02 # -7.94,11.3 # 36.86 # 65.08 # 14.24 # 105.07 # 49.97 # 4.02 # 3.64 # 7.14 # 19.74 # 1.18 # 12.02,27.52,13.13,-2.17 # -6.57 # -2.88 # -7.98 # -6.47 # -7.82 # -13.9 # -14.3 # -11.91 # -3.85 # -2.69 # -6.83 # -1.22 # -2.6 # -12.38 # -13.58 # -8.65 # -6.96 # -5.41 # -1.34 # -7.83 # -14.52 # -9.09 # -7.91 # -5.62 # -3.56 # -7.94,-7.26,-6.96,67.0,12,27,105.07,-14.52,2006-01-19
RPAY,11,27.27,0.0,93.0,-4.01,0.8727131989089307,0.62 # 33.54 # 34.15 # -9.44 # -15.17 # -10.49 # -4.01 # -8.01 # -15.91 # -2.04 # -3.21,0.62 # 33.54 # 34.15,22.77,33.54,-9.44 # -15.17 # -10.49 # -4.01 # -8.01 # -15.91 # -2.04 # -3.21,-8.53,-8.72,42.0,3,8,34.15,-15.91,2018-07-19
RGR,36,38.89,3.42,93.0,-4.58,1.6660853189790759,2.45 # 54.29 # -4.86 # 68.25 # -10.84 # 24.25 # -14.26 # -3.62 # 26.62 # 73.09 # -9.58 # -15.49 # -10.38 # 27.93 # 7.51 # -10.42 # 10.0 # -4.3 # 5.9 # -14.04 # 4.12 # 4.25 # -6.14 # -18.19 # -13.33 # 24.32 # -12.54 # -2.26 # 3.49 # -9.37 # -8.04 # -8.39 # -14.23 # -1.3 # -6.11 # -15.81,2.45 # 54.29 # 68.25 # 24.25 # 26.62 # 73.09 # 27.93 # 7.51 # 10.0 # 5.9 # 4.12 # 4.25 # 24.32 # 3.49,24.03,17.13,-4.86 # -10.84 # -14.26 # -3.62 # -9.58 # -15.49 # -10.38 # -10.42 # -4.3 # -14.04 # -6.14 # -18.19 # -13.33 # -12.54 # -2.26 # -9.37 # -8.04 # -8.39 # -14.23 # -1.3 # -6.11 # -15.81,-9.7,-9.98,80.0,14,22,73.09,-18.19,2006-01-19
CRNC,6,33.33,45.5,107.0,-8.52,2.6871625124725176,-24.26 # 308.0 # -9.06 # 18.8 # -7.97 # -12.54,308.0 # 18.8,163.4,163.4,-24.26 # -9.06 # -7.97 # -12.54,-13.46,-10.8,81.0,2,4,308.0,-24.26,2020-01-09
BLFS,51,23.53,6.13,59.0,-6.87,0.30133448430810084,-18.18 # 0.0 # -22.22 # -22.22 # 0.0 # 0.0 # 0.0 # 0.0 # -22.22 # 11.11 # -45.45 # 0.0 # -37.5 # -20.0 # 66.67 # 0.0 # -8.33 # 40.0 # 0.0 # 0.0 # -21.43 # -56.0 # 0.0 # -20.0 # -30.0 # -12.5 # 20.0 # -33.33 # -30.0 # 163.64 # 123.53 # -4.93 # 12.57 # -20.08 # -6.38 # -6.87 # -16.75 # 204.52 # 141.55 # 2.07 # -13.52 # -17.93 # 120.58 # -2.82 # -30.06 # -13.13 # -19.33 # -9.65 # -24.51 # -11.92 # 3.45,0.0 # 0.0 # 0.0 # 0.0 # 0.0 # 11.11 # 0.0 # 66.67 # 0.0 # 40.0 # 0.0 # 0.0 # 0.0 # 20.0 # 163.64 # 123.53 # 12.57 # 204.52 # 141.55 # 2.07 # 120.58 # 3.45,41.35,2.76,-18.18 # -22.22 # -22.22 # -22.22 # -45.45 # -37.5 # -20.0 # -8.33 # -21.43 # -56.0 # -20.0 # -30.0 # -12.5 # -33.33 # -30.0 # -4.93 # -20.08 # -6.38 # -6.87 # -16.75 # -13.52 # -17.93 # -2.82 # -30.06 # -13.13 # -19.33 # -9.65 # -24.51 # -11.92,-20.6,-20.0,30.0,12,39,204.52,-56.0,2006-01-19
TMCI,3,66.67,1.97,119.0,0.31,1.05783405669938,0.31 # 7.58 # -1.98,0.31 # 7.58,3.95,3.95,-1.98,-1.98,-1.98,94.0,2,1,7.58,-1.98,2021-04-27
BCYC,9,44.44,10.71,107.0,-3.12,1.7571305016230232,-24.38 # -15.16 # 72.75 # 43.48 # 41.61 # -18.08 # 9.57 # -3.12 # -10.27,72.75 # 43.48 # 41.61 # 9.57,41.85,42.55,-24.38 # -15.16 # -18.08 # -3.12 # -10.27,-14.2,-15.16,57.0,4,5,72.75,-24.38,2019-06-21
ICVX,4,25.0,-15.25,136.0,-18.63,0.22940553240496847,-77.41 # -22.18 # -15.07 # 53.64,53.64,53.64,53.64,-77.41 # -22.18 # -15.07,-38.22,-22.18,78.0,1,3,53.64,-77.41,2021-09-07
AMTB,6,66.67,14.69,136.0,3.3,1.7131003504902638,3.57 # 3.04 # 100.45 # -15.5 # -15.23 # 11.81,3.57 # 3.04 # 100.45 # 11.81,29.71,7.69,-15.5 # -15.23,-15.37,-15.37,75.0,4,2,100.45,-15.5,2019-05-06
PRME,3,0.0,-18.23,30.0,-18.23,0.5466567875624917,-18.23 # -18.06 # -18.41,,,,-18.23 # -18.06 # -18.41,-18.23,-18.23,27.0,0,3,-18.06,-18.41,2022-11-02
ASTE,37,29.73,-1.61,86.0,-4.22,0.31398235544848774,-3.45 # -12.16 # 37.81 # -8.26 # -18.39 # -17.18 # -14.28 # 0.59 # -16.27 # -1.29 # 1.96 # -21.02 # 2.09 # -15.49 # 4.9 # -4.06 # -2.11 # -4.98 # 8.49 # -3.83 # -4.22 # -3.6 # -8.24 # -15.27 # 46.34 # -8.27 # -3.36 # 5.09 # -13.96 # -15.1 # 8.26 # -11.35 # 80.98 # -12.25 # -14.89 # -9.78 # 7.08,37.81 # 0.59 # 1.96 # 2.09 # 4.9 # 8.49 # 46.34 # 5.09 # 8.26 # 80.98 # 7.08,18.51,7.08,-3.45 # -12.16 # -8.26 # -18.39 # -17.18 # -14.28 # -16.27 # -1.29 # -21.02 # -15.49 # -4.06 # -2.11 # -4.98 # -3.83 # -4.22 # -3.6 # -8.24 # -15.27 # -8.27 # -3.36 # -13.96 # -15.1 # -11.35 # -12.25 # -14.89 # -9.78,-10.12,-10.57,56.0,11,26,80.98,-21.02,2006-01-19
