ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy
LSAK,34,29.41,-4.12,62.0,-6.75,0.19612410817310907,0.74 # 6.73 # -19.35 # 1.1 # -12.23 # -13.98 # 3.4 # -6.85 # -9.79 # -9.62 # 1.77 # -13.46 # -0.11 # -4.92 # 12.85 # -11.33 # 0.38 # -3.75 # -12.7 # -7.33 # 24.93 # 5.54 # -16.74 # -14.81 # -5.48 # -8.53 # 32.23 # -6.64 # -10.74 # -11.05 # -5.2 # -12.55 # -8.69 # -3.85,0.74 # 6.73 # 1.1 # 3.4 # 1.77 # 12.85 # 0.38 # 24.93 # 5.54 # 32.23,8.97,4.47,-19.35 # -12.23 # -13.98 # -6.85 # -9.79 # -9.62 # -13.46 # -0.11 # -4.92 # -11.33 # -3.75 # -12.7 # -7.33 # -16.74 # -14.81 # -5.48 # -8.53 # -6.64 # -10.74 # -11.05 # -5.2 # -12.55 # -8.69 # -3.85,-9.57,-9.71,58.5,10,24,32.23,-19.35,2006-10-27
INBK,24,45.83,11.0,96.0,-2.09,6.540220993728427,-3.95 # -10.53 # -12.09 # 33.66 # 5.85 # -5.7 # -15.0 # -5.72 # 27.44 # 57.38 # 20.97 # -6.56 # -7.89 # 60.57 # -11.75 # 16.4 # 17.56 # -6.05 # -0.23 # -8.38 # 91.88 # 20.85 # -19.56 # 24.83,33.66 # 5.85 # 27.44 # 57.38 # 20.97 # 60.57 # 16.4 # 17.56 # 91.88 # 20.85 # 24.83,34.31,24.83,-3.95 # -10.53 # -12.09 # -5.7 # -15.0 # -5.72 # -6.56 # -7.89 # -11.75 # -6.05 # -0.23 # -8.38 # -19.56,-8.72,-7.89,49.5,11,13,91.88,-19.56,2006-04-13
CBAN,26,50.0,4.91,113.0,-0.17,2.587944522156304,-8.88 # -2.19 # 0.51 # -22.65 # 4.2 # -5.36 # 21.95 # 22.05 # -1.75 # 2.28 # -2.7 # 44.98 # -0.85 # 38.75 # 4.8 # -9.4 # -1.93 # 6.35 # 2.52 # 3.76 # -13.97 # 39.65 # -1.03 # -3.54 # -9.99 # 20.0,0.51 # 4.2 # 21.95 # 22.05 # 2.28 # 44.98 # 38.75 # 4.8 # 6.35 # 2.52 # 3.76 # 39.65 # 20.0,16.29,6.35,-8.88 # -2.19 # -22.65 # -5.36 # -1.75 # -2.7 # -0.85 # -9.4 # -1.93 # -13.97 # -1.03 # -3.54 # -9.99,-6.48,-3.54,72.5,13,13,44.98,-22.65,2006-01-19
FHTX,7,14.29,-17.2,51.0,-18.45,0.25728579327767226,-24.65 # -14.29 # -23.45 # -17.42 # -24.44 # 2.26 # -18.45,2.26,2.26,2.26,-24.65 # -14.29 # -23.45 # -17.42 # -24.44 # -18.45,-20.45,-20.95,54.0,1,6,2.26,-24.65,2020-12-09
OMER,28,28.57,-6.18,74.0,-15.63,0.04362383087560245,-19.0 # -4.63 # 117.29 # -21.74 # -15.67 # -13.33 # 2.65 # -15.29 # -15.59 # -6.74 # 20.37 # -18.21 # -23.24 # -18.18 # -23.53 # 76.37 # -9.25 # -23.22 # -28.6 # 4.32 # -22.5 # -47.06 # -19.73 # -37.65 # 26.65 # -45.26 # 0.38 # 7.29,117.29 # 2.65 # 20.37 # 76.37 # 4.32 # 26.65 # 0.38 # 7.29,31.92,13.83,-19.0 # -4.63 # -21.74 # -15.67 # -13.33 # -15.29 # -15.59 # -6.74 # -18.21 # -23.24 # -18.18 # -23.53 # -9.25 # -23.22 # -28.6 # -22.5 # -47.06 # -19.73 # -37.65 # -45.26,-21.42,-19.36,62.0,8,20,117.29,-47.06,2010-06-30
TLYS,18,33.33,7.16,98.0,-6.96,1.5888683769721135,-15.8 # -7.26 # -19.18 # 56.3 # -18.25 # 45.23 # 1.0 # 18.18 # 12.26 # -19.23 # 135.0 # -2.27 # -16.94 # -9.59 # -4.95 # -10.02 # -6.67 # -8.96,56.3 # 45.23 # 1.0 # 18.18 # 12.26 # 135.0,44.66,31.7,-15.8 # -7.26 # -19.18 # -18.25 # -19.23 # -2.27 # -16.94 # -9.59 # -4.95 # -10.02 # -6.67 # -8.96,-11.59,-9.81,67.5,6,12,135.0,-19.23,2012-08-29
VNDA,24,33.33,54.44,103.0,-4.86,18.59334969750353,-7.78 # 140.54 # -38.9 # 1108.25 # -11.11 # -0.5 # -11.06 # 141.48 # 16.58 # -19.81 # -4.12 # -11.77 # -9.88 # 63.88 # 0.31 # -4.73 # 6.1 # -10.95 # -19.18 # -4.98 # 30.9 # -0.18 # -7.72 # -38.81,140.54 # 1108.25 # 141.48 # 16.58 # 63.88 # 0.31 # 6.1 # 30.9,188.51,47.39,-7.78 # -38.9 # -11.11 # -0.5 # -11.06 # -19.81 # -4.12 # -11.77 # -9.88 # -4.73 # -10.95 # -19.18 # -4.98 # -0.18 # -7.72 # -38.81,-12.59,-10.42,85.0,8,16,1108.25,-38.9,2006-04-17
OVID,12,33.33,-2.19,69.0,-11.99,0.4844167854184375,-14.73 # -14.5 # -23.17 # -36.8 # -30.32 # -14.83 # 15.49 # 64.41 # -9.47 # -8.85 # 45.09 # 1.42,15.49 # 64.41 # 45.09 # 1.42,31.6,30.29,-14.73 # -14.5 # -23.17 # -36.8 # -30.32 # -14.83 # -9.47 # -8.85,-19.08,-14.78,49.0,4,8,64.41,-36.8,2017-05-16
BWFG,24,33.33,2.54,97.0,-3.12,1.1671430123431494,-21.05 # 3.7 # -15.25 # -1.85 # 42.86 # -8.26 # -16.0 # -6.19 # 2.91 # 59.54 # -1.22 # -4.03 # -8.3 # -2.21 # -1.54 # -6.84 # 65.22 # 2.65 # 13.01 # -4.61 # -7.27 # -19.17 # -8.71 # 3.64,3.7 # 42.86 # 2.91 # 59.54 # 65.22 # 2.65 # 13.01 # 3.64,24.19,8.36,-21.05 # -15.25 # -1.85 # -8.26 # -16.0 # -6.19 # -1.22 # -4.03 # -8.3 # -2.21 # -1.54 # -6.84 # -4.61 # -7.27 # -19.17 # -8.71,-8.28,-7.05,67.5,8,16,65.22,-21.05,2010-04-29
CRNT,28,39.29,8.61,87.0,-5.83,2.8312089391882997,-2.71 # 1.18 # 122.22 # -10.8 # -17.92 # 98.73 # 25.95 # -25.4 # -5.4 # -16.27 # -18.57 # 3.17 # 51.47 # -12.83 # 26.38 # 53.21 # 8.38 # -5.57 # -7.5 # -33.9 # -6.09 # -9.32 # 50.0 # -13.77 # -18.53 # -12.09 # -13.95 # 31.0,1.18 # 122.22 # 98.73 # 25.95 # 3.17 # 51.47 # 26.38 # 53.21 # 8.38 # 50.0 # 31.0,42.88,31.0,-2.71 # -10.8 # -17.92 # -25.4 # -5.4 # -16.27 # -18.57 # -12.83 # -5.57 # -7.5 # -33.9 # -6.09 # -9.32 # -13.77 # -18.53 # -12.09 # -13.95,-13.57,-12.83,59.5,11,17,122.22,-33.9,2006-02-03
TDUP,5,20.0,-15.96,56.0,-13.89,0.38077900420929733,-43.16 # -18.37 # -13.89 # -8.14 # 3.75,3.75,3.75,3.75,-43.16 # -18.37 # -13.89 # -8.14,-20.89,-16.13,77.0,1,4,3.75,-43.16,2021-03-30
III,34,14.71,5.46,78.0,-5.06,0.4937579971510611,-0.54 # 0.13 # -2.6 # -22.54 # -29.04 # -0.85 # -6.88 # -12.09 # -5.37 # -5.88 # -5.11 # -7.25 # 265.89 # -5.8 # -4.37 # -8.7 # 0.2 # -5.02 # -11.21 # -1.03 # -4.31 # -1.31 # -5.57 # -4.03 # -4.8 # -6.21 # 3.06 # -38.85 # -41.52 # 189.88 # -14.76 # -9.72 # -4.09 # -4.03,0.13 # 265.89 # 0.2 # 3.06 # 189.88,91.83,3.06,-0.54 # -2.6 # -22.54 # -29.04 # -0.85 # -6.88 # -12.09 # -5.37 # -5.88 # -5.11 # -7.25 # -5.8 # -4.37 # -8.7 # -5.02 # -11.21 # -1.03 # -4.31 # -1.31 # -5.57 # -4.03 # -4.8 # -6.21 # -38.85 # -41.52 # -14.76 # -9.72 # -4.09 # -4.03,-9.43,-5.57,37.0,5,29,265.89,-41.52,2007-02-14
PLBC,37,37.84,3.57,81.0,-1.74,1.9627678985848018,-3.24 # -10.57 # 3.07 # 7.83 # -12.06 # -13.04 # -16.99 # 19.49 # -26.81 # 25.4 # -8.29 # -6.9 # 43.76 # -8.01 # -7.7 # -1.74 # 26.57 # 3.33 # -2.33 # 0.0 # -7.98 # 3.39 # 100.2 # 1.11 # 35.26 # -0.91 # -5.51 # -8.15 # -0.28 # -5.38 # -11.09 # 16.17 # 10.83 # -1.17 # -4.09 # 1.34 # -3.59,3.07 # 7.83 # 19.49 # 25.4 # 43.76 # 26.57 # 3.33 # 0.0 # 3.39 # 100.2 # 1.11 # 35.26 # 16.17 # 10.83 # 1.34,19.85,10.83,-3.24 # -10.57 # -12.06 # -13.04 # -16.99 # -26.81 # -8.29 # -6.9 # -8.01 # -7.7 # -1.74 # -2.33 # -7.98 # -0.91 # -5.51 # -8.15 # -0.28 # -5.38 # -11.09 # -1.17 # -4.09 # -3.59,-7.54,-7.3,45.0,14,23,100.2,-26.81,2007-02-15
OCN,25,40.0,10.49,135.0,-3.9,2.7991674961707873,49.68 # -9.92 # -28.17 # 1.49 # 107.07 # -4.28 # 54.02 # 130.9 # 18.47 # -10.85 # -26.72 # 35.69 # -46.93 # -9.01 # -4.05 # 24.23 # -35.91 # -11.68 # 48.26 # -16.92 # 12.25 # -6.3 # -3.9 # -3.11 # -2.12,49.68 # 1.49 # 107.07 # 54.02 # 130.9 # 18.47 # 35.69 # 24.23 # 48.26 # 12.25,48.21,41.98,-9.92 # -28.17 # -4.28 # -10.85 # -26.72 # -46.93 # -9.01 # -4.05 # -35.91 # -11.68 # -16.92 # -6.3 # -3.9 # -3.11 # -2.12,-14.66,-9.92,79.0,10,15,130.9,-46.93,2006-01-19
INOD,25,32.0,19.3,115.0,-5.13,4.830532979277854,-48.89 # 83.73 # -7.13 # -11.74 # -22.08 # 155.41 # -6.9 # -3.32 # -7.64 # 22.34 # 0.71 # -7.51 # -10.87 # -5.13 # -16.9 # -1.3 # -15.32 # -0.83 # 18.33 # -3.82 # 351.39 # -10.96 # 2.89 # -15.35 # 43.44,83.73 # 155.41 # 22.34 # 0.71 # 18.33 # 351.39 # 2.89 # 43.44,84.78,32.89,-48.89 # -7.13 # -11.74 # -22.08 # -6.9 # -3.32 # -7.64 # -7.51 # -10.87 # -5.13 # -16.9 # -1.3 # -15.32 # -0.83 # -3.82 # -10.96 # -15.35,-11.51,-7.64,65.0,8,17,351.39,-48.89,2006-01-19
GOSS,12,25.0,-7.93,39.0,-7.94,0.34113130788998985,-6.02 # -1.38 # -0.5 # -9.85 # -19.04 # -30.53 # -16.38 # -9.86 # 9.93 # -14.45 # 2.5 # 0.41,9.93 # 2.5 # 0.41,4.28,2.5,-6.02 # -1.38 # -0.5 # -9.85 # -19.04 # -30.53 # -16.38 # -9.86 # -14.45,-12.0,-9.86,33.5,3,9,9.93,-30.53,2019-02-12
DRTS,5,40.0,-5.75,72.0,-4.75,0.7362954015602976,0.71 # 0.33 # -13.86 # -11.19 # -4.75,0.71 # 0.33,0.52,0.52,-13.86 # -11.19 # -4.75,-9.93,-11.19,70.0,2,3,0.71,-13.86,2021-08-03
PFMT,16,25.0,5.26,82.0,-5.09,0.8540049370044157,-0.7 # 5.43 # -20.62 # -3.48 # -6.7 # -19.74 # 11.97 # -0.99 # -13.56 # -24.39 # 190.0 # -24.75 # -13.79 # 14.34 # -7.81 # -1.05,5.43 # 11.97 # 190.0 # 14.34,55.43,13.16,-0.7 # -20.62 # -3.48 # -6.7 # -19.74 # -0.99 # -13.56 # -24.39 # -24.75 # -13.79 # -7.81 # -1.05,-11.46,-10.69,63.0,4,12,190.0,-24.75,2012-08-14
VRA,23,34.78,-2.62,97.0,-7.51,0.37955877622809303,23.64 # 1.55 # -7.51 # -3.43 # -13.81 # -1.65 # -7.45 # -14.32 # 9.99 # -40.45 # -15.51 # 4.7 # -8.79 # -11.76 # -21.36 # -9.11 # 25.75 # -16.04 # -10.73 # -10.24 # 42.08 # 9.53 # 14.75,23.64 # 1.55 # 9.99 # 4.7 # 25.75 # 42.08 # 9.53 # 14.75,16.5,12.37,-7.51 # -3.43 # -13.81 # -1.65 # -7.45 # -14.32 # -40.45 # -15.51 # -8.79 # -11.76 # -21.36 # -9.11 # -16.04 # -10.73 # -10.24,-12.81,-10.73,64.0,8,15,42.08,-40.45,2010-10-25
TSE,15,33.33,9.1,99.0,-7.28,1.7265641910266118,-6.35 # -15.73 # 46.54 # -18.6 # -7.28 # 42.73 # 12.61 # -11.61 # 8.3 # -19.37 # -11.79 # 146.2 # -12.06 # -12.31 # -4.78,46.54 # 42.73 # 12.61 # 8.3 # 146.2,51.27,42.73,-6.35 # -15.73 # -18.6 # -7.28 # -11.61 # -19.37 # -11.79 # -12.06 # -12.31 # -4.78,-11.99,-11.92,55.0,5,10,146.2,-19.37,2014-06-18
TWIN,38,31.58,3.28,80.0,-4.52,0.8860851982106361,-0.18 # 3.02 # -3.97 # -2.49 # 3.66 # 35.21 # -18.36 # -17.15 # -25.0 # 27.62 # -0.33 # -10.85 # 164.53 # -4.58 # -17.88 # -17.32 # 24.56 # -9.97 # 0.51 # -15.37 # 7.88 # -9.04 # -30.34 # -9.05 # -12.28 # 13.73 # 45.56 # -14.06 # -4.46 # -13.17 # -13.63 # 82.71 # -13.88 # -3.15 # -9.81 # -11.74 # -3.99 # 7.84,3.02 # 3.66 # 35.21 # 27.62 # 164.53 # 24.56 # 0.51 # 7.88 # 13.73 # 45.56 # 82.71 # 7.84,34.73,19.14,-0.18 # -3.97 # -2.49 # -18.36 # -17.15 # -25.0 # -0.33 # -10.85 # -4.58 # -17.88 # -17.32 # -9.97 # -15.37 # -9.04 # -30.34 # -9.05 # -12.28 # -14.06 # -4.46 # -13.17 # -13.63 # -13.88 # -3.15 # -9.81 # -11.74 # -3.99,-11.23,-11.29,62.0,12,26,164.53,-30.34,2006-01-23
FREY,9,55.56,-4.4,60.0,0.18,0.618236871095648,-0.91 # 1.74 # -0.4 # 0.18 # 7.0 # 3.65 # -28.96 # 0.53 # -22.4,1.74 # 0.18 # 7.0 # 3.65 # 0.53,2.62,1.74,-0.91 # -0.4 # -28.96 # -22.4,-13.17,-11.66,59.0,5,4,7.0,-28.96,2020-01-14
IMMR,33,27.27,0.5,77.0,-6.7,0.4982471181445559,4.5 # -6.67 # 100.28 # -14.26 # -20.18 # -14.09 # -17.04 # -4.6 # -6.8 # -5.89 # -11.11 # 7.38 # -13.22 # -13.73 # 104.58 # -6.26 # -12.88 # 15.11 # -3.72 # -14.24 # 0.98 # -14.61 # 8.86 # -22.01 # -11.01 # -7.24 # -7.03 # -9.7 # 0.14 # 23.75 # -6.7 # -0.73 # -5.42,4.5 # 100.28 # 7.38 # 104.58 # 15.11 # 0.98 # 8.86 # 0.14 # 23.75,29.51,8.86,-6.67 # -14.26 # -20.18 # -14.09 # -17.04 # -4.6 # -6.8 # -5.89 # -11.11 # -13.22 # -13.73 # -6.26 # -12.88 # -3.72 # -14.24 # -14.61 # -22.01 # -11.01 # -7.24 # -7.03 # -9.7 # -6.7 # -0.73 # -5.42,-10.38,-10.35,42.0,9,24,104.58,-22.01,2006-01-23
SWKH,39,33.33,2.28,76.0,-2.27,1.023084272456701,145.6 # -5.78 # -11.26 # -34.21 # 4.48 # -1.35 # 4.94 # -10.53 # -2.27 # -6.59 # 2.25 # -1.14 # -7.06 # -10.71 # -2.38 # -8.43 # 36.14 # -4.35 # 20.0 # 9.29 # 7.56 # -2.67 # -4.37 # -0.41 # 2.0 # -1.9 # 13.53 # -33.09 # -13.26 # -1.87 # -4.06 # 5.08 # -6.85 # 21.5 # -1.72 # -6.68 # -3.95 # -2.46 # 5.89,145.6 # 4.48 # 4.94 # 2.25 # 36.14 # 20.0 # 9.29 # 7.56 # 2.0 # 13.53 # 5.08 # 21.5 # 5.89,21.4,7.56,-5.78 # -11.26 # -34.21 # -1.35 # -10.53 # -2.27 # -6.59 # -1.14 # -7.06 # -10.71 # -2.38 # -8.43 # -4.35 # -2.67 # -4.37 # -0.41 # -1.9 # -33.09 # -13.26 # -1.87 # -4.06 # -6.85 # -1.72 # -6.68 # -3.95 # -2.46,-7.28,-4.36,54.0,13,26,145.6,-34.21,2006-02-03
ALCO,40,22.5,-0.93,72.0,-4.04,0.5107230406744718,0.12 # 27.44 # -3.95 # -11.38 # -9.82 # -2.35 # -11.24 # -5.12 # -5.39 # -5.01 # -12.2 # -5.35 # -3.92 # -5.14 # -6.9 # -7.37 # 73.33 # -11.08 # -8.24 # -5.5 # -3.61 # 4.97 # -6.36 # -1.51 # -4.59 # -3.82 # -7.97 # 2.46 # 4.5 # 4.7 # -4.04 # -2.15 # -5.25 # 9.18 # -4.04 # -3.66 # -1.34 # -7.13 # -1.59 # 12.98,0.12 # 27.44 # 73.33 # 4.97 # 2.46 # 4.5 # 4.7 # 9.18 # 12.98,15.52,4.97,-3.95 # -11.38 # -9.82 # -2.35 # -11.24 # -5.12 # -5.39 # -5.01 # -12.2 # -5.35 # -3.92 # -5.14 # -6.9 # -7.37 # -11.08 # -8.24 # -5.5 # -3.61 # -6.36 # -1.51 # -4.59 # -3.82 # -7.97 # -4.04 # -2.15 # -5.25 # -4.04 # -3.66 # -1.34 # -7.13 # -1.59,-5.71,-5.14,49.0,9,31,73.33,-12.2,2006-01-19
PKBK,35,28.57,1.7,89.0,-2.15,1.2324729041364495,0.45 # 16.5 # -8.28 # -1.92 # -11.22 # -10.77 # 6.21 # -0.26 # -0.71 # -10.58 # -15.22 # 41.22 # 25.5 # -2.39 # -4.8 # -3.91 # 10.19 # -2.05 # -0.31 # 59.51 # -13.13 # -4.08 # -2.15 # -0.45 # -1.21 # -3.49 # -5.98 # -10.04 # 41.9 # 1.15 # -2.33 # -13.81 # -4.86 # -11.47 # 2.44,0.45 # 16.5 # 6.21 # 41.22 # 25.5 # 10.19 # 59.51 # 41.9 # 1.15 # 2.44,20.51,13.35,-8.28 # -1.92 # -11.22 # -10.77 # -0.26 # -0.71 # -10.58 # -15.22 # -2.39 # -4.8 # -3.91 # -2.05 # -0.31 # -13.13 # -4.08 # -2.15 # -0.45 # -1.21 # -3.49 # -5.98 # -10.04 # -2.33 # -13.81 # -4.86 # -11.47,-5.82,-4.08,65.0,10,25,59.51,-15.22,2006-02-07
CTV,5,20.0,-5.89,33.0,-3.05,0.7085156052731035,-3.05 # -2.12 # -20.82 # -16.79 # 13.33,13.33,13.33,13.33,-3.05 # -2.12 # -20.82 # -16.79,-10.7,-9.92,36.0,1,4,13.33,-20.82,2021-04-08
BLDE,9,33.33,-6.49,60.0,-2.46,0.4672344441855369,-2.46 # 0.1 # -0.89 # 30.82 # -25.16 # -26.69 # -28.69 # 2.85 # -8.28,0.1 # 30.82 # 2.85,11.26,2.85,-2.46 # -0.89 # -25.16 # -26.69 # -28.69 # -8.28,-15.36,-16.72,57.0,3,6,30.82,-28.69,2019-11-14
